,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
0,43.75,14.08,0.0,185.36,43.9,0.0,6.35,0.0,3.0,98.9,62.84,2.79,173.9,8.37,5.45,208.83,43.75,88.98,20.55,3.98,2.66,212.71,44.28,100.0,3.96,43.85,73.8,38.39,63.42,18.33,12.54,17.92,4.56,64.98,6.38,16.76,57.19,9.33,57.19,0.73,17.95,9.17,0.0,22.59,59.42,18.22,94.05,4.53,7522.0,66.02,1.06,185.36,0.8,4.21,1.19,53.53,89.7,8.75,10.4,9.04,2.79,0.88,12.94,5.35,13.36,12.91,8.5
1,25.0,3.07,0.0,269.94,52.0,0.0,24.52,0.0,3.0,99.18,19.48,-15.29,151.23,6.13,3.07,28.43,25.0,100.0,60.18,0.0,0.0,261.93,49.18,0.0,9.09,52.75,71.6,36.81,73.94,18.35,2.7,5.41,35.14,56.76,12.27,16.82,165.39,0.0,165.39,0.88,0.0,0.0,0.0,18.64,50.18,13.62,100.0,3.98,327.0,74.44,0.0,269.94,-3.06,0.21,1.39,52.43,107.2,103.45,92.02,3.06,-15.29,6.53,10.73,7.57,21.29,25.79,14.93
2,30.77,11.51,0.0,250.51,88.8,0.0,3.42,9.77,3.0,99.45,56.19,-3.35,174.27,6.59,2.82,589.8,30.77,94.7,26.64,3.13,3.14,480.39,92.71,145.16,3.35,42.44,67.2,35.56,55.27,17.24,17.56,13.13,1.98,67.33,5.65,13.72,28.05,6.19,28.05,0.76,0.42,0.0,56.53,24.26,61.09,17.39,84.89,1.98,9543.0,80.36,1.46,250.51,3.25,14.68,2.1,35.72,78.4,8.6,14.6,6.29,-3.35,0.82,8.6,-0.69,11.36,32.58,18.13
3,80.0,14.86,0.0,326.34,42.2,46.62,13.52,0.0,3.0,99.18,37.23,-4.24,151.99,2.12,2.12,67.05,80.0,100.0,27.52,0.0,0.0,301.7,39.12,0.0,5.88,52.75,66.1,44.59,70.4,13.98,14.43,31.96,4.12,49.48,12.74,21.61,584.2,0.0,584.2,1.54,116.53,0.0,0.0,23.45,62.89,18.3,100.0,0.85,472.0,81.7,2.13,326.34,2.12,4.56,4.26,65.34,113.4,5.03,37.3,6.36,-4.24,1.59,8.34,27.57,16.82,12.62,24.1
4,33.33,13.08,0.0,114.6,40.9,0.0,5.29,4.98,3.0,100.0,35.35,0.48,149.92,3.39,2.91,37.76,33.33,98.11,51.55,4.89,4.8,331.52,64.61,70.0,2.74,28.6,73.4,15.98,68.12,16.66,13.57,16.28,27.91,42.25,13.56,18.48,686.99,4.9,686.99,0.77,369.66,0.0,57.64,16.74,56.58,19.75,100.0,4.75,2083.0,75.42,0.0,114.6,-2.88,0.89,2.01,51.42,108.9,4.49,9.97,10.08,0.48,3.98,20.39,13.89,22.76,15.24,14.97
5,20.0,6.46,0.0,338.98,45.3,0.0,9.16,0.0,2.0,100.0,17.01,2.59,206.5,6.46,1.29,118.2,20.0,96.88,25.19,12.9,0.0,198.13,24.91,0.0,5.71,28.8,73.4,7.75,62.74,12.94,5.56,20.83,20.83,52.78,7.75,22.25,498.85,0.0,498.85,0.74,36.22,0.0,0.0,22.66,51.51,13.79,100.0,6.34,773.0,75.94,0.0,338.98,-3.88,4.59,6.57,36.39,110.8,4.88,16.95,6.47,2.59,4.53,22.03,21.16,8.09,26.04,40.98
6,66.67,2.12,0.0,64.44,15.9,0.0,10.65,88.89,3.0,100.0,9.71,-4.22,170.07,2.12,0.0,66.57,66.67,100.0,2.92,0.0,0.0,249.98,33.18,0.0,0.0,41.51,72.1,21.19,66.9,21.31,7.69,7.69,26.92,57.69,6.36,14.14,475.29,0.0,475.29,0.74,40.08,0.0,0.0,24.34,67.54,26.01,100.0,1.05,474.0,75.12,0.0,64.44,-4.22,1.9,4.63,57.16,130.6,9.32,33.33,10.55,-4.22,10.03,15.05,7.24,13.86,31.75,32.79
7,66.67,12.31,0.0,215.87,41.8,31.75,20.46,0.0,3.0,99.18,38.04,-6.25,178.49,0.0,0.0,25.18,66.67,98.86,56.67,0.0,0.0,359.25,63.51,0.0,15.38,52.75,71.8,9.23,80.79,20.0,14.29,20.0,31.43,34.29,12.31,20.62,169.48,0.0,169.48,1.17,34.38,0.0,0.0,18.92,52.12,20.46,91.67,1.25,320.0,84.13,0.0,215.87,0.0,0.67,0.47,65.3,119.5,1.79,3.17,9.38,-6.25,3.93,6.95,5.96,25.15,32.96,19.61
8,59.64,17.84,0.0,360.57,45.1,11.43,5.32,14.29,3.0,99.18,87.42,-4.01,151.23,10.93,2.88,225.29,60.61,95.0,51.13,5.78,5.73,301.24,43.29,0.0,4.65,52.75,59.9,22.44,75.65,20.68,16.42,17.16,1.49,64.93,5.75,17.47,50.61,5.73,50.61,0.65,0.0,0.0,0.0,19.49,55.51,16.41,100.0,10.77,1746.0,84.16,0.0,360.57,2.86,2.62,0.26,71.23,90.4,19.96,36.58,6.3,-4.01,1.55,5.86,3.5,17.68,25.0,7.25
9,75.0,3.81,0.0,128.96,34.2,0.0,3.78,0.0,3.0,100.0,53.37,2.75,135.99,3.12,0.69,146.6,75.0,91.3,47.37,3.5,0.0,269.73,13.71,112.0,4.85,21.02,78.5,18.37,61.39,10.44,15.25,11.3,9.04,64.41,4.16,22.38,185.86,6.84,185.86,0.7,0.0,0.0,82.24,21.05,66.05,21.57,96.53,8.93,2913.0,82.56,0.0,128.96,10.99,5.85,56.06,32.91,112.3,9.94,47.9,7.55,2.75,4.55,15.25,26.38,11.93,10.73,8.85
10,0.0,5.51,0.0,201.13,41.7,0.0,25.53,0.0,3.0,99.18,29.24,13.62,210.34,5.51,2.75,30.56,0.0,97.67,100.0,0.0,0.0,261.52,61.54,0.0,12.5,52.75,69.3,8.26,76.44,14.71,8.33,5.56,30.56,55.56,8.26,26.16,137.62,0.0,137.62,0.89,32.7,0.0,0.0,20.27,56.36,17.87,100.0,2.45,367.0,86.54,0.0,201.13,2.72,0.32,0.66,68.94,139.8,12.5,14.16,19.07,13.62,4.66,8.33,13.98,12.74,22.84,13.7
11,87.5,9.03,0.0,318.25,39.8,0.0,2.99,8.84,3.0,99.45,33.82,-1.38,171.08,5.9,2.78,143.56,87.5,91.09,49.4,3.5,0.0,514.3,91.62,0.0,5.33,37.68,64.4,40.64,64.03,21.34,15.81,19.07,6.98,58.14,6.95,14.17,2.07,10.55,2.07,0.58,4.14,0.0,0.0,18.78,56.96,18.58,100.0,4.38,2900.0,83.38,0.7,318.25,4.48,2.12,0.3,51.49,76.8,6.86,10.96,10.34,-1.38,3.32,6.02,3.42,14.46,33.45,11.73
12,100.0,5.85,0.0,213.84,55.6,62.89,0.0,0.0,3.0,99.18,14.08,5.88,170.27,5.85,5.85,69.11,100.0,100.0,100.0,0.0,0.0,213.68,36.01,0.0,0.0,38.96,68.8,17.54,95.4,17.65,31.25,6.25,18.75,43.75,5.85,25.29,319.85,0.0,319.85,0.63,47.06,0.0,0.0,14.79,63.38,26.76,100.0,1.76,170.0,82.09,0.0,213.84,-5.88,1.54,3.66,62.6,137.4,163.16,389.94,11.76,5.88,2.4,11.68,8.97,20.55,40.85,54.05
13,80.0,4.76,0.0,221.11,53.6,25.13,26.82,50.25,3.0,99.18,81.76,7.03,147.62,0.0,0.0,43.66,80.0,98.82,26.55,0.0,0.0,382.39,54.38,0.0,20.0,52.75,66.5,4.76,61.13,11.94,15.56,20.0,11.11,53.33,2.38,18.97,255.36,0.0,255.36,1.02,0.0,0.0,0.0,21.27,63.49,23.49,92.5,3.98,427.0,83.65,0.0,221.11,2.34,0.82,0.41,68.71,141.7,4.4,10.05,9.37,7.03,2.19,6.1,12.66,21.11,27.84,32.61
14,100.0,6.4,0.0,25.15,46.1,10.06,5.39,0.0,2.0,99.18,32.37,-3.21,152.96,5.34,0.0,45.46,100.0,98.47,40.23,10.66,0.0,262.09,28.46,0.0,7.69,45.39,63.4,16.01,71.43,21.26,21.35,12.36,29.21,37.08,6.4,16.24,384.31,10.33,384.31,1.0,12.82,0.0,0.0,15.43,41.8,12.52,98.28,4.7,936.0,66.84,0.0,25.15,5.34,0.86,0.24,62.75,100.9,33.33,67.4,8.55,-3.21,5.1,9.31,-1.89,20.4,30.93,20.98
15,44.0,10.37,20.35,170.07,39.7,1.67,1.84,3.73,3.0,98.9,69.28,0.11,150.54,9.73,6.82,322.53,44.0,76.28,25.84,3.18,1.58,276.2,65.74,104.42,5.34,43.85,75.7,23.11,65.33,19.45,17.15,8.08,2.42,72.34,6.19,15.56,170.81,4.84,170.81,0.64,7.49,0.0,79.76,20.42,62.93,22.52,79.93,8.17,18955.0,61.53,1.17,170.07,11.13,6.69,0.41,63.76,91.9,5.87,6.9,8.76,0.11,0.83,5.99,8.92,9.67,20.43,9.14
16,66.67,7.06,0.0,183.57,53.9,0.0,0.0,72.46,3.0,100.0,10.05,0.0,173.65,0.0,2.35,32.54,66.67,98.04,24.75,0.0,23.53,244.78,43.18,0.0,0.0,42.0,68.9,25.88,68.65,21.18,14.29,9.52,9.52,66.67,11.76,14.12,119.43,0.0,119.43,0.78,23.53,0.0,0.0,17.65,53.48,18.18,100.0,4.0,425.0,70.45,0.0,183.57,0.0,0.85,0.61,82.92,166.8,24.73,55.56,16.47,0.0,16.41,31.58,3.91,18.58,27.46,30.3
17,85.71,10.41,33.3,206.57,42.5,1.99,3.85,8.16,3.0,100.0,71.67,-0.19,181.55,9.93,6.62,107.11,85.71,83.52,29.44,3.9,3.89,481.64,27.11,107.46,4.39,43.32,73.6,20.44,64.58,20.82,12.66,8.73,9.87,68.73,6.33,14.63,34.87,8.79,34.87,0.66,7.68,0.39,29.4,22.05,61.81,20.59,73.78,5.9,10291.0,56.5,1.17,206.57,4.66,3.25,2.45,58.03,96.9,12.08,29.85,10.11,-0.19,7.14,19.29,4.17,14.12,20.48,10.69
18,21.21,12.64,19.07,133.82,46.6,0.68,2.17,3.41,3.0,100.0,49.19,-2.46,160.7,8.61,4.71,539.13,21.21,86.94,38.5,4.11,2.73,335.49,55.82,123.89,4.91,57.28,71.4,15.03,71.89,22.03,15.03,10.29,2.87,71.81,4.44,15.64,191.76,8.19,191.76,0.61,1.43,0.0,35.0,20.9,58.71,17.89,75.96,5.2,14659.0,71.9,1.64,133.82,2.93,5.7,1.36,58.0,79.7,26.37,19.64,6.69,-2.46,1.2,10.67,3.12,9.78,23.22,8.51
19,100.0,4.93,0.0,156.22,33.9,5.41,5.66,0.0,3.0,99.18,84.07,3.4,147.89,7.39,3.94,502.68,100.0,91.41,38.97,5.01,0.0,224.91,31.99,0.0,4.26,52.75,68.1,28.59,60.51,15.62,14.29,12.78,5.26,67.67,5.42,17.47,27.68,5.28,27.68,0.74,3.4,0.0,0.0,22.36,58.26,18.3,96.71,6.7,2061.0,85.1,0.0,156.22,0.49,5.39,0.73,51.95,82.7,4.12,5.41,9.7,3.4,0.48,4.15,15.33,10.72,9.24,9.38
20,59.64,18.02,0.0,261.92,49.1,9.25,5.3,14.81,3.0,98.9,45.6,-2.79,154.41,6.93,3.7,77.07,60.61,94.17,23.31,4.6,0.0,287.23,77.31,37.5,6.25,31.45,71.9,21.26,73.61,19.62,14.63,7.32,13.01,65.04,4.62,18.64,191.79,9.12,191.79,0.67,5.58,0.0,18.96,24.2,67.37,22.52,100.0,3.11,2151.0,63.14,0.46,261.92,5.11,1.01,0.54,77.71,96.0,10.99,13.88,6.97,-2.79,8.65,7.81,1.41,17.31,20.41,17.86
21,28.57,37.97,0.0,892.86,73.0,0.0,0.0,0.0,3.0,100.0,13.51,-6.29,165.4,6.33,12.66,58.46,28.57,100.0,100.0,0.0,62.89,293.96,64.37,0.0,0.0,48.71,59.4,82.28,69.15,12.58,22.73,4.55,9.09,63.64,18.99,23.27,148.64,0.0,148.64,0.87,264.15,0.0,0.0,25.36,73.91,27.54,100.0,3.77,159.0,85.71,0.0,892.86,18.87,5.44,5.88,75.74,108.5,2.84,35.71,6.29,-6.29,1.05,9.55,63.92,16.13,31.58,100.0
22,33.33,110.05,0.0,435.78,41.1,0.0,15.64,0.0,3.0,99.18,0.0,-14.22,142.84,14.35,19.14,155.15,33.33,100.0,19.32,0.0,47.39,264.5,69.44,0.0,0.0,30.8,67.8,43.06,77.31,20.85,14.81,7.41,7.41,70.37,9.57,16.59,261.58,0.0,261.58,1.4,0.0,0.0,0.0,23.4,69.15,25.53,92.86,8.53,211.0,88.76,0.0,435.78,4.74,4.56,2.94,55.15,138.6,42.42,64.22,4.74,-14.22,0.7,9.98,14.67,10.84,25.3,47.62
23,66.67,5.34,0.0,66.8,43.0,0.0,8.63,0.0,3.0,98.9,15.06,2.67,170.5,2.0,0.0,18.98,66.67,95.61,49.37,6.66,0.0,293.72,14.87,0.0,5.13,31.45,68.9,18.01,73.95,20.99,7.23,9.64,28.92,54.22,6.0,16.04,-38.52,13.53,-38.52,0.83,18.72,0.0,0.0,24.1,65.27,25.57,100.0,1.4,1496.0,89.22,0.67,66.8,-0.67,0.16,0.93,78.9,119.8,4.5,3.34,10.7,2.67,9.78,9.21,0.2,15.33,16.41,16.95
24,50.0,10.15,0.0,461.54,64.8,0.0,21.43,0.0,3.0,98.9,18.6,-14.6,159.28,0.0,0.0,116.1,50.0,87.14,57.75,0.0,0.0,254.66,63.14,0.0,0.0,27.94,68.5,48.22,68.44,17.52,12.0,4.0,8.0,76.0,7.61,18.98,85.24,0.0,85.24,0.74,24.33,0.0,0.0,23.33,70.0,25.76,100.0,4.62,411.0,91.98,0.0,461.54,0.0,3.73,2.26,59.89,120.3,1.02,3.08,2.43,-14.6,0.14,6.99,34.75,17.68,40.32,50.0
25,37.5,1.66,0.0,302.98,40.9,8.76,3.74,0.0,3.0,98.9,84.3,2.51,176.26,9.13,1.66,131.14,37.5,95.93,72.38,8.24,0.0,363.3,51.41,0.0,6.45,58.78,64.7,34.85,62.94,18.23,18.07,1.2,13.25,67.47,7.47,15.22,245.83,16.52,245.83,0.62,102.84,0.0,0.0,20.58,64.15,23.18,100.0,9.03,1196.0,80.55,0.82,302.98,13.38,1.78,0.66,86.18,95.1,21.21,18.39,12.54,2.51,0.68,10.2,10.74,21.33,25.41,21.39
26,13.33,3.28,14.8,161.04,40.9,1.49,2.87,9.25,3.0,98.9,58.03,-0.29,151.31,7.71,3.71,260.39,13.33,77.69,28.79,2.86,0.0,306.64,76.58,184.41,5.29,24.5,79.1,13.56,71.98,20.97,14.21,11.58,3.16,71.05,5.0,16.62,140.77,7.15,140.77,0.6,4.56,2.28,115.57,21.97,65.9,23.53,89.73,4.79,7015.0,72.44,0.72,161.04,-0.14,2.53,0.26,55.79,87.7,24.31,18.36,8.84,-0.29,7.74,4.65,6.95,12.37,14.8,6.11
27,100.0,135.02,0.0,195.56,34.9,0.0,0.0,0.0,3.0,98.36,41.38,-16.74,216.37,0.0,0.0,18.46,100.0,100.0,31.01,0.0,0.0,808.64,9.46,0.0,0.0,54.32,68.2,59.07,52.23,13.39,4.35,17.39,21.74,56.52,8.44,17.99,34.22,0.0,34.22,1.04,20.92,0.0,0.0,20.83,64.06,18.75,95.0,6.28,239.0,86.67,0.0,195.56,-29.29,2.34,67.95,6.64,147.1,16.67,177.78,4.18,-16.74,0.96,18.61,20.1,21.17,32.1,62.5
28,31.25,51.1,0.0,494.35,35.0,0.0,9.59,70.62,3.0,98.36,29.21,5.52,347.21,5.52,2.76,5.9,31.25,98.53,75.24,0.0,13.79,285.43,18.95,0.0,8.7,48.45,67.9,27.62,70.99,24.41,10.0,7.78,43.33,38.89,5.52,15.31,236.49,14.01,236.49,1.02,57.93,0.0,0.0,21.5,56.7,17.91,100.0,5.52,725.0,73.73,0.0,494.35,-12.41,0.66,16.39,62.08,110.4,4.42,42.37,9.66,5.52,15.21,22.31,0.97,18.18,25.0,285.71
29,83.33,19.53,0.0,510.87,37.7,0.0,0.0,21.74,3.0,100.0,17.58,-4.17,181.08,5.14,3.08,42.35,83.33,98.61,44.24,0.0,0.0,264.86,25.21,0.0,10.53,37.68,69.7,49.33,62.71,17.92,10.08,23.53,5.88,60.5,3.08,15.52,12.52,0.0,12.52,0.94,9.38,0.0,0.0,20.38,66.89,26.69,94.12,1.35,960.0,83.33,0.0,510.87,7.29,2.47,0.66,73.31,113.4,13.19,46.74,5.21,-4.17,4.07,10.49,13.21,17.57,36.58,35.21
30,48.39,6.19,11.1,181.73,47.4,2.27,3.12,6.77,3.0,98.9,103.8,-3.91,157.37,12.19,7.96,667.79,48.39,74.03,19.14,3.64,1.82,339.55,50.91,131.02,5.28,17.3,72.8,21.84,70.22,24.18,12.1,7.96,1.28,78.66,5.73,13.22,104.69,6.8,104.69,0.59,6.78,1.55,28.79,20.96,61.18,21.34,66.26,6.27,21977.0,44.93,1.73,181.73,7.87,7.33,1.61,65.54,81.6,17.61,15.95,6.78,-3.91,5.87,3.5,-0.63,11.94,20.01,5.73
31,50.0,36.95,0.0,142.48,36.6,0.0,0.0,0.0,3.0,100.0,81.82,9.95,174.88,0.0,0.0,40.0,50.0,100.0,31.62,0.0,0.0,156.96,43.9,0.0,28.57,41.51,68.8,36.95,67.5,22.64,23.33,0.0,33.33,43.33,4.93,14.93,378.14,0.0,378.14,0.8,0.0,0.0,0.0,21.37,66.58,30.41,92.86,3.23,402.0,91.71,0.0,142.48,2.49,0.71,3.78,71.14,140.8,7.46,13.19,19.9,9.95,11.27,16.29,13.88,24.24,28.5,76.92
32,50.0,68.51,0.0,741.51,41.9,0.0,0.0,65.72,3.0,100.0,33.33,2.05,149.64,0.0,3.07,16.99,50.0,100.0,46.45,0.0,30.74,286.61,10.84,121.43,25.0,44.45,71.1,104.29,62.4,18.34,4.21,3.16,24.21,68.42,12.27,13.42,39.41,0.0,39.41,1.09,0.0,0.0,78.21,22.89,69.65,24.84,85.19,2.56,976.0,84.39,0.0,741.51,4.1,1.44,33.55,28.65,158.6,9.05,65.72,4.1,2.05,2.43,10.38,10.91,15.11,29.34,62.99
33,100.0,14.21,0.0,62.72,40.3,0.0,1.42,0.0,3.0,100.0,14.13,-3.55,273.85,0.0,0.0,38.63,100.0,100.0,100.0,0.0,0.0,250.78,78.67,0.0,20.0,54.47,68.2,19.54,57.54,19.5,13.51,13.51,24.32,48.65,5.33,11.35,28.17,0.0,28.17,0.93,12.41,0.0,0.0,17.79,66.34,28.63,100.0,3.37,564.0,87.45,0.0,62.72,3.55,0.31,0.21,66.3,126.9,9.43,17.92,10.64,-3.55,11.77,20.11,2.17,19.54,27.99,59.52
34,57.14,5.46,0.0,2.02,35.9,1.62,3.09,1.7,3.0,100.0,129.35,-3.34,173.58,6.77,3.59,758.97,57.14,71.15,37.94,3.26,0.82,297.26,40.09,127.92,3.75,35.41,71.7,26.67,57.2,16.55,17.17,13.46,0.7,68.68,4.97,14.91,20.69,4.85,20.69,0.59,14.43,0.0,75.86,18.35,62.37,22.57,94.45,3.87,12265.0,84.16,1.55,2.02,0.65,7.23,1.49,61.01,84.9,20.53,15.13,6.44,-3.34,1.92,6.86,-0.62,7.7,20.24,12.21
35,40.0,12.03,0.0,442.11,41.0,0.0,0.0,5.26,3.0,98.9,19.5,-2.67,173.19,2.67,4.01,60.8,40.0,99.22,27.4,13.39,13.35,288.81,45.82,0.0,12.5,49.43,72.6,34.76,69.46,21.76,7.59,20.25,10.13,62.03,6.68,14.69,102.67,0.0,102.67,0.92,29.37,0.0,0.0,22.64,72.04,28.72,100.0,2.67,749.0,89.31,1.34,442.11,5.34,2.88,1.87,74.27,110.9,12.17,30.26,8.01,-2.67,0.82,9.01,9.99,16.28,28.93,36.36
36,60.0,6.74,0.0,104.25,40.1,0.0,8.45,0.0,3.0,100.0,26.39,-8.1,557.0,2.7,1.35,20.24,60.0,100.0,92.13,0.0,0.0,297.82,87.41,100.0,7.14,47.61,60.0,24.26,59.7,22.81,15.29,4.71,42.35,37.65,8.09,11.2,131.24,0.0,131.24,0.96,89.07,33.74,0.0,22.04,61.54,17.01,95.0,2.83,741.0,82.27,0.0,104.25,1.35,0.32,0.0,60.06,122.8,10.26,21.95,8.1,-8.1,13.98,23.24,8.02,10.83,55.71,47.06
37,60.0,8.72,0.0,297.03,28.7,0.0,8.6,0.0,3.0,100.0,45.82,-3.83,172.38,7.63,4.36,67.44,60.0,88.89,46.65,5.43,5.47,360.66,22.3,172.22,4.92,65.34,66.0,34.33,64.18,16.79,14.17,7.87,17.32,60.63,7.08,17.99,208.84,5.5,208.84,0.72,7.65,0.0,175.9,22.36,67.81,21.81,97.38,3.77,1829.0,77.74,0.0,297.03,22.96,2.21,0.77,57.34,101.9,9.78,34.1,8.75,-3.83,14.92,23.27,7.46,11.22,17.78,14.87
38,82.61,11.62,0.0,353.57,51.7,0.0,18.27,0.0,3.0,100.0,28.38,-1.83,599.08,3.06,2.45,25.23,82.61,98.15,18.63,6.13,12.2,631.71,34.33,100.0,4.26,52.03,67.4,36.7,61.1,18.6,9.85,16.67,21.21,52.27,9.79,15.0,116.65,6.05,116.65,0.77,24.39,0.0,39.34,20.79,54.35,16.03,98.23,6.16,1640.0,59.0,0.0,353.57,11.59,2.08,25.28,52.39,103.7,3.97,29.76,4.88,-1.83,2.76,29.89,3.93,17.48,31.84,46.22
39,85.71,8.67,0.0,293.28,48.4,6.79,5.64,20.37,3.0,99.18,50.99,2.68,153.75,5.33,2.0,88.56,85.71,98.28,33.78,6.64,0.0,288.53,28.58,75.0,7.14,52.75,62.4,28.67,71.92,16.53,9.9,27.6,17.19,45.31,6.0,18.74,60.73,6.57,60.73,0.93,41.5,0.0,16.19,18.98,54.8,16.77,100.0,3.48,1494.0,76.05,0.0,293.28,11.38,2.19,0.65,44.87,112.9,28.1,81.47,9.37,2.68,4.16,10.74,2.61,15.05,24.09,6.87
40,60.0,8.86,0.0,328.1,64.5,2.12,4.67,2.97,3.0,100.0,157.89,12.18,172.68,8.36,6.36,506.84,60.0,94.24,43.94,3.4,1.65,259.92,39.7,50.0,3.19,44.0,75.3,39.97,56.06,11.7,14.48,19.42,2.77,63.33,7.86,20.26,-18.41,10.84,-18.41,0.85,18.27,0.0,25.32,22.36,69.36,24.72,99.51,4.72,6077.0,80.73,1.19,328.1,-2.3,8.32,9.2,42.37,85.8,15.46,32.7,16.62,12.18,6.68,10.46,38.55,17.77,13.48,11.75
41,50.0,5.9,209.46,264.67,52.1,17.96,8.06,0.0,3.0,99.18,29.04,0.0,153.9,4.72,1.18,28.9,50.0,96.28,75.98,5.88,5.93,234.99,30.78,0.0,6.78,54.6,63.9,21.25,86.2,22.64,15.93,3.54,27.43,53.1,4.13,19.62,84.23,5.88,84.23,0.69,28.45,0.0,0.0,21.63,59.02,22.11,99.21,4.74,1687.0,87.12,0.0,264.67,1.19,0.42,0.26,82.54,104.4,19.63,25.15,10.67,0.0,5.06,12.21,5.5,22.52,28.36,18.87
42,11.76,10.2,0.0,165.39,32.5,13.96,4.83,6.98,3.0,98.9,52.04,-8.03,174.16,5.1,1.46,58.67,11.76,93.3,22.12,7.28,0.0,203.0,20.63,0.0,4.76,43.85,68.6,16.76,60.05,20.66,9.89,17.58,9.89,62.64,10.2,13.5,144.56,7.18,144.56,0.82,42.34,0.0,0.0,20.94,53.8,17.59,100.0,3.87,1370.0,75.28,0.0,165.39,13.14,1.44,0.73,63.21,104.8,1.21,2.79,5.11,-8.03,0.76,15.82,-5.32,13.64,18.08,22.22
43,75.0,12.16,0.0,286.76,35.2,14.71,12.62,88.24,3.0,100.0,5.48,-10.64,173.65,3.04,0.0,25.76,75.0,98.21,63.77,0.0,0.0,276.49,76.53,0.0,10.53,42.0,66.2,13.68,83.8,27.36,14.29,12.24,18.37,55.1,6.08,14.13,183.73,15.29,183.73,0.97,0.0,0.0,0.0,21.81,59.06,20.13,100.0,1.82,658.0,76.23,1.52,286.76,-4.56,0.3,0.35,79.21,116.4,48.51,72.06,3.04,-10.64,16.26,25.21,-2.37,16.62,31.17,10.42
44,66.67,12.51,0.0,327.91,46.2,0.0,0.0,0.0,3.0,100.0,33.92,-0.34,281.6,1.69,1.35,21.03,66.67,98.03,53.97,3.39,0.0,341.19,18.98,85.14,2.02,46.62,73.7,22.99,64.67,16.0,11.9,12.27,37.17,38.66,6.42,19.13,24.74,0.0,24.74,0.91,39.07,20.21,29.47,22.83,64.35,21.4,99.51,1.48,2969.0,83.16,0.0,327.91,4.72,0.86,1.02,53.68,127.9,3.31,15.21,7.41,-0.34,9.97,19.22,12.68,18.15,27.84,4.21
45,88.89,5.38,0.0,240.75,47.2,2.1,2.76,4.4,3.0,95.07,39.33,2.31,152.38,15.19,11.31,212.22,88.89,83.27,41.69,3.41,2.04,281.17,34.38,134.29,4.65,22.2,76.5,16.96,72.46,20.31,11.8,9.63,7.22,71.35,5.52,16.66,131.38,8.92,131.38,0.66,10.96,1.09,29.83,16.71,57.11,20.79,75.06,6.52,14690.0,43.43,1.3,240.75,4.63,2.68,0.94,63.97,103.7,11.45,15.73,9.94,2.31,8.67,13.39,4.53,17.25,14.33,7.5
46,0.0,50.63,0.0,491.43,36.1,0.0,0.0,0.0,3.0,98.36,4.78,-12.82,244.52,12.66,6.33,7.21,0.0,100.0,77.97,62.89,0.0,1082.0,16.37,0.0,0.0,77.35,67.9,75.95,56.0,28.21,0.0,4.35,30.43,65.22,25.32,6.41,115.77,0.0,115.77,0.84,128.21,0.0,0.0,23.17,46.34,14.02,100.0,3.21,156.0,76.47,0.0,491.43,19.23,0.61,35.07,45.66,111.4,5.26,45.71,0.0,-12.82,7.65,22.79,-13.81,11.11,41.81,71.43
47,66.67,16.4,0.0,445.34,38.3,8.1,3.51,2.02,3.0,100.0,53.39,3.41,171.28,6.1,1.91,160.39,66.67,88.78,60.45,3.84,3.79,312.27,51.0,136.96,6.02,74.44,69.8,53.39,59.81,17.39,9.09,4.04,8.59,78.28,12.59,16.67,24.53,7.65,24.53,0.73,45.08,0.0,100.22,14.68,73.19,36.64,93.87,4.55,2640.0,81.08,0.77,445.34,3.03,5.4,0.97,67.01,89.8,10.72,28.34,9.85,3.41,12.04,20.3,20.6,12.27,17.15,16.76
48,50.0,0.0,0.0,208.33,68.2,83.33,42.42,83.33,3.0,99.18,16.67,-7.04,155.86,0.0,0.0,51.82,50.0,100.0,100.0,0.0,0.0,249.38,99.11,0.0,9.09,52.75,64.8,0.0,73.17,12.68,28.57,7.14,21.43,42.86,6.94,28.17,174.92,0.0,174.92,0.83,0.0,0.0,0.0,17.24,56.9,21.55,100.0,7.04,142.0,82.76,0.0,208.33,-7.04,1.06,0.36,54.74,120.8,25.0,41.67,0.0,-7.04,3.69,9.75,56.04,22.41,17.19,105.26
49,57.14,4.68,34.94,98.29,50.1,1.36,4.51,2.31,3.0,100.0,96.4,-3.23,171.77,11.82,7.02,346.26,57.14,84.21,42.47,3.92,1.29,315.22,46.29,122.78,4.31,39.09,67.7,38.98,69.64,22.61,13.9,7.05,1.52,77.52,5.98,14.52,124.42,6.39,124.42,0.57,4.39,0.0,102.86,20.44,58.04,16.89,77.06,6.76,7739.0,66.5,1.05,98.29,0.78,2.61,0.58,80.18,83.1,2.65,1.9,8.27,-3.23,13.8,20.49,8.92,15.94,28.71,7.9
