,Código municipio,Municipio,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67,2015_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
124,20045,Irun,16.13,"8,55","46,12","139,49","37,80","1,97","1,00","3,10","3,00","100,00","20,22","0,29","179,19","15,31","10,40","1.459,24","16,13","74,97","48,27","3,90","2,95","318,36","42,77","94,13","3,19","42,00","72,10","45,31","61,80","19,21","15,93","6,14","1,00","76,94","5,69","14,72","-4,25","4,74","-4,25","0,67","14,42","0,33","35,65","18,82","62,08","19,81","57,12","8,40","61.113,00","48,06","1,72","139,49","0,02","14,34","1,10","48,90","83,70","2,26","1,69","8,83","0,29","1,57","1,82","5,30","10,18","19,86","6,06",2,2,1,1,2
125,20046,Irura,42.86,"64,75","0,00","234,62","23,50","0,00","5,02","0,00","3,00","99,18","0,00","10,79","153,59","4,20","3,00","574,14","42,86","78,41","32,11","5,92","6,01","221,55","31,61","0,00","3,64","52,75","77,10","34,77","58,87","9,25","14,11","25,15","1,23","59,51","4,80","23,60","204,88","0,00","204,88","0,73","0,00","0,00","0,00","25,45","70,33","22,97","100,00","6,07","1.665,00","85,96","0,00","234,62","4,20","10,10","1,67","63,67","90,10","0,31","0,63","14,39","10,79","0,05","4,88","60,10","13,81","12,20","9,04",2,2,1,1,2
126,1027,Iruraiz-Gauna,31.82,"66,15","0,00","542,07","48,70","0,00","0,00","88,06","3,00","100,00","0,00","-7,78","189,30","1,95","1,95","11,00","31,82","100,00","100,00","0,00","0,00","234,50","17,13","0,00","0,00","47,43","64,70","38,91","59,08","18,96","4,48","7,46","67,16","20,90","3,89","14,70","43,45","0,00","43,45","1,00","0,00","0,00","0,00","22,85","57,31","17,64","100,00","3,09","517,00","84,17","0,00","542,07","-7,78","1,58","55,50","35,99","156,40","1,36","17,61","1,95","-7,78","5,02","18,51","12,88","22,01","35,16","131,58",2,2,2,2,2
127,1901,Iruña Oka/Iruña de Oca,50.0,"17,72","0,00","103,94","36,00","0,00","3,63","0,00","3,00","100,00","0,00","3,22","333,06","4,19","2,90","58,42","50,00","97,73","24,25","3,15","9,68","431,76","24,07","91,89","3,36","7,04","79,60","31,25","53,16","10,77","16,87","12,76","7,41","62,96","3,54","20,29","-13,08","6,44","-13,08","0,94","2,70","0,00","115,62","19,65","60,34","17,00","91,21","6,29","3.100,00","78,74","0,00","103,94","0,64","6,54","28,29","51,99","114,60","0,76","6,73","8,70","3,22","2,53","11,93","54,54","18,53","18,91","9,40",2,2,2,2,2
128,48049,Ispaster,25.0,"11,24","0,00","187,13","40,70","0,00","0,00","46,41","3,00","100,00","0,00","0,00","180,06","4,21","2,81","31,26","25,00","100,00","57,06","0,00","0,00","235,93","67,23","0,00","3,57","42,00","69,20","22,47","62,87","19,58","5,17","8,62","39,66","46,55","9,83","17,20","122,18","0,00","122,18","0,83","57,44","0,00","0,00","17,01","57,30","23,11","100,00","5,87","715,00","86,90","0,00","187,13","4,21","0,27","0,84","79,82","131,80","5,77","4,49","9,83","0,00","19,82","25,61","16,64","25,40","18,09","23,53",1,1,2,2,1
129,20047,Itsasondo,50.0,"31,44","0,00","234,49","45,70","0,00","10,87","7,56","3,00","99,18","0,00","-4,49","125,57","2,99","0,00","74,75","50,00","97,94","23,55","14,81","0,00","243,42","38,17","0,00","5,88","23,90","62,00","49,40","77,93","19,43","18,92","21,62","13,51","45,95","2,99","20,63","66,20","0,00","66,20","0,74","67,87","0,00","0,00","20,00","55,40","16,81","97,92","7,77","669,00","86,97","0,00","234,49","11,98","1,45","0,11","78,43","95,70","21,49","39,33","4,49","-4,49","0,72","10,00","18,62","16,31","35,80","17,24",2,2,1,1,2
130,48910,Iurreta,100.0,"15,97","0,00","238,98","44,20","2,62","7,24","13,12","3,00","98,90","21,56","-0,52","178,78","6,02","7,59","204,56","100,00","89,62","24,14","2,66","10,37","209,01","44,92","0,00","3,33","47,06","66,60","43,73","60,40","21,34","13,42","23,01","6,85","56,71","5,24","12,76","-142,12","2,64","-142,12","0,81","0,00","0,00","0,00","17,59","50,98","15,74","89,80","8,35","3.856,00","80,79","1,32","238,98","-7,07","4,12","1,21","57,00","85,20","9,09","13,12","8,38","-0,52","0,49","10,99","-6,99","13,22","17,93","4,58",2,1,2,2,1
131,48050,Izurtza,100.0,"0,00","0,00","355,56","49,20","0,00","22,37","0,00","3,00","98,90","0,00","10,83","188,43","0,00","7,22","63,99","100,00","98,57","19,91","0,00","35,84","200,57","63,83","0,00","0,00","77,34","63,20","75,81","56,74","16,85","10,20","36,73","16,33","36,73","7,22","7,89","509,84","0,00","509,84","0,99","0,00","0,00","0,00","29,09","67,27","22,55","100,00","18,28","279,00","78,33","0,00","355,56","-32,49","4,43","1,16","69,53","120,30","19,08","92,59","18,05","10,83","2,18","11,79","6,08","13,91","48,72","68,97",1,1,2,2,1
132,48022,Karrantza Harana/Valle de Carranza,83.33,"6,46","0,00","96,91","61,80","0,00","2,57","0,00","2,00","100,00","0,00","-7,18","456,62","8,26","4,31","20,11","83,33","99,86","71,73","3,64","0,00","350,88","34,92","79,31","5,77","27,84","65,30","31,96","62,38","26,05","7,65","3,95","52,59","35,80","10,41","9,12","73,62","10,74","73,62","0,90","65,86","0,00","80,56","16,10","46,78","12,12","93,69","2,81","2.775,00","50,93","0,36","96,91","-5,03","0,27","0,15","38,69","110,70","16,81","14,36","3,95","-7,18","11,60","34,88","-4,61","23,00","45,87","7,87",1,1,2,2,1
133,48907,Kortezubi,50.0,"13,25","0,00","95,47","64,10","0,00","7,33","0,00","3,00","100,00","0,00","-4,42","115,03","4,42","2,21","37,65","50,00","99,38","76,42","0,00","0,00","221,56","39,94","0,00","0,00","70,30","66,60","39,74","69,20","21,12","2,08","4,17","52,08","41,67","11,04","16,18","125,59","0,00","125,59","0,73","23,26","0,00","0,00","19,28","64,52","25,71","96,67","3,60","445,00","86,26","0,00","95,47","2,21","0,27","1,42","65,83","133,90","12,82","11,93","4,42","-4,42","11,26","16,28","19,95","18,18","37,91","17,86",1,1,2,2,1
134,1019,Kripan,87.5,"0,00","0,00","641,03","40,40","0,00","31,71","0,00","3,00","100,00","0,00","-20,73","175,02","0,00","0,00","15,84","87,50","98,68","100,00","0,00","0,00","333,11","37,13","0,00","0,00","10,68","64,20","15,54","78,38","22,22","3,12","6,25","75,00","15,62","0,00","16,67","105,28","53,19","105,28","0,74","0,00","0,00","0,00","18,86","48,00","12,57","81,82","1,52","198,00","68,06","0,00","641,03","-10,36","1,19","60,08","22,96","109,70","13,51","102,56","5,18","-20,73","13,16","39,94","3,66","28,23","12,07","28,57",1,2,2,2,2
135,1020,Kuartango,100.0,"78,43","0,00","523,94","53,00","28,17","15,12","0,00","3,00","100,00","0,00","8,40","308,19","0,00","2,80","4,24","100,00","100,00","100,00","0,00","0,00","499,71","19,66","0,00","0,00","76,79","64,50","25,21","50,00","23,81","0,00","0,00","56,41","43,59","11,20","8,12","397,90","0,00","397,90","1,18","22,79","0,00","0,00","21,43","56,21","17,08","100,00","3,08","357,00","85,21","0,00","523,94","-5,60","0,79","17,88","54,03","147,30","1,42","28,17","11,20","8,40","7,88","22,97","-2,72","16,20","33,68","107,14",1,2,2,2,2
136,1028,Labastida/Bastida,50.0,"19,55","0,00","501,70","45,90","0,00","7,37","0,00","2,00","98,36","0,00","4,72","315,74","9,44","3,37","38,55","50,00","83,98","48,99","6,80","6,78","400,56","11,49","0,00","6,00","57,56","63,90","26,30","63,64","17,62","11,05","13,68","31,58","43,68","16,18","17,01","1.595,11","6,72","1.595,11","0,79","75,51","0,00","0,00","17,28","53,13","14,42","96,36","9,55","1.476,00","58,27","0,00","501,70","23,60","2,59","38,51","25,73","105,10","19,98","110,13","10,79","4,72","2,44","28,75","13,36","12,07","16,30","12,88",2,2,2,2,2
137,1030,Lagrán,53.33,"12,05","0,00","1.252,81","41,40","0,00","0,00","0,00","2,00","98,36","0,00","-24,10","649,59","0,00","0,00","3,75","53,33","99,22","100,00","0,00","0,00","312,34","17,24","0,00","0,00","84,23","67,50","42,17","84,78","38,82","3,70","0,00","48,15","48,15","24,10","5,29","133,43","0,00","133,43","0,98","0,00","0,00","0,00","18,24","44,71","12,94","100,00","4,12","170,00","69,86","0,00","1.252,81","6,02","0,66","16,10","70,11","100,20","1,18","16,85","0,00","-24,10","21,44","30,23","-10,99","6,70","17,84","333,33",1,2,2,2,2
138,1032,Lanciego/Lantziego,100.0,"8,78","0,00","362,07","37,30","0,00","6,22","0,00","3,00","100,00","0,00","-1,46","324,02","8,78","2,93","28,15","100,00","99,64","82,14","14,73","0,00","689,23","8,31","0,00","8,70","33,72","63,60","45,39","78,39","25,69","7,48","27,21","42,86","22,45","8,78","13,43","549,72","14,68","549,72","0,77","27,86","0,00","0,00","12,18","45,89","12,18","91,49","11,39","685,00","50,62","0,00","362,07","2,93","1,85","61,32","6,03","103,00","11,72","43,10","8,78","-1,46","9,63","43,16","5,71","23,94","15,20","12,50",2,2,2,2,2
139,48051,Lanestosa,75.0,"3,73","0,00","720,59","50,80","0,00","9,63","0,00","1,00","100,00","0,00","-14,93","474,82","3,73","3,73","236,84","75,00","99,30","65,62","0,00","0,00","245,01","30,39","100,00","0,00","27,84","62,90","11,19","65,64","27,41","8,33","5,56","36,11","50,00","18,66","8,89","135,85","37,59","135,85","0,76","0,00","94,70","0,00","13,96","42,26","12,83","100,00","5,19","270,00","60,22","0,00","720,59","-26,12","14,65","0,00","36,67","110,20","1,34","7,35","0,00","-14,93","0,00","43,73","-5,59","13,78","35,05","45,45",1,1,2,2,1
140,1902,Lantarón,100.0,"34,26","0,00","12,54","70,20","0,00","5,26","0,00","2,00","98,36","0,00","-3,21","266,53","1,07","3,21","13,84","100,00","100,00","19,22","0,00","10,67","293,27","10,65","0,00","0,00","53,72","63,90","35,33","59,35","22,31","6,86","23,53","33,33","36,27","8,57","11,95","1.511,61","0,00","1.511,61","1,00","66,74","0,00","0,00","23,63","52,97","12,79","90,38","7,36","937,00","69,81","0,00","12,54","23,55","3,08","59,32","30,34","106,10","2,46","51,20","5,35","-3,21","6,60","28,33","0,86","26,56","52,66","103,45",2,2,2,2,2
141,1033,Lapuebla de Labarca,0.0,"2,37","0,00","420,32","61,90","0,00","0,00","0,00","3,00","100,00","0,00","-2,37","304,33","7,10","1,18","138,23","0,00","98,44","59,46","11,63","0,00","522,21","7,98","0,00","8,00","48,35","63,10","46,15","60,78","20,53","4,73","27,22","46,75","21,30","9,47","13,53","88,14","23,23","88,14","0,86","14,99","0,00","0,00","11,84","47,24","15,39","72,22","6,88","828,00","46,99","0,00","420,32","37,87","7,41","59,33","5,67","109,80","1,13","5,77","4,73","-2,37","13,09","40,90","-4,28","22,22","41,65","9,26",1,2,2,2,2
142,48052,Larrabetzu,75.0,"8,91","0,00","287,95","41,60","0,00","5,12","0,00","3,00","99,45","0,00","2,48","177,60","5,45","0,50","93,64","75,00","97,69","33,42","4,89","0,00","277,45","40,82","0,00","5,68","41,29","72,90","35,15","62,45","17,56","14,91","8,07","11,80","65,22","5,94","18,11","42,83","9,89","42,83","0,73","58,00","0,00","0,00","14,93","67,93","32,52","100,00","3,62","2.016,00","84,40","0,00","287,95","0,99","1,32","0,00","62,00","109,90","16,67","14,08","11,88","2,48","1,34","4,03","25,45","17,12","28,09","15,87",1,1,2,2,1
143,20048,Larraul,100.0,"0,00","0,00","335,97","37,10","0,00","17,47","0,00","3,00","99,18","0,00","0,00","200,83","0,00","0,00","46,33","100,00","100,00","100,00","0,00","0,00","270,85","49,98","0,00","11,11","45,12","70,40","7,69","71,52","11,20","19,44","2,78","33,33","44,44","3,85","25,10","67,38","0,00","67,38","0,73","0,00","0,00","0,00","17,92","58,49","20,28","100,00","4,25","259,00","86,44","0,00","335,97","3,85","0,63","0,34","55,42","172,30","26,32","39,53","7,69","0,00","5,37","11,93","53,25","18,10","24,53","15,62",2,2,1,1,2
144,20902,Lasarte-Oria,100.0,"8,92","29,81","236,90","35,30","0,00","1,97","2,07","3,00","100,00","12,26","1,27","157,55","9,80","6,54","3.096,91","100,00","67,67","44,90","3,87","0,55","319,03","87,18","93,65","3,73","27,50","75,00","21,22","63,60","21,44","18,17","5,12","1,52","75,18","5,65","13,97","65,62","5,53","65,62","0,59","9,84","0,00","17,00","19,04","54,89","17,40","88,07","6,52","18.024,00","77,43","1,22","236,90","2,44","15,48","1,69","26,10","79,50","29,83","16,86","8,59","1,27","1,01","11,03","2,25","9,14","11,36","10,46",2,2,1,1,2
145,1036,Laudio/Llodio,45.16,"7,63","0,00","170,90","37,20","3,26","1,17","3,26","3,00","100,00","26,90","-0,16","156,22","10,50","7,53","494,66","45,16","77,04","28,03","3,83","1,08","422,59","24,96","92,50","3,99","50,19","72,60","27,94","62,60","22,51","11,19","7,85","4,15","76,81","4,93","12,41","51,19","7,05","51,19","0,59","3,41","0,86","15,76","19,19","56,75","18,51","67,26","4,96","18.510,00","55,56","1,19","170,90","-1,14","5,78","3,30","70,13","86,50","14,93","13,03","8,66","-0,16","4,26","13,05","-1,91","12,38","13,96","8,70",2,2,2,2,2
146,48053,Laukiz,60.0,"5,27","0,00","65,83","34,20","0,00","3,75","0,00","3,00","100,00","0,00","4,39","181,67","3,51","1,76","141,73","60,00","100,00","75,29","8,73","0,00","197,18","41,12","0,00","4,35","66,88","70,80","37,75","68,33","18,29","15,05","2,15","18,28","64,52","9,66","16,55","15,01","0,00","15,01","0,94","10,54","0,00","0,00","13,53","77,06","37,62","99,02","4,97","1.148,00","85,59","0,00","65,83","-13,17","6,44","2,96","38,64","177,40","4,43","22,54","12,29","4,39","6,48","9,32","15,49","10,00","12,90","5,32",2,1,2,2,1
147,20049,Lazkao,66.67,"2,74","66,87","217,28","37,40","1,87","2,13","3,55","3,00","99,18","0,00","-1,64","148,83","10,04","5,11","472,52","66,67","90,72","47,57","3,67","1,82","213,55","26,45","71,30","6,57","32,60","71,00","24,11","64,35","17,79","15,51","14,97","6,15","63,37","5,48","16,90","23,08","7,32","23,08","0,66","8,69","0,00","114,29","21,21","56,81","17,64","94,78","7,27","5.486,00","76,76","0,73","217,28","1,83","6,95","0,26","65,26","88,10","6,34","10,28","9,68","-1,64","2,27","10,04","8,33","12,06","16,22","5,77",2,2,1,1,2
148,20050,Leaburu,66.67,"10,87","0,00","12,66","51,70","0,00","8,72","0,00","2,00","99,18","0,00","-2,72","176,02","0,00","0,00","108,06","66,67","98,44","43,79","0,00","0,00","427,21","86,02","0,00","0,00","52,75","60,60","43,48","77,45","23,48","20,93","11,63","18,60","48,84","5,43","17,68","72,95","0,00","72,95","0,96","20,89","0,00","0,00","15,92","44,27","12,42","93,10","8,84","362,00","81,58","0,00","12,66","-5,43","1,40","0,00","56,18","102,10","20,34","30,38","8,15","-2,72","2,15","3,85","-3,47","19,35","47,57","28,99",1,2,1,1,2
149,20051,Legazpi,92.0,"1,39","36,72","206,70","41,10","1,15","3,96","5,74","3,00","99,20","15,05","-4,06","156,19","11,02","6,73","205,23","92,00","71,51","28,96","4,69","2,32","338,35","67,33","89,38","3,91","40,20","76,50","20,29","68,51","22,73","15,23","12,84","4,77","67,16","4,52","13,63","61,40","6,97","61,40","0,64","6,10","0,93","53,54","17,16","55,03","18,19","83,60","4,12","8.638,00","57,58","1,05","206,70","0,46","2,82","0,19","80,24","85,10","10,40","13,99","7,42","-4,06","9,88","3,31","-1,05","13,62","26,36","12,48",2,2,1,1,2
150,20052,Legorreta,22.22,"22,30","0,00","265,37","40,70","0,00","5,24","20,05","3,00","99,18","0,00","-6,08","226,46","6,76","2,03","173,78","22,22","92,73","35,71","6,94","13,41","316,33","58,79","100,00","5,36","26,20","61,60","41,89","63,49","20,39","15,89","9,35","15,89","58,88","9,46","14,55","5,05","6,81","5,05","0,67","13,11","6,74","0,00","20,13","55,43","18,31","97,52","8,52","1.491,00","80,31","0,00","265,37","22,30","2,97","0,35","73,26","93,30","3,56","6,68","8,11","-6,08","0,58","7,75","8,75","16,81","23,84","8,93",2,2,1,1,2
151,1058,Legutio,75.0,"31,29","0,00","222,63","39,50","0,00","3,58","0,00","3,00","100,00","9,43","7,53","469,41","4,63","3,48","38,06","75,00","100,00","23,67","5,83","0,00","351,58","9,30","0,00","5,56","44,45","73,60","49,83","46,48","14,18","8,05","38,39","5,57","47,99","9,27","14,81","119,94","11,74","119,94","0,96","35,34","0,00","0,00","18,71","60,90","22,45","97,56","9,26","1.749,00","73,21","0,00","222,63","3,48","6,74","4,05","46,64","109,60","0,42","7,91","13,33","7,53","0,87","13,34","21,29","15,76","19,64","21,01",2,2,2,2,2
152,20068,Leintz-Gatzaga,20.0,"43,82","0,00","267,18","41,40","0,00","0,00","133,59","3,00","98,90","0,00","0,00","78,95","3,98","0,00","17,48","20,00","98,36","100,00","0,00","0,00","238,56","48,90","0,00","0,00","20,56","59,50","19,92","60,25","18,60","0,00","8,70","30,43","60,87","19,92","15,12","159,52","0,00","159,52","0,78","250,00","0,00","0,00","26,75","64,61","18,11","100,00","6,98","258,00","83,20","0,00","267,18","-19,92","0,16","0,00","82,72","102,50","21,74","19,08","7,97","0,00","6,21","9,84","4,45","20,14","19,44","54,05",2,2,1,1,2
153,48054,Leioa,42.5,"6,88","79,96","109,44","31,40","0,66","1,77","0,73","3,00","99,45","73,05","2,19","176,08","11,77","9,16","3.686,76","42,50","62,73","30,28","2,93","1,31","366,69","42,13","86,60","5,58","42,59","76,30","26,68","53,74","15,23","12,69","5,19","0,50","81,61","5,25","15,32","86,42","5,21","86,42","0,62","7,62","0,46","69,18","15,88","69,67","30,23","70,50","5,41","30.637,00","79,06","1,47","109,44","-1,96","32,82","6,00","6,24","85,10","13,52","11,96","9,75","2,19","3,04","6,11","6,04","8,75","7,46","8,96",2,1,2,2,1
154,48057,Lekeitio,100.0,"4,90","38,52","160,93","45,60","6,72","2,54","0,81","3,00","100,00","0,00","-2,32","178,46","16,62","9,54","4.051,65","100,00","79,33","68,73","4,15","0,00","266,95","66,42","70,00","6,84","42,00","64,90","22,07","69,60","23,26","14,17","4,38","3,33","78,12","9,67","14,06","8,23","6,84","8,23","0,51","29,42","0,13","52,17","16,72","60,23","24,96","86,52","5,30","7.374,00","66,37","1,10","160,93","1,77","40,38","0,53","10,53","82,00","4,03","3,23","8,31","-2,32","17,88","29,03","0,27","11,02","20,81","5,04",2,1,2,2,1
155,48055,Lemoa,14.29,"8,30","0,00","322,69","39,10","3,10","2,80","3,41","3,00","98,90","42,27","3,72","177,87","7,44","4,01","225,21","14,29","88,44","32,21","2,85","2,88","283,08","62,53","0,00","3,60","50,16","72,10","66,40","54,72","17,24","14,68","14,98","6,42","63,91","4,58","14,96","303,17","11,39","303,17","0,75","0,00","0,00","0,00","22,37","59,22","18,60","96,43","8,23","3.475,00","81,59","0,00","322,69","2,86","5,11","0,25","63,10","88,00","9,59","23,25","13,17","3,72","0,19","2,71","25,59","17,18","33,97","9,05",2,1,2,2,1
156,48056,Lemoiz,25.0,"8,62","0,00","248,29","31,00","0,00","2,80","0,00","3,00","100,00","0,00","-2,59","172,48","2,59","0,00","61,23","25,00","96,33","84,83","8,23","0,00","214,26","40,13","0,00","2,38","21,63","68,50","59,48","57,92","17,85","9,30","0,00","26,74","63,95","8,62","15,66","-18,98","0,00","-18,98","0,70","18,23","0,00","0,00","17,01","72,50","31,88","98,84","2,02","1.137,00","86,30","0,00","248,29","1,72","4,68","1,38","79,64","95,10","1,52","11,73","12,07","-2,59","12,24","19,32","28,04","10,39","12,28","12,90",2,1,2,2,1
157,1034,Leza,60.0,"33,33","0,00","754,24","64,80","0,00","0,00","0,00","3,00","100,00","0,00","14,29","330,09","0,00","0,00","25,27","60,00","100,00","100,00","0,00","0,00","303,43","10,21","0,00","0,00","78,85","68,50","33,33","67,72","24,41","3,12","31,25","34,38","31,25","23,81","13,62","132,13","48,31","132,13","0,87","46,95","0,00","0,00","18,37","52,04","15,82","83,33","12,21","213,00","67,35","0,00","754,24","-52,38","1,60","55,35","18,89","98,90","9,03","59,32","19,05","14,29","13,31","32,19","1,43","36,97","36,17","37,04",1,2,2,2,2
158,48081,Lezama,100.0,"11,07","0,00","161,14","37,80","0,00","3,34","0,00","3,00","99,45","32,32","1,64","175,80","4,51","1,64","149,54","100,00","93,80","34,84","4,16","0,00","222,37","29,46","0,00","4,11","35,87","71,40","29,92","58,86","16,79","13,78","10,20","14,80","61,22","6,56","15,93","63,64","4,11","63,64","0,78","18,67","0,00","0,00","16,57","66,45","29,10","100,00","4,29","2.448,00","83,14","0,00","161,14","-1,23","2,06","1,21","56,61","115,60","3,53","6,40","8,20","1,64","2,48","10,81","12,19","17,24","21,41","7,63",2,1,2,2,1
159,20053,Lezo,88.24,"20,73","0,00","187,88","36,80","1,67","4,33","3,34","3,00","100,00","0,00","0,00","182,07","5,97","4,15","714,76","88,24","86,80","40,21","3,34","3,30","312,72","60,14","25,00","5,42","48,60","66,90","33,83","52,11","14,59","21,61","18,59","3,69","56,11","6,63","14,90","21,82","8,32","21,82","0,72","8,13","0,00","9,31","21,71","59,34","15,19","96,82","3,24","6.054,00","81,24","1,00","187,88","-1,33","12,10","0,12","40,24","76,60","8,95","11,36","7,46","0,00","0,72","12,09","0,68","9,70","14,65","8,81",2,2,1,1,2
160,20054,Lizartza,20.0,"10,95","0,00","251,13","44,80","0,00","12,64","0,00","3,00","99,18","0,00","-3,13","246,24","3,13","0,00","52,51","20,00","98,67","37,24","0,00","0,00","247,82","40,21","0,00","8,70","52,75","59,00","15,65","61,27","18,52","10,34","25,86","22,41","41,38","6,26","15,70","0,00","15,62","0,00","0,81","63,66","0,00","0,00","15,33","43,50","14,00","100,00","10,68","637,00","78,04","0,00","251,13","-4,69","1,30","0,08","72,56","99,60","3,31","7,56","9,39","-3,13","4,40","5,96","6,70","26,33","18,16","10,20",2,2,1,1,2
161,48903,Loiu,75.0,"6,98","0,00","180,88","37,00","0,00","4,86","0,00","3,00","99,45","0,00","-5,34","177,85","9,44","10,67","165,49","75,00","95,84","19,61","4,18","8,05","531,76","38,62","61,93","7,69","46,64","77,50","98,11","71,43","21,01","10,84","15,04","2,88","71,24","8,62","14,29","235,37","0,00","235,37","0,97","19,67","0,00","330,21","15,46","69,50","31,46","97,30","7,77","2.484,00","86,07","0,00","180,88","-2,46","9,93","2,68","31,31","121,10","7,62","46,81","7,80","-5,34","2,18","5,34","16,67","11,90","31,54","6,04",2,1,2,2,1
162,48058,Mallabia,33.33,"32,18","0,00","297,80","45,40","0,00","10,22","0,00","3,00","98,90","0,00","3,30","327,50","3,30","3,30","52,47","33,33","100,00","27,01","8,23","8,25","353,78","87,52","0,00","6,82","50,70","67,70","67,66","58,43","18,89","5,29","39,21","13,22","42,29","11,55","13,28","73,51","0,00","73,51","1,05","42,93","0,00","0,00","19,83","54,09","18,18","100,00","3,14","1.212,00","73,84","0,00","297,80","-2,48","1,90","0,13","66,37","160,70","12,93","44,84","12,38","3,30","3,20","12,11","8,31","13,60","24,81","6,76",2,1,2,2,1
163,48060,Markina-Xemein,84.62,"8,63","0,00","73,74","38,10","2,02","6,63","6,06","3,00","100,00","0,00","0,80","174,79","12,44","9,43","110,15","84,62","89,04","47,98","4,02","8,03","290,29","69,98","94,92","4,40","40,00","70,80","22,88","59,63","19,43","12,31","12,31","11,03","64,36","6,22","14,41","45,81","10,04","45,81","0,69","12,68","3,82","41,32","20,20","56,55","19,02","72,52","12,32","4.982,00","67,31","0,60","73,74","6,02","1,09","0,08","82,96","93,90","20,89","16,16","11,24","0,80","9,69","22,25","5,71","16,51","18,84","6,26",2,1,2,2,1
164,48061,Maruri-Jatabe,40.0,"8,45","0,00","138,39","58,90","22,32","3,87","22,32","3,00","100,00","0,00","8,45","176,25","1,06","0,00","59,40","40,00","100,00","72,88","0,00","0,00","276,22","58,53","0,00","0,00","54,47","65,30","32,73","58,00","18,35","5,56","7,41","16,67","70,37","10,56","15,19","-1.400,87","0,00","-1.400,87","0,78","13,10","0,00","0,00","16,61","73,00","38,83","100,00","2,32","948,00","89,24","0,00","138,39","1,06","1,38","1,08","71,39","112,10","15,66","29,02","13,73","8,45","7,03","15,28","29,51","22,68","37,69","22,90",2,1,2,2,1
165,48059,Mañaria,66.67,"11,72","0,00","283,24","40,00","0,00","16,49","0,00","3,00","98,90","0,00","-3,91","178,56","1,95","0,00","29,43","66,67","97,03","37,57","0,00","0,00","263,67","16,00","0,00","4,55","27,39","63,00","44,92","54,79","18,96","8,33","22,92","16,67","52,08","7,81","13,54","109,62","0,00","109,62","0,89","0,00","0,00","0,00","20,48","53,59","18,52","93,33","8,70","517,00","79,72","0,00","283,24","-33,20","0,69","0,06","68,64","115,20","10,10","19,27","13,67","-3,91","3,68","13,30","14,13","16,48","17,24","16,95",1,1,2,2,1
166,20901,Mendaro,77.78,"21,11","0,00","275,55","36,90","0,00","4,04","0,00","3,00","100,00","0,00","11,06","156,51","8,04","3,02","78,36","77,78","93,37","19,81","4,94","0,00","284,76","37,13","0,00","4,04","34,90","71,20","22,61","66,75","16,46","11,36","23,30","11,93","53,41","6,03","20,49","69,47","5,01","69,47","0,53","11,40","0,00","0,00","21,57","59,71","18,60","100,00","6,16","1.981,00","75,23","0,00","275,55","3,52","0,85","0,04","84,47","99,40","29,78","27,92","15,08","11,06","0,73","0,42","30,76","18,37","18,42","12,20",2,2,1,1,2
167,48062,Mendata,100.0,"2,67","0,00","130,77","61,00","0,00","0,00","0,00","3,00","100,00","0,00","0,00","119,56","0,00","0,00","16,20","100,00","100,00","100,00","0,00","0,00","318,73","42,04","0,00","0,00","53,52","62,80","45,45","68,81","21,74","16,67","0,00","43,33","40,00","5,35","16,58","-142,97","0,00","-142,97","0,83","21,00","0,00","0,00","22,82","62,76","24,32","96,30","1,36","368,00","87,13","0,00","130,77","0,00","0,39","0,22","87,54","133,20","5,95","12,82","8,02","0,00","11,95","16,98","7,60","20,00","44,65","17,24",1,1,2,2,1
168,48063,Mendexa,100.0,"11,16","0,00","334,11","47,20","23,20","0,00","69,61","3,00","100,00","0,00","2,23","176,82","2,23","0,00","63,58","100,00","98,48","84,15","0,00","0,00","247,97","63,56","0,00","0,00","26,97","64,00","37,95","57,14","19,55","5,13","7,69","23,08","64,10","26,79","13,18","91,05","0,00","91,05","0,82","2.136,99","0,00","0,00","20,68","66,18","23,84","100,00","4,09","440,00","90,16","0,00","334,11","13,39","1,55","0,42","60,56","113,90","16,56","58,00","8,93","2,23","16,77","29,67","26,44","11,02","19,05","16,39",1,1,2,2,1
169,48064,Meñaka,25.0,"5,37","0,00","79,77","37,90","0,00","12,02","0,00","3,00","100,00","0,00","-2,68","200,61","1,34","1,34","59,74","25,00","99,44","64,22","0,00","0,00","271,28","56,11","100,00","11,54","54,47","65,20","16,11","59,87","19,46","16,67","2,78","16,67","63,89","10,74","14,77","12,63","0,00","12,63","0,83","37,19","0,00","483,87","20,74","64,24","28,02","95,16","2,15","745,00","84,94","0,00","79,77","1,34","0,49","0,16","68,28","135,40","86,96","56,98","5,37","-2,68","8,13","16,37","39,25","14,06","23,68","32,26",1,1,2,2,1
