,Código municipio,Municipio,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67,2015_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
170,1039,Moreda de Álava / Moreda Araba,87.5,"0,00","0,00","461,85","58,70","0,00","32,05","0,00","3,00","100,00","0,00","-21,10","363,94","4,22","0,00","27,23","87,50","100,00","86,84","0,00","0,00","489,19","7,73","0,00","0,00","50,31","63,70","42,19","73,72","29,83","2,94","8,82","55,88","32,35","4,22","7,14","-1.031,47","42,37","-1.031,47","0,95","0,00","0,00","0,00","16,54","56,39","18,80","96,15","2,94","238,00","68,37","0,00","461,85","12,66","2,08","66,78","5,86","105,60","4,88","32,13","0,00","-21,10","2,65","46,33","-15,00","37,88","35,96","52,63",1,2,2,2,2
171,48066,Morga,0.0,"7,11","0,00","219,57","59,70","23,87","18,89","0,00","3,00","100,00","0,00","-7,11","182,34","2,37","2,37","29,55","0,00","100,00","100,00","0,00","0,00","199,21","55,36","0,00","0,00","54,47","60,70","23,70","55,27","22,48","6,25","3,12","37,50","53,12","9,48","11,24","258,88","0,00","258,88","0,89","41,36","0,00","0,00","17,75","60,50","21,25","100,00","3,98","427,00","89,02","0,00","219,57","0,00","0,71","0,72","65,33","156,00","6,14","16,71","4,74","-7,11","7,47","10,18","1,18","17,62","42,91","27,03",1,1,2,2,1
172,48068,Mundaka,33.33,"2,62","0,00","171,31","51,00","0,00","6,67","0,00","1,00","100,00","0,00","-9,42","121,54","7,33","2,62","489,59","33,33","86,30","39,74","5,29","5,18","323,15","51,26","64,29","5,56","34,61","66,50","44,48","63,61","23,33","15,54","4,73","5,41","74,32","12,04","11,87","11,08","10,57","11,08","0,56","312,53","0,00","155,21","12,91","69,65","32,36","100,00","5,24","1.929,00","77,69","0,00","171,31","-5,76","8,78","0,00","48,81","89,80","9,46","15,48","6,28","-9,42","16,95","22,04","5,01","16,04","23,91","13,64",1,1,2,2,1
173,48069,Mungia,70.59,"14,38","12,34","81,08","31,60","4,84","1,75","4,24","3,00","100,00","1,56","2,93","174,86","11,62","8,39","383,12","70,59","87,24","36,61","3,50","1,17","285,03","47,82","87,43","5,77","43,73","74,70","32,75","58,08","14,51","11,54","10,01","4,59","73,87","5,46","17,47","37,90","6,45","37,90","0,64","10,87","1,77","61,10","15,79","66,92","29,18","88,46","7,65","17.022,00","65,20","1,41","81,08","2,17","11,52","0,83","44,76","105,60","1,37","4,24","10,09","2,93","5,18","13,41","19,16","13,36","11,89","9,05",2,1,2,2,1
174,48007,Munitibar-Arbatzegi Gerrikaitz-,100.0,"4,31","0,00","349,40","48,40","48,19","9,11","96,39","3,00","100,00","0,00","-4,31","172,67","0,00","0,00","18,86","100,00","98,58","75,41","0,00","0,00","345,52","101,30","37,37","6,25","42,00","65,90","15,09","61,27","22,05","7,14","0,00","21,43","71,43","12,93","11,79","50,75","0,00","50,75","0,81","51,52","63,93","780,22","20,85","58,77","18,72","100,00","1,97","458,00","81,82","0,00","349,40","6,47","0,32","0,25","80,58","125,90","49,18","72,29","15,09","-4,31","15,00","20,37","19,90","17,82","38,37","40,00",1,1,2,2,1
175,48908,Murueta,33.33,"19,29","0,00","139,61","34,30","0,00","0,00","77,92","1,00","100,00","0,00","-12,86","115,09","3,22","3,22","58,35","33,33","98,89","38,82","0,00","0,00","171,41","44,74","0,00","0,00","45,02","70,70","25,72","49,52","13,50","18,75","6,25","6,25","68,75","9,65","14,79","360,82","0,00","360,82","0,75","129,87","0,00","0,00","18,28","73,13","31,34","100,00","3,54","311,00","91,16","0,00","139,61","-3,22","3,38","0,16","38,85","170,90","9,26","64,94","6,43","-12,86","12,76","17,78","17,80","19,74","17,42","20,83",1,1,2,2,1
176,48071,Muskiz,100.0,"19,96","44,07","75,02","38,70","2,73","2,76","10,91","3,00","99,45","111,08","0,00","174,61","8,14","4,33","364,59","100,00","91,10","29,41","3,95","0,00","372,50","103,23","89,69","4,28","47,61","68,80","91,65","54,85","17,32","16,17","5,74","6,17","71,91","7,75","14,76","396,70","5,25","396,70","0,65","15,25","0,00","172,73","24,70","62,55","17,06","66,67","3,45","7.620,00","70,57","1,18","75,02","-1,84","11,67","1,09","39,32","84,60","9,62","30,01","9,06","0,00","0,41","9,80","15,93","10,40","22,39","20,75",2,1,2,2,1
177,20057,Mutiloa,100.0,"11,67","0,00","302,42","41,30","80,65","0,00","241,94","3,00","99,18","0,00","7,78","143,44","0,00","0,00","29,23","100,00","100,00","100,00","0,00","0,00","529,90","138,03","0,00","8,33","61,30","67,30","35,02","78,72","19,05","10,00","0,00","50,00","40,00","11,67","21,43","295,41","0,00","295,41","0,88","146,34","0,00","0,00","20,59","55,39","16,18","100,00","1,59","252,00","85,26","0,00","302,42","3,89","0,38","0,80","69,32","125,50","47,62","80,65","7,78","7,78","3,82","8,73","58,49","16,15","30,67","40,00",2,2,1,1,2
178,20056,Mutriku,84.62,"6,27","0,00","171,28","33,90","9,96","3,04","0,00","3,00","100,00","0,00","-0,38","154,25","9,89","6,47","189,38","84,62","89,42","55,63","3,76","1,91","258,97","27,23","100,00","4,57","36,10","66,20","24,53","60,18","18,66","11,95","11,01","15,72","61,32","7,04","15,18","47,18","7,56","47,18","0,61","110,16","0,00","50,79","18,67","54,63","17,94","94,53","6,16","5.225,00","72,08","1,13","171,28","3,04","1,56","0,46","67,55","87,70","5,19","3,98","7,23","-0,38","2,89","7,56","9,56","11,31","9,51","4,24",2,2,1,1,2
179,48067,Muxika,100.0,"22,07","0,00","191,00","45,00","0,00","6,44","0,00","3,00","100,00","0,00","-0,69","121,52","2,76","3,45","29,42","100,00","100,00","44,38","6,90","6,86","270,75","42,12","60,00","6,38","65,29","64,00","38,62","66,90","22,58","10,32","11,90","25,40","52,38","7,59","14,41","88,99","0,00","88,99","0,82","38,59","0,00","119,76","15,66","60,08","23,41","97,37","3,09","1.457,00","82,08","0,00","191,00","-5,52","0,55","0,32","75,60","127,00","0,57","0,68","8,97","-0,69","7,04","11,96","11,90","11,28","30,48","16,04",2,1,2,2,1
180,48909,Nabarniz,50.0,"4,24","0,00","170,94","63,60","42,74","4,99","0,00","1,00","100,00","0,00","-12,71","155,43","0,00","0,00","19,74","50,00","100,00","58,14","0,00","0,00","208,62","55,92","0,00","0,00","41,51","67,00","8,47","57,82","19,83","17,65","5,88","17,65","58,82","16,95","13,36","-9,23","0,00","-9,23","0,72","0,00","0,00","0,00","16,51","64,15","25,47","100,00","2,16","232,00","84,82","0,00","170,94","16,95","0,53","0,49","70,66","179,60","2,70","8,55","8,47","-12,71","17,83","22,59","2,65","30,50","43,62","100,00",1,1,2,2,1
181,1041,Navaridas,50.0,"13,70","0,00","568,72","60,60","0,00","0,00","94,79","3,00","100,00","0,00","-9,13","360,26","4,57","0,00","24,89","50,00","100,00","79,17","0,00","0,00","487,77","4,30","0,00","0,00","57,08","62,40","59,36","63,97","21,08","3,92","31,37","45,10","19,61","22,83","12,56","341,16","46,73","341,16","0,91","93,90","0,00","0,00","13,51","45,05","14,41","94,74","17,94","223,00","47,62","0,00","568,72","-36,53","1,31","76,18","4,38","116,10","1,39","4,74","0,00","-9,13","15,84","34,72","7,73","15,49","33,56","66,67",1,2,2,2,2
182,20063,Oiartzun,100.0,"27,85","0,00","238,06","35,70","2,01","2,82","7,04","3,00","100,00","0,00","-1,50","240,67","13,52","11,52","168,01","100,00","86,94","35,53","3,94","8,00","339,64","66,93","95,71","7,32","48,60","72,50","56,10","61,91","17,12","16,15","11,22","6,22","66,41","6,91","16,45","2,30","8,02","2,30","0,94","64,76","0,40","40,12","18,10","61,99","21,44","97,51","2,83","9.995,00","67,55","1,60","238,06","1,10","3,95","0,38","55,83","101,90","8,76","19,10","7,41","-1,50","1,93","12,52","6,25","11,96","13,69","9,86",2,2,1,1,2
183,1042,Okondo,16.67,"14,73","0,00","257,17","32,90","8,96","3,96","0,00","2,00","100,00","41,24","10,40","160,84","4,33","1,73","37,91","16,67","96,91","42,65","8,65","0,00","398,32","14,21","72,73","6,98","65,17","69,80","33,80","52,19","15,40","18,69","11,21","23,36","46,73","6,07","16,01","2,36","8,64","2,36","0,80","0,00","0,00","124,29","23,31","60,26","17,83","100,00","3,66","1.149,00","76,46","0,00","257,17","1,73","1,08","1,00","76,02","117,20","21,65","63,62","15,60","10,40","12,99","20,67","19,19","10,89","15,16","25,16",1,2,2,2,2
184,20058,Olaberria,100.0,"51,58","0,00","754,22","47,70","10,55","7,04","0,00","2,00","99,18","0,00","3,16","548,83","16,84","18,95","135,34","100,00","94,97","17,26","10,73","31,85","294,56","80,12","0,00","15,79","30,10","65,70","61,05","82,56","29,83","0,77","19,23","13,08","66,92","11,58","12,42","534,51","0,00","534,51","1,26","84,31","0,00","0,00","20,63","50,70","15,38","100,00","5,20","942,00","65,07","0,00","754,22","12,63","8,91","1,59","51,01","109,70","3,88","21,10","11,58","3,16","0,73","7,83","4,67","35,23","43,97","17,86",1,2,1,1,2
185,48073,Ondarroa,23.08,"3,71","78,47","87,85","46,10","4,52","3,05","0,00","3,00","100,00","0,00","-4,75","179,74","14,25","7,76","2.034,43","23,08","75,00","47,16","4,69","1,15","308,19","106,18","100,00","5,43","40,00","62,70","27,92","64,71","23,62","8,40","7,27","7,11","77,22","5,79","11,44","78,45","7,00","78,45","0,53","2,15","0,00","26,67","15,32","50,75","16,26","77,88","6,35","8.687,00","58,27","1,17","87,85","0,81","11,83","1,15","53,58","78,20","21,78","14,11","6,49","-4,75","5,44","28,42","-11,00","13,52","23,54","5,97",2,1,2,2,1
186,20076,Ordizia,52.94,"6,23","36,99","160,89","41,70","4,10","2,74","1,13","3,00","99,18","6,02","-0,72","150,70","14,72","9,20","1.737,90","52,94","77,49","43,65","4,06","0,00","372,26","72,98","98,61","4,76","51,70","69,80","44,05","66,53","19,41","24,83","4,02","1,25","69,90","4,80","15,96","138,88","9,18","138,88","0,56","0,00","0,00","38,77","19,17","61,37","20,42","67,45","13,15","9.767,00","71,88","1,33","160,89","0,20","11,96","0,70","53,86","84,60","10,06","6,66","8,79","-0,72","0,88","10,11","8,98","14,13","22,86","3,91",2,2,1,1,2
187,20905,Orendain,50.0,"0,00","0,00","403,14","32,80","104,71","27,83","0,00","3,00","99,18","0,00","-5,18","293,22","0,00","0,00","29,91","50,00","98,04","100,00","0,00","0,00","407,51","132,43","0,00","11,11","38,20","66,90","20,73","76,15","21,35","0,00","5,56","61,11","33,33","10,36","19,79","85,08","0,00","85,08","0,66","0,00","0,00","0,00","19,63","58,90","21,47","100,00","1,56","192,00","84,52","0,00","403,14","0,00","0,83","0,48","62,06","147,70","9,43","26,18","5,18","-5,18","5,55","9,75","19,25","32,67","18,58","30,30",1,2,1,1,2
188,20060,Orexa,100.0,"0,00","0,00","390,24","43,90","81,30","0,00","0,00","3,00","99,18","0,00","0,00","275,35","0,00","0,00","20,75","100,00","100,00","100,00","0,00","0,00","379,29","119,36","0,00","0,00","45,47","59,70","16,26","69,44","13,11","7,69","7,69","46,15","38,46","0,00","26,23","0,00","0,00","0,00","0,75","0,00","0,00","0,00","18,48","53,26","13,04","100,00","0,82","122,00","77,78","0,00","390,24","-8,13","0,60","0,00","78,79","131,20","66,67","211,38","0,00","0,00","9,68","11,24","46,99","22,81","19,64","0,00",1,2,1,1,2
189,20061,Orio,100.0,"7,49","0,00","215,08","30,20","1,94","2,44","7,19","3,00","100,00","12,47","1,25","153,29","11,41","5,17","571,84","100,00","79,09","68,41","3,45","0,00","234,08","43,46","16,67","4,48","41,10","72,60","21,57","60,72","16,09","18,16","6,37","6,37","69,10","8,02","17,87","316,08","8,78","316,08","0,57","163,19","0,00","14,10","19,37","60,17","19,10","96,28","6,86","5.524,00","75,05","1,23","215,08","0,36","4,60","1,84","31,12","93,00","19,52","15,93","8,91","1,25","0,19","16,67","19,96","19,77","10,74","9,48",2,2,1,1,2
190,20062,Ormaiztegi,33.33,"28,27","0,00","341,17","40,80","0,00","2,95","68,23","3,00","99,18","0,00","5,35","155,87","8,40","1,53","190,98","33,33","86,67","16,06","7,67","0,00","239,02","28,57","0,00","5,56","56,40","69,00","38,20","61,58","16,84","8,60","19,35","5,38","66,67","6,88","16,77","45,18","15,33","45,18","0,78","18,94","0,00","0,00","22,66","63,49","17,90","98,97","8,31","1.312,00","62,99","0,00","341,17","-4,58","5,04","0,72","70,29","103,40","5,09","12,89","7,64","5,35","2,70","4,34","9,88","15,93","21,79","9,57",1,2,1,1,2
191,48075,Orozko,90.0,"16,46","0,00","317,26","36,40","4,16","4,36","0,00","1,00","100,00","0,00","1,53","168,98","3,83","2,68","25,57","90,00","89,42","38,35","3,83","7,65","226,21","42,47","97,48","4,60","48,71","69,60","36,75","67,72","19,06","8,56","12,61","28,83","50,00","6,51","17,30","-3,36","15,33","-3,36","0,71","23,26","29,82","87,76","18,21","61,74","22,27","94,19","6,28","2.613,00","72,98","0,00","317,26","-3,83","0,72","0,64","71,24","109,80","8,78","19,96","9,95","1,53","4,76","14,35","18,56","27,28","22,03","14,56",1,1,2,2,1
192,48083,Ortuella,33.33,"7,73","0,00","243,03","42,20","2,37","1,97","4,15","3,00","99,45","0,00","-2,26","176,56","8,92","4,76","1.050,94","33,33","91,08","33,02","3,57","1,19","445,75","58,15","83,33","4,41","37,64","61,50","42,12","57,04","19,76","17,28","12,52","1,41","68,78","6,07","12,87","1,88","4,76","1,88","0,69","4,52","0,00","74,21","22,18","55,23","13,60","93,92","2,12","8.397,00","82,74","1,07","243,03","1,19","17,47","2,60","11,82","74,50","10,96","8,54","7,26","-2,26","0,14","6,37","-4,18","11,41","27,47","9,61",2,1,2,2,1
193,48072,Otxandio,66.67,"3,09","0,00","285,26","54,20","0,00","6,13","19,70","2,00","100,00","36,42","-3,86","232,64","6,96","1,55","104,45","66,67","100,00","36,45","7,86","7,75","294,09","46,59","80,00","4,41","44,45","63,90","20,09","64,04","20,76","11,25","12,50","13,75","62,50","7,73","15,72","84,44","7,71","84,44","0,61","3,13","0,00","74,91","20,21","58,17","21,70","96,91","6,66","1.291,00","74,32","0,00","285,26","0,77","2,77","0,48","33,95","91,80","5,16","14,18","11,59","-3,86","4,76","18,71","25,95","19,59","27,05","24,10",1,1,2,2,1
194,1043,Oyón-Oion,80.0,"3,34","0,00","200,25","32,70","3,08","3,61","0,00","3,00","100,00","2,41","5,78","318,94","6,08","3,04","72,80","80,00","86,25","41,97","3,01","3,05","363,83","11,52","80,00","5,11","41,03","72,70","39,22","66,87","15,55","12,79","18,28","20,63","48,30","4,26","20,31","-38,66","15,16","-38,66","0,76","19,49","6,05","0,00","16,02","51,91","15,11","92,56","12,29","3.279,00","50,42","0,00","200,25","5,47","4,08","57,48","7,57","97,80","1,32","6,16","14,59","5,78","2,29","44,84","27,89","16,61","16,15","9,98",2,2,2,2,2
195,20059,Oñati,45.45,"6,76","27,53","167,66","39,50","3,65","3,19","1,00","3,00","98,90","0,00","2,58","154,36","10,41","7,03","104,17","45,45","84,13","24,20","3,55","1,79","307,62","63,38","87,78","5,73","31,77","80,20","13,25","68,32","21,31","11,02","10,77","16,28","61,93","4,63","14,93","69,80","7,98","69,80","0,65","25,56","0,00","38,33","16,92","59,38","24,02","65,91","4,68","11.202,00","32,97","1,24","167,66","0,98","1,55","0,09","74,07","94,60","10,02","12,50","11,92","2,58","9,04","8,19","4,20","12,81","19,80","9,87",2,2,1,1,2
196,1044,Peñacerrada-Urizaharra,71.43,"33,46","0,00","824,32","44,20","0,00","12,08","0,00","2,00","98,36","0,00","0,00","179,38","0,00","0,00","4,72","71,43","98,84","100,00","0,00","0,00","222,75","14,16","0,00","0,00","80,37","64,20","22,30","58,24","25,28","2,94","8,82","38,24","50,00","14,87","8,18","-518,32","37,17","-518,32","0,94","142,86","0,00","0,00","22,01","57,84","15,67","100,00","4,46","269,00","83,33","0,00","824,32","-11,15","0,64","22,68","58,86","112,10","2,56","30,41","3,72","0,00","14,97","22,94","1,51","17,43","22,27","41,67",1,2,2,2,2
197,48077,Plentzia,77.78,"12,43","0,00","117,66","37,80","4,66","2,07","0,93","3,00","100,00","8,90","1,61","180,15","9,20","5,29","740,55","77,78","91,16","70,06","2,31","0,00","315,85","34,42","0,00","4,46","69,62","73,60","64,89","56,37","15,71","12,63","1,71","4,78","80,89","8,28","15,64","24,02","9,21","24,02","0,71","15,08","0,00","0,00","14,88","77,60","37,53","87,76","5,36","4.347,00","84,93","1,38","117,66","2,76","18,86","1,59","41,43","100,40","9,15","6,06","8,05","1,61","12,75","16,02","15,52","13,67","23,30","4,62",2,1,2,2,1
198,48078,Portugalete,79.49,"4,68","20,62","67,91","42,70","0,00","1,54","0,52","3,00","99,45","3,18","-3,65","177,57","13,63","8,46","14.806,58","79,49","74,93","54,65","3,85","0,42","326,73","55,72","96,62","3,45","35,43","65,90","39,05","64,37","24,50","14,14","3,15","0,21","82,50","7,38","11,23","204,21","5,73","204,21","0,48","4,84","0,08","41,36","18,17","56,44","20,10","70,35","4,15","47.233,00","79,54","1,59","67,91","-1,55","38,87","4,06","5,00","75,30","19,37","4,91","6,95","-3,65","2,19","6,94","-7,25","6,57","21,95","4,17",2,1,2,2,1
199,1047,Ribera Baja/Erribera Beitia,83.33,"34,18","0,00","586,34","40,30","0,00","0,00","3,07","3,00","98,36","0,00","-2,23","58,26","1,49","2,97","52,52","83,33","96,62","27,75","7,36","22,49","430,20","22,30","100,00","5,77","52,47","69,50","44,58","57,13","12,22","15,84","6,93","15,84","61,39","5,94","19,87","-120,64","7,36","-120,64","0,71","143,07","0,00","210,19","22,07","63,03","16,73","98,28","11,62","1.334,00","82,55","0,00","586,34","14,12","3,48","56,90","13,14","112,50","2,77","14,58","5,94","-2,23","1,46","21,20","55,84","11,89","28,83","27,78",2,2,2,2,2
200,1051,Salvatierra/Agurain,37.5,"6,84","0,00","221,29","28,40","0,00","3,25","0,00","2,00","100,00","104,77","3,22","181,09","9,85","5,03","131,86","37,50","96,26","32,81","2,01","4,00","560,17","26,89","92,00","3,11","52,03","73,00","44,03","52,75","13,85","11,64","10,45","6,87","71,04","4,83","16,92","78,11","12,12","78,11","0,67","5,53","0,00","74,18","18,86","52,53","14,53","80,00","11,59","4.995,00","63,87","0,00","221,29","4,42","5,76","62,49","19,76","91,00","37,64","104,79","11,66","3,22","1,02","21,20","23,52","16,66","9,89","5,52",2,2,2,2,2
201,1052,Samaniego,66.67,"22,73","0,00","501,52","38,30","0,00","13,42","0,00","3,00","100,00","0,00","-16,23","332,92","6,49","0,00","30,47","66,67","100,00","42,99","0,00","0,00","1.507,81","5,41","95,83","22,22","60,16","66,00","19,48","67,18","23,01","3,23","27,42","41,94","27,42","12,99","12,58","175,20","34,48","175,20","0,83","101,19","0,00","623,38","16,84","53,33","12,63","100,00","13,80","326,00","47,14","0,00","501,52","-68,18","2,40","58,21","16,98","124,80","7,69","42,55","9,74","-16,23","10,11","33,11","2,84","10,36","16,15","22,22",1,2,2,2,2
202,1053,San Millán/Donemiliaga,73.91,"42,18","0,00","463,45","80,10","0,00","6,50","19,31","3,00","100,00","0,00","-4,08","323,74","1,36","4,08","8,74","73,91","99,63","54,96","0,00","40,38","598,65","9,81","95,83","3,45","52,03","65,70","36,73","67,72","22,07","6,60","1,89","66,04","25,47","8,16","15,07","35,56","0,00","35,56","1,01","158,62","0,00","150,00","17,68","51,41","17,09","98,31","2,69","743,00","81,66","0,00","463,45","8,16","2,23","38,45","40,12","162,60","9,54","164,14","5,44","-4,08","5,70","23,59","8,47","19,67","51,40","147,37",2,2,2,2,2
203,48082,Santurtzi,38.89,"1,75","22,69","85,79","39,30","0,42","1,79","0,00","3,00","99,45","1,92","-2,09","177,46","10,50","6,47","5.386,03","38,89","71,41","49,78","3,89","0,43","450,27","117,00","91,50","3,62","33,76","67,40","26,58","60,21","21,17","15,46","3,65","0,57","80,32","5,81","12,73","2,99","4,50","2,99","0,49","6,18","0,66","22,04","17,81","55,00","17,60","78,31","4,57","47.020,00","77,70","1,65","85,79","-3,39","45,85","1,32","9,71","75,30","5,66","4,12","7,17","-2,09","2,91","9,02","-0,30","8,39","23,25","2,95",2,1,2,2,1
204,20070,Segura,40.0,"5,42","0,00","167,70","32,00","6,87","8,48","11,68","3,00","99,18","0,00","4,06","157,02","6,77","0,68","158,39","40,00","96,23","58,24","6,78","0,00","245,40","37,18","94,23","4,62","33,60","65,50","16,93","64,21","17,79","10,99","6,59","20,88","61,54","4,74","16,63","44,34","6,76","44,34","0,68","10,08","0,00","196,23","20,84","60,26","22,08","100,00","8,01","1.473,00","83,92","0,00","167,70","6,09","2,08","1,09","66,30","106,90","14,60","13,75","12,86","4,06","2,36","11,15","19,37","21,33","12,79","4,65",1,2,1,1,2
205,48084,Sestao,31.25,"3,79","0,00","130,54","49,60","0,34","1,28","0,75","3,00","99,45","7,49","-3,90","176,56","10,89","6,11","7.936,57","31,25","84,98","39,28","3,92","0,70","435,26","93,87","98,96","2,71","37,68","60,00","55,74","64,22","23,79","17,75","3,54","0,22","78,50","6,11","11,83","115,26","4,60","115,26","0,48","5,53","0,17","27,91","17,09","50,59","14,20","88,02","6,57","28.651,00","79,48","2,44","130,54","-3,09","65,65","0,00","0,00","69,10","11,65","9,92","7,24","-3,90","3,12","3,81","-9,12","8,81","35,13","1,80",2,1,2,2,1
206,48904,Sondika,90.0,"16,63","0,00","296,12","35,80","0,00","2,81","5,76","3,00","99,45","48,84","-5,25","271,72","8,10","4,38","665,20","90,00","90,21","35,12","2,21","0,00","280,53","38,45","100,00","1,44","52,71","71,50","38,95","72,74","21,65","12,04","17,66","0,96","69,34","9,19","16,00","231,08","19,61","231,08","0,74","21,40","6,16","30,49","17,30","64,42","24,66","99,20","4,68","4.550,00","84,25","0,00","296,12","-0,44","15,92","3,19","25,65","89,90","10,43","22,15","7,22","-5,25","0,81","5,42","9,85","12,51","27,76","7,08",2,1,2,2,1
207,48085,Sopela,76.92,"6,61","0,00","174,02","30,70","0,80","1,64","2,00","3,00","100,00","0,00","6,91","166,12","8,37","5,38","1.561,61","76,92","88,43","56,51","3,78","0,77","290,66","28,94","97,06","4,31","50,06","76,50","37,18","50,06","12,25","11,55","5,16","1,35","81,94","5,45","16,75","74,39","3,83","74,39","0,68","52,71","0,00","67,55","16,06","76,93","35,88","96,72","4,34","12.977,00","85,23","1,45","174,02","-3,61","13,48","2,14","20,00","87,90","18,35","16,36","12,06","6,91","8,09","10,54","19,12","6,81","4,92","4,97",2,1,2,2,1
208,48086,Sopuerta,70.0,"8,17","0,00","150,08","48,70","3,92","2,31","0,00","2,00","100,00","37,16","-7,40","177,09","6,23","1,95","60,69","70,00","98,94","46,80","3,85","3,88","361,81","28,83","84,28","4,30","47,61","61,60","42,43","58,07","20,16","10,64","6,91","18,62","63,83","7,40","13,51","98,98","3,90","98,98","0,77","23,18","29,19","293,67","25,30","61,89","18,71","83,25","4,74","2.575,00","74,19","0,00","150,08","-3,50","1,15","0,09","67,17","100,80","76,14","137,54","5,84","-7,40","6,51","15,77","15,73","10,77","36,49","31,14",1,1,2,2,1
209,20065,Soraluze-Placencia de las Armas,66.67,"11,99","0,00","379,81","43,40","2,50","3,35","5,00","3,00","98,90","0,00","-1,25","155,73","9,49","3,25","285,17","66,67","87,53","41,36","5,07","0,00","327,33","48,79","100,00","4,07","35,80","64,40","17,23","63,60","21,73","11,64","19,40","6,47","62,50","3,50","13,99","7,08","10,02","7,08","0,61","0,00","0,00","56,13","17,64","51,85","15,29","95,81","8,98","4.018,00","63,56","1,00","379,81","10,24","2,75","0,07","65,99","78,30","11,20","10,24","7,74","-1,25","4,31","9,99","-3,37","16,25","32,06","10,44",2,2,1,1,2
210,48076,Sukarrieta,75.0,"11,17","0,00","539,77","39,50","56,82","33,29","0,00","3,00","100,00","0,00","-11,17","118,15","2,79","0,00","230,77","75,00","93,39","25,64","0,00","0,00","315,43","20,81","0,00","0,00","41,51","72,70","106,15","66,67","26,39","6,25","6,25","6,25","81,25","16,76","10,28","315,44","0,00","315,44","0,70","0,00","0,00","0,00","11,42","79,32","44,75","100,00","3,61","360,00","86,96","0,00","539,77","-2,79","8,65","0,00","41,30","115,00","24,24","113,64","5,59","-11,17","15,39","20,41","9,09","13,13","15,27","57,14",1,1,2,2,1
211,20071,Tolosa,100.0,"9,85","47,94","160,27","46,30","4,42","1,94","5,64","3,00","99,18","1,33","-0,21","155,05","19,54","14,19","504,58","100,00","76,60","47,19","4,19","1,59","423,26","64,92","86,83","5,40","52,97","71,50","60,89","67,34","20,66","11,08","6,65","3,47","78,80","5,98","15,19","21,69","6,87","21,69","0,55","9,87","0,81","70,80","18,54","62,61","23,76","69,20","5,71","18.836,00","66,08","1,64","160,27","1,06","4,02","0,29","63,01","88,90","25,09","14,98","9,21","-0,21","1,34","2,66","5,01","17,52","28,77","7,78",2,2,1,1,2
212,48087,Trucios-Turtzioz,57.14,"1,89","0,00","47,97","55,20","0,00","18,69","0,00","2,00","100,00","107,02","-15,09","184,56","3,77","0,00","17,31","57,14","98,80","59,70","0,00","0,00","406,18","30,09","86,11","9,09","34,77","65,20","30,19","51,13","22,99","11,67","3,33","36,67","48,33","9,43","8,60","9,22","19,05","9,22","0,79","0,00","0,00","292,68","20,74","51,74","13,76","100,00","4,86","535,00","69,81","0,00","47,97","-1,89","0,76","0,00","57,16","107,90","37,14","119,93","7,55","-15,09","17,72","26,98","2,69","24,92","40,45","46,51",1,1,2,2,1
213,48088,Ubide,40.0,"5,62","0,00","479,04","41,60","0,00","0,00","0,00","2,00","100,00","0,00","-5,62","178,78","0,00","0,00","62,86","40,00","100,00","100,00","0,00","0,00","306,64","60,04","0,00","0,00","65,44","71,50","33,71","50,43","19,89","6,25","6,25","43,75","43,75","22,47","11,36","59,40","0,00","59,40","0,72","32,61","0,00","0,00","24,55","63,47","21,56","94,12","8,52","176,00","75,58","0,00","479,04","5,62","2,18","0,00","53,10","102,20","1,64","5,99","5,62","-5,62","0,95","17,62","2,92","12,14","24,83","153,85",1,1,2,2,1
214,48065,Ugao-Miraballes,100.0,"5,13","0,00","61,73","37,40","0,00","3,65","7,41","3,00","100,00","83,82","0,49","176,60","11,49","6,36","779,81","100,00","65,38","44,27","2,43","0,00","274,39","49,07","0,00","3,60","38,78","70,60","22,00","55,84","19,13","15,97","9,27","1,28","73,48","6,11","12,85","292,61","12,24","292,61","0,63","0,00","0,00","0,00","17,11","56,09","17,46","99,02","5,01","4.094,00","80,90","1,47","61,73","-0,24","7,56","1,54","60,19","82,30","110,98","92,35","9,54","0,49","2,49","7,50","-0,12","13,03","19,47","9,60",2,1,2,2,1
215,48089,Urduliz,44.44,"6,75","0,00","259,21","28,50","2,92","3,83","1,75","3,00","100,00","0,00","6,49","170,25","6,49","4,16","483,33","44,44","94,10","33,54","2,46","2,65","273,85","38,39","83,61","3,73","44,90","74,50","36,88","52,57","15,38","17,33","11,55","3,97","67,15","4,68","14,91","-658,66","5,09","-658,66","0,69","2,24","0,00","108,93","18,34","68,09","29,53","99,38","2,94","3.770,00","87,09","0,00","259,21","1,30","7,85","1,54","32,82","97,40","7,69","13,44","13,25","6,49","8,43","11,47","19,27","12,94","11,66","16,13",2,1,2,2,1
