,Código municipio,Municipio,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
20,20011,Antzuola,59.64,"18,02","0,00","261,92","49,10","9,25","5,30","14,81","3,00","98,90","45,60","-2,79","154,41","6,93","3,70","77,07",60.61,"94,17","23,31","4,60","0,00","287,23","77,31","37,50","6,25","31,45","71,90","21,26","73,61","19,62","14,63","7,32","13,01","65,04","4,62","18,64","191,79","9,12","191,79","0,67","5,58","0,00","18,96","24,20","67,37","22,52","100,00","3,11","2.151,00","63,14","0,46","261,92","5,11","1,01","0,54","77,71","96,00","10,99","13,88","6,97","-2,79","8,65","7,81","1,41","17,31","20,41","17,86"
21,48005,Arakaldo,28.57,"37,97","0,00","892,86","73,00","0,00","0,00","0,00","3,00","100,00","13,51","-6,29","165,40","6,33","12,66","58,46","28,57","100,00","100,00","0,00","62,89","293,96","64,37","0,00","0,00","48,71","59,40","82,28","69,15","12,58","22,73","4,55","9,09","63,64","18,99","23,27","148,64","0,00","148,64","0,87","264,15","0,00","0,00","25,36","73,91","27,54","100,00","3,77","159,00","85,71","0,00","892,86","18,87","5,44","5,88","75,74","108,50","2,84","35,71","6,29","-6,29","1,05","9,55","63,92","16,13","31,58","100,00"
22,20012,Arama,33.33,"110,05","0,00","435,78","41,10","0,00","15,64","0,00","3,00","99,18","0,00","-14,22","142,84","14,35","19,14","155,15","33,33","100,00","19,32","0,00","47,39","264,50","69,44","0,00","0,00","30,80","67,80","43,06","77,31","20,85","14,81","7,41","7,41","70,37","9,57","16,59","261,58","0,00","261,58","1,40","0,00","0,00","0,00","23,40","69,15","25,53","92,86","8,53","211,00","88,76","0,00","435,78","4,74","4,56","2,94","55,15","138,60","42,42","64,22","4,74","-14,22","0,70","9,98","14,67","10,84","25,30","47,62"
23,1003,Aramaio,66.67,"5,34","0,00","66,80","43,00","0,00","8,63","0,00","3,00","98,90","15,06","2,67","170,50","2,00","0,00","18,98","66,67","95,61","49,37","6,66","0,00","293,72","14,87","0,00","5,13","31,45","68,90","18,01","73,95","20,99","7,23","9,64","28,92","54,22","6,00","16,04","-38,52","13,53","-38,52","0,83","18,72","0,00","0,00","24,10","65,27","25,57","100,00","1,40","1.496,00","89,22","0,67","66,80","-0,67","0,16","0,93","78,90","119,80","4,50","3,34","10,70","2,67","9,78","9,21","0,20","15,33","16,41","16,95"
24,48006,Arantzazu,50.0,"10,15","0,00","461,54","64,80","0,00","21,43","0,00","3,00","98,90","18,60","-14,60","159,28","0,00","0,00","116,10","50,00","87,14","57,75","0,00","0,00","254,66","63,14","0,00","0,00","27,94","68,50","48,22","68,44","17,52","12,00","4,00","8,00","76,00","7,61","18,98","85,24","0,00","85,24","0,74","24,33","0,00","0,00","23,33","70,00","25,76","100,00","4,62","411,00","91,98","0,00","461,54","0,00","3,73","2,26","59,89","120,30","1,02","3,08","2,43","-14,60","0,14","6,99","34,75","17,68","40,32","50,00"
25,48093,Areatza,37.5,"1,66","0,00","302,98","40,90","8,76","3,74","0,00","3,00","98,90","84,30","2,51","176,26","9,13","1,66","131,14","37,50","95,93","72,38","8,24","0,00","363,30","51,41","0,00","6,45","58,78","64,70","34,85","62,94","18,23","18,07","1,20","13,25","67,47","7,47","15,22","245,83","16,52","245,83","0,62","102,84","0,00","0,00","20,58","64,15","23,18","100,00","9,03","1.196,00","80,55","0,82","302,98","13,38","1,78","0,66","86,18","95,10","21,21","18,39","12,54","2,51","0,68","10,20","10,74","21,33","25,41","21,39"
26,20013,Aretxabaleta,13.33,"3,28","14,80","161,04","40,90","1,49","2,87","9,25","3,00","98,90","58,03","-0,29","151,31","7,71","3,71","260,39","13,33","77,69","28,79","2,86","0,00","306,64","76,58","184,41","5,29","24,50","79,10","13,56","71,98","20,97","14,21","11,58","3,16","71,05","5,00","16,62","140,77","7,15","140,77","0,60","4,56","2,28","115,57","21,97","65,90","23,53","89,73","4,79","7.015,00","72,44","0,72","161,04","-0,14","2,53","0,26","55,79","87,70","24,31","18,36","8,84","-0,29","7,74","4,65","6,95","12,37","14,80","6,11"
27,1006,Armiñón,100.0,"135,02","0,00","195,56","34,90","0,00","0,00","0,00","3,00","98,36","41,38","-16,74","216,37","0,00","0,00","18,46","100,00","100,00","31,01","0,00","0,00","808,64","9,46","0,00","0,00","54,32","68,20","59,07","52,23","13,39","4,35","17,39","21,74","56,52","8,44","17,99","34,22","0,00","34,22","1,04","20,92","0,00","0,00","20,83","64,06","18,75","95,00","6,28","239,00","86,67","0,00","195,56","-29,29","2,34","67,95","6,64","147,10","16,67","177,78","4,18","-16,74","0,96","18,61","20,10","21,17","32,10","62,50"
28,1037,Arraia-Maeztu,31.25,"51,10","0,00","494,35","35,00","0,00","9,59","70,62","3,00","98,36","29,21","5,52","347,21","5,52","2,76","5,90","31,25","98,53","75,24","0,00","13,79","285,43","18,95","0,00","8,70","48,45","67,90","27,62","70,99","24,41","10,00","7,78","43,33","38,89","5,52","15,31","236,49","14,01","236,49","1,02","57,93","0,00","0,00","21,50","56,70","17,91","100,00","5,52","725,00","73,73","0,00","494,35","-12,41","0,66","16,39","62,08","110,40","4,42","42,37","9,66","5,52","15,21","22,31","0,97","18,18","25,00","285,71"
29,48009,Arrankudiaga,83.33,"19,53","0,00","510,87","37,70","0,00","0,00","21,74","3,00","100,00","17,58","-4,17","181,08","5,14","3,08","42,35","83,33","98,61","44,24","0,00","0,00","264,86","25,21","0,00","10,53","37,68","69,70","49,33","62,71","17,92","10,08","23,53","5,88","60,50","3,08","15,52","12,52","0,00","12,52","0,94","9,38","0,00","0,00","20,38","66,89","26,69","94,12","1,35","960,00","83,33","0,00","510,87","7,29","2,47","0,66","73,31","113,40","13,19","46,74","5,21","-4,17","4,07","10,49","13,21","17,57","36,58","35,21"
30,20055,Arrasate/Mondragón,48.39,"6,19","11,10","181,73","47,40","2,27","3,12","6,77","3,00","98,90","103,80","-3,91","157,37","12,19","7,96","667,79","48,39","74,03","19,14","3,64","1,82","339,55","50,91","131,02","5,28","17,30","72,80","21,84","70,22","24,18","12,10","7,96","1,28","78,66","5,73","13,22","104,69","6,80","104,69","0,59","6,78","1,55","28,79","20,96","61,18","21,34","66,26","6,27","21.977,00","44,93","1,73","181,73","7,87","7,33","1,61","65,54","81,60","17,61","15,95","6,78","-3,91","5,87","3,50","-0,63","11,94","20,01","5,73"
31,48914,Arratzu,50.0,"36,95","0,00","142,48","36,60","0,00","0,00","0,00","3,00","100,00","81,82","9,95","174,88","0,00","0,00","40,00","50,00","100,00","31,62","0,00","0,00","156,96","43,90","0,00","28,57","41,51","68,80","36,95","67,50","22,64","23,33","0,00","33,33","43,33","4,93","14,93","378,14","0,00","378,14","0,80","0,00","0,00","0,00","21,37","66,58","30,41","92,86","3,23","402,00","91,71","0,00","142,48","2,49","0,71","3,78","71,14","140,80","7,46","13,19","19,90","9,95","11,27","16,29","13,88","24,24","28,50","76,92"
32,1008,Arratzua-Ubarrundia,50.0,"68,51","0,00","741,51","41,90","0,00","0,00","65,72","3,00","100,00","33,33","2,05","149,64","0,00","3,07","16,99","50,00","100,00","46,45","0,00","30,74","286,61","10,84","121,43","25,00","44,45","71,10","104,29","62,40","18,34","4,21","3,16","24,21","68,42","12,27","13,42","39,41","0,00","39,41","1,09","0,00","0,00","78,21","22,89","69,65","24,84","85,19","2,56","976,00","84,39","0,00","741,51","4,10","1,44","33,55","28,65","158,60","9,05","65,72","4,10","2,05","2,43","10,38","10,91","15,11","29,34","62,99"
33,48010,Arrieta,100.0,"14,21","0,00","62,72","40,30","0,00","1,42","0,00","3,00","100,00","14,13","-3,55","273,85","0,00","0,00","38,63","100,00","100,00","100,00","0,00","0,00","250,78","78,67","0,00","20,00","54,47","68,20","19,54","57,54","19,50","13,51","13,51","24,32","48,65","5,33","11,35","28,17","0,00","28,17","0,93","12,41","0,00","0,00","17,79","66,34","28,63","100,00","3,37","564,00","87,45","0,00","62,72","3,55","0,31","0,21","66,30","126,90","9,43","17,92","10,64","-3,55","11,77","20,11","2,17","19,54","27,99","59,52"
34,48011,Arrigorriaga,57.14,"5,46","0,00","2,02","35,90","1,62","3,09","1,70","3,00","100,00","129,35","-3,34","173,58","6,77","3,59","758,97","57,14","71,15","37,94","3,26","0,82","297,26","40,09","127,92","3,75","35,41","71,70","26,67","57,20","16,55","17,17","13,46","0,70","68,68","4,97","14,91","20,69","4,85","20,69","0,59","14,43","0,00","75,86","18,35","62,37","22,57","94,45","3,87","12.265,00","84,16","1,55","2,02","0,65","7,23","1,49","61,01","84,90","20,53","15,13","6,44","-3,34","1,92","6,86","-0,62","7,70","20,24","12,21"
35,48023,Artea,40.0,"12,03","0,00","442,11","41,00","0,00","0,00","5,26","3,00","98,90","19,50","-2,67","173,19","2,67","4,01","60,80","40,00","99,22","27,40","13,39","13,35","288,81","45,82","0,00","12,50","49,43","72,60","34,76","69,46","21,76","7,59","20,25","10,13","62,03","6,68","14,69","102,67","0,00","102,67","0,92","29,37","0,00","0,00","22,64","72,04","28,72","100,00","2,67","749,00","89,31","1,34","442,11","5,34","2,88","1,87","74,27","110,90","12,17","30,26","8,01","-2,67","0,82","9,01","9,99","16,28","28,93","36,36"
36,48008,Artzentales,60.0,"6,74","0,00","104,25","40,10","0,00","8,45","0,00","3,00","100,00","26,39","-8,10","557,00","2,70","1,35","20,24","60,00","100,00","92,13","0,00","0,00","297,82","87,41","100,00","7,14","47,61","60,00","24,26","59,70","22,81","15,29","4,71","42,35","37,65","8,09","11,20","131,24","0,00","131,24","0,96","89,07","33,74","0,00","22,04","61,54","17,01","95,00","2,83","741,00","82,27","0,00","104,25","1,35","0,32","0,00","60,06","122,80","10,26","21,95","8,10","-8,10","13,98","23,24","8,02","10,83","55,71","47,06"
37,1004,Artziniega,60.0,"8,72","0,00","297,03","28,70","0,00","8,60","0,00","3,00","100,00","45,82","-3,83","172,38","7,63","4,36","67,44","60,00","88,89","46,65","5,43","5,47","360,66","22,30","172,22","4,92","65,34","66,00","34,33","64,18","16,79","14,17","7,87","17,32","60,63","7,08","17,99","208,84","5,50","208,84","0,72","7,65","0,00","175,90","22,36","67,81","21,81","97,38","3,77","1.829,00","77,74","0,00","297,03","22,96","2,21","0,77","57,34","101,90","9,78","34,10","8,75","-3,83","14,92","23,27","7,46","11,22","17,78","14,87"
38,1009,Asparrena,82.61,"11,62","0,00","353,57","51,70","0,00","18,27","0,00","3,00","100,00","28,38","-1,83","599,08","3,06","2,45","25,23","82,61","98,15","18,63","6,13","12,20","631,71","34,33","100,00","4,26","52,03","67,40","36,70","61,10","18,60","9,85","16,67","21,21","52,27","9,79","15,00","116,65","6,05","116,65","0,77","24,39","0,00","39,34","20,79","54,35","16,03","98,23","6,16","1.640,00","59,00","0,00","353,57","11,59","2,08","25,28","52,39","103,70","3,97","29,76","4,88","-1,83","2,76","29,89","3,93","17,48","31,84","46,22"
39,20014,Asteasu,85.71,"8,67","0,00","293,28","48,40","6,79","5,64","20,37","3,00","99,18","50,99","2,68","153,75","5,33","2,00","88,56","85,71","98,28","33,78","6,64","0,00","288,53","28,58","75,00","7,14","52,75","62,40","28,67","71,92","16,53","9,90","27,60","17,19","45,31","6,00","18,74","60,73","6,57","60,73","0,93","41,50","0,00","16,19","18,98","54,80","16,77","100,00","3,48","1.494,00","76,05","0,00","293,28","11,38","2,19","0,65","44,87","112,90","28,10","81,47","9,37","2,68","4,16","10,74","2,61","15,05","24,09","6,87"
40,20903,Astigarraga,60.0,"8,86","0,00","328,10","64,50","2,12","4,67","2,97","3,00","100,00","157,89","12,18","172,68","8,36","6,36","506,84","60,00","94,24","43,94","3,40","1,65","259,92","39,70","50,00","3,19","44,00","75,30","39,97","56,06","11,70","14,48","19,42","2,77","63,33","7,86","20,26","-18,41","10,84","-18,41","0,85","18,27","0,00","25,32","22,36","69,36","24,72","99,51","4,72","6.077,00","80,73","1,19","328,10","-2,30","8,32","9,20","42,37","85,80","15,46","32,70","16,62","12,18","6,68","10,46","38,55","17,77","13,48","11,75"
41,20015,Ataun,50.0,"5,90","209,46","264,67","52,10","17,96","8,06","0,00","3,00","99,18","29,04","0,00","153,90","4,72","1,18","28,90","50,00","96,28","75,98","5,88","5,93","234,99","30,78","0,00","6,78","54,60","63,90","21,25","86,20","22,64","15,93","3,54","27,43","53,10","4,13","19,62","84,23","5,88","84,23","0,69","28,45","0,00","0,00","21,63","59,02","22,11","99,21","4,74","1.687,00","87,12","0,00","264,67","1,19","0,42","0,26","82,54","104,40","19,63","25,15","10,67","0,00","5,06","12,21","5,50","22,52","28,36","18,87"
42,48091,Atxondo,11.76,"10,20","0,00","165,39","32,50","13,96","4,83","6,98","3,00","98,90","52,04","-8,03","174,16","5,10","1,46","58,67","11,76","93,30","22,12","7,28","0,00","203,00","20,63","0,00","4,76","43,85","68,60","16,76","60,05","20,66","9,89","17,58","9,89","62,64","10,20","13,50","144,56","7,18","144,56","0,82","42,34","0,00","0,00","20,94","53,80","17,59","100,00","3,87","1.370,00","75,28","0,00","165,39","13,14","1,44","0,73","63,21","104,80","1,21","2,79","5,11","-8,03","0,76","15,82","-5,32","13,64","18,08","22,22"
43,48070,Aulesti,75.0,"12,16","0,00","286,76","35,20","14,71","12,62","88,24","3,00","100,00","5,48","-10,64","173,65","3,04","0,00","25,76","75,00","98,21","63,77","0,00","0,00","276,49","76,53","0,00","10,53","42,00","66,20","13,68","83,80","27,36","14,29","12,24","18,37","55,10","6,08","14,13","183,73","15,29","183,73","0,97","0,00","0,00","0,00","21,81","59,06","20,13","100,00","1,82","658,00","76,23","1,52","286,76","-4,56","0,30","0,35","79,21","116,40","48,51","72,06","3,04","-10,64","16,26","25,21","-2,37","16,62","31,17","10,42"
44,1010,Ayala/Aiara,66.67,"12,51","0,00","327,91","46,20","0,00","0,00","0,00","3,00","100,00","33,92","-0,34","281,60","1,69","1,35","21,03","66,67","98,03","53,97","3,39","0,00","341,19","18,98","85,14","2,02","46,62","73,70","22,99","64,67","16,00","11,90","12,27","37,17","38,66","6,42","19,13","24,74","0,00","24,74","0,91","39,07","20,21","29,47","22,83","64,35","21,40","99,51","1,48","2.969,00","83,16","0,00","327,91","4,72","0,86","1,02","53,68","127,90","3,31","15,21","7,41","-0,34","9,97","19,22","12,68","18,15","27,84","4,21"
45,20018,Azpeitia,88.89,"5,38","0,00","240,75","47,20","2,10","2,76","4,40","3,00","95,07","39,33","2,31","152,38","15,19","11,31","212,22","88,89","83,27","41,69","3,41","2,04","281,17","34,38","134,29","4,65","22,20","76,50","16,96","72,46","20,31","11,80","9,63","7,22","71,35","5,52","16,66","131,38","8,92","131,38","0,66","10,96","1,09","29,83","16,71","57,11","20,79","75,06","6,52","14.690,00","43,43","1,30","240,75","4,63","2,68","0,94","63,97","103,70","11,45","15,73","9,94","2,31","8,67","13,39","4,53","17,25","14,33","7,50"
46,1049,Añana,0.0,"50,63","0,00","491,43","36,10","0,00","0,00","0,00","3,00","98,36","4,78","-12,82","244,52","12,66","6,33","7,21","0,00","100,00","77,97","62,89","0,00","1.082,77","16,37","0,00","0,00","77,35","67,90","75,95","56,00","28,21","0,00","4,35","30,43","65,22","25,32","6,41","115,77","0,00","115,77","0,84","128,21","0,00","0,00","23,17","46,34","14,02","100,00","3,21","156,00","76,47","0,00","491,43","19,23","0,61","35,07","45,66","111,40","5,26","45,71","0,00","-12,82","7,65","22,79","-13,81","11,11","41,81","71,43"
47,48012,Bakio,66.67,"16,40","0,00","445,34","38,30","8,10","3,51","2,02","3,00","100,00","53,39","3,41","171,28","6,10","1,91","160,39","66,67","88,78","60,45","3,84","3,79","312,27","51,00","136,96","6,02","74,44","69,80","53,39","59,81","17,39","9,09","4,04","8,59","78,28","12,59","16,67","24,53","7,65","24,53","0,73","45,08","0,00","100,22","14,68","73,19","36,64","93,87","4,55","2.640,00","81,08","0,77","445,34","3,03","5,40","0,97","67,01","89,80","10,72","28,34","9,85","3,41","12,04","20,30","20,60","12,27","17,15","16,76"
48,20904,Baliarrain,50.0,"0,00","0,00","208,33","68,20","83,33","42,42","83,33","3,00","99,18","16,67","-7,04","155,86","0,00","0,00","51,82","50,00","100,00","100,00","0,00","0,00","249,38","99,11","0,00","9,09","52,75","64,80","0,00","73,17","12,68","28,57","7,14","21,43","42,86","6,94","28,17","174,92","0,00","174,92","0,83","0,00","0,00","0,00","17,24","56,90","21,55","100,00","7,04","142,00","82,76","0,00","208,33","-7,04","1,06","0,36","54,74","120,80","25,00","41,67","0,00","-7,04","3,69","9,75","56,04","22,41","17,19","105,26"
49,48090,Balmaseda,57.14,"4,68","34,94","98,29","50,10","1,36","4,51","2,31","3,00","100,00","96,40","-3,23","171,77","11,82","7,02","346,26","57,14","84,21","42,47","3,92","1,29","315,22","46,29","122,78","4,31","39,09","67,70","38,98","69,64","22,61","13,90","7,05","1,52","77,52","5,98","14,52","124,42","6,39","124,42","0,57","4,39","0,00","102,86","20,44","58,04","16,89","77,06","6,76","7.739,00","66,50","1,05","98,29","0,78","2,61","0,58","80,18","83,10","2,65","1,90","8,27","-3,23","13,80","20,49","8,92","15,94","28,71","7,90"
50,48013,Barakaldo,41.67,"3,81","60,55","85,58","55,00","1,41","1,64","1,28","3,00","99,45","112,97","-3,25","173,15","11,42","7,17","4.012,52","41,67","76,37","34,49","3,20","0,50","421,98","86,42","126,88","4,40","37,68","68,40","49,08","64,50","22,37","16,24","3,27","0,35","80,14","5,81","13,31","33,94","6,39","33,94","0,50","8,77","0,93","34,98","18,45","57,06","18,75","71,87","6,21","100.313,00","71,49","1,37","85,58","2,97","23,44","2,36","33,52","74,20","12,28","7,35","8,04","-3,25","1,96","2,41","4,05","8,28","36,54","4,93"
51,48014,Barrika,100.0,"8,53","0,00","24,88","43,50","20,17","3,85","0,67","3,00","100,00","47,22","-8,52","173,31","1,97","1,31","200,92","100,00","98,87","54,81","6,57","6,56","325,28","22,66","113,62","0,00","61,05","70,00","57,74","67,77","20,92","15,79","4,21","8,42","71,58","6,56","14,03","184,61","0,00","184,61","0,73","32,79","0,00","667,71","15,86","76,91","38,17","96,86","2,82","1.525,00","89,36","0,66","24,88","6,56","5,73","1,58","26,22","123,10","40,40","26,90","5,25","-8,52","8,94","12,02","8,54","14,93","25,91","18,02"
52,1013,Barrundia,29.17,"42,18","0,00","396,70","27,40","0,00","3,22","0,00","3,00","100,00","30,25","-13,36","373,15","2,22","0,00","9,23","29,17","99,35","94,76","11,07","0,00","301,44","9,56","106,06","13,33","48,36","75,50","35,52","62,68","18,71","6,78","5,93","50,85","36,44","7,77","14,03","67,71","0,00","67,71","0,96","37,86","0,00","196,43","22,48","66,63","25,76","90,28","4,23","898,00","82,48","0,00","396,70","5,57","1,34","24,20","41,79","146,40","1,90","25,27","5,57","-13,36","5,02","17,56","9,78","14,69","19,04","20,69"
53,48015,Basauri,92.71,"3,25","60,37","111,47","44,00","2,59","2,33","0,00","3,00","99,45","157,87","-4,82","174,10","12,63","7,99","5.781,75","92,71","65,77","36,65","3,66","0,73","335,53","76,71","126,74","3,29","20,96","68,40","31,25","72,24","26,47","16,12","5,47","0,35","78,06","5,77","11,57","30,53","6,49","30,53","0,53","1,42","1,10","21,07","14,28","56,76","20,86","78,92","5,21","40.877,00","71,31","1,39","111,47","4,67","44,37","3,68","11,60","73,30","14,92","10,25","6,65","-4,82","1,86","5,06","-5,49","9,74","32,80","3,96"
54,1011,Baños de Ebro/Mañueta,66.67,"3,26","0,00","577,51","47,40","0,00","0,00","0,00","3,00","100,00","7,41","-16,34","367,59","3,26","0,00","32,18","66,67","100,00","90,29","0,00","0,00","462,00","7,81","0,00","0,00","63,25","64,40","26,06","71,91","27,45","3,49","36,05","50,00","10,47","13,03","9,15","109,10","30,77","109,10","0,99","22,88","0,00","0,00","9,33","42,67","12,67","100,00","13,07","306,00","44,44","0,00","577,51","-3,27","2,20","59,31","9,46","122,30","1,99","12,16","3,27","-16,34","14,80","38,02","-14,29","12,03","30,86","47,62"
55,20019,Beasain,44.44,"6,55","33,19","131,21","42,80","1,46","2,30","1,39","3,00","99,18","90,85","-0,36","153,68","15,03","10,65","462,73","44,44","75,58","26,34","2,15","2,89","283,75","38,44","120,21","4,45","20,50","73,60","36,76","67,99","19,05","17,88","7,07","1,05","74,00","5,54","16,86","135,37","7,96","135,37","0,63","9,89","0,58","32,59","20,79","61,55","21,60","82,28","11,60","13.854,00","62,69","1,08","131,21","1,59","4,76","1,10","72,91","83,90","6,92","5,63","8,16","-0,36","1,99","8,75","7,13","13,28","23,74","4,71"
56,48092,Bedia,60.0,"6,78","0,00","232,92","58,90","0,00","6,50","5,18","3,00","98,90","33,96","1,92","171,65","3,87","6,78","63,39","60,00","99,03","37,05","9,74","0,00","285,83","47,19","140,00","4,35","31,88","65,80","46,47","59,36","20,21","7,27","22,73","5,45","64,55","4,84","13,38","246,43","9,66","246,43","1,10","7,70","0,00","238,10","20,26","60,45","21,86","98,72","3,08","1.039,00","80,68","0,97","232,92","2,89","1,83","0,12","81,21","97,00","7,26","17,60","9,62","1,92","0,67","1,92","5,80","21,62","47,01","15,27"
57,20020,Beizama,0.0,"12,12","0,00","87,43","50,20","109,29","0,00","0,00","3,00","95,07","12,20","6,13","155,44","0,00","0,00","9,85","0,00","100,00","75,56","0,00","0,00","557,12","119,25","0,00","16,67","28,80","59,10","12,12","61,39","15,95","15,38","11,54","30,77","42,31","12,12","15,34","312,52","0,00","312,52","1,02","122,70","0,00","0,00","17,70","55,75","21,24","100,00","4,29","163,00","85,96","0,00","87,43","6,13","0,16","0,97","74,32","179,70","7,69","10,93","6,13","6,13","9,43","12,45","-10,44","29,59","20,20","33,33"
58,20021,Belauntza,50.0,"20,66","0,00","141,89","51,60","0,00","16,21","0,00","3,00","99,18","26,79","8,23","151,37","12,40","4,13","70,85","50,00","100,00","43,08","0,00","0,00","258,27","79,63","0,00","0,00","52,75","61,80","28,93","64,19","21,81","14,71","39,71","7,35","38,24","8,26","12,76","316,89","0,00","316,89","1,45","0,00","0,00","0,00","17,72","49,37","13,50","100,00","3,29","243,00","86,86","0,00","141,89","4,12","6,41","0,00","56,85","119,90","3,94","33,78","12,35","8,23","3,11","3,37","-20,59","22,30","27,82","22,73"
59,48016,Berango,88.89,"3,13","0,00","211,91","42,50","0,00","1,48","3,11","3,00","99,45","57,84","2,12","171,36","2,99","1,28","809,28","88,89","89,85","44,03","2,87","0,00","231,87","26,03","50,00","3,27","50,48","77,60","39,18","67,62","16,42","11,14","4,81","3,04","81,01","3,99","18,78","-246,40","2,89","-246,40","0,64","0,00","0,00","12,07","14,74","73,34","34,84","99,40","3,21","7.065,00","87,85","0,43","211,91","4,81","13,29","5,50","35,28","104,10","7,29","6,22","9,34","2,12","7,18","9,31","12,50","9,47","13,32","5,05"
60,1014,Berantevilla,25.0,"22,42","0,00","420,84","44,90","0,00","2,60","0,00","2,00","98,36","21,54","4,51","1.779,05","0,00","0,00","12,32","25,00","99,48","13,52","0,00","0,00","346,47","10,11","0,00","0,00","55,94","65,80","22,42","81,56","28,67","5,68","23,86","37,50","32,95","8,97","12,87","203,20","20,96","203,20","1,44","0,00","0,00","0,00","19,50","56,88","19,72","100,00","4,51","443,00","67,38","0,00","420,84","11,29","1,66","72,28","16,54","108,90","14,14","114,23","11,29","4,51","2,78","22,49","-0,67","18,43","22,89","42,86"
61,20022,Berastegi,50.0,"21,32","0,00","203,62","43,40","0,00","10,25","0,00","3,00","99,18","25,50","-5,56","152,35","5,56","0,93","23,63","50,00","99,16","40,39","9,28","0,00","222,35","47,39","80,00","5,26","65,80","65,60","32,44","69,28","17,78","20,21","9,57","24,47","45,74","3,71","17,87","258,74","9,47","258,74","0,89","20,37","0,00","26,04","19,66","51,43","14,88","97,18","1,76","1.080,00","81,25","0,00","203,62","2,78","0,45","0,22","75,43","134,60","2,58","4,76","6,48","-5,56","1,61","7,72","7,68","23,51","18,31","5,43"
62,20074,Bergara,35.0,"12,16","0,00","190,54","41,60","2,05","2,86","11,27","3,00","98,90","74,34","-2,79","143,88","12,71","8,29","194,25","35,00","85,77","37,07","3,39","1,36","374,01","100,34","123,58","5,71","36,40","74,10","30,58","71,99","23,30","10,84","12,43","4,58","72,15","4,76","13,87","162,97","8,77","162,97","0,65","7,62","1,23","30,67","22,77","63,71","21,96","61,66","6,20","14.691,00","51,77","1,29","190,54","0,54","3,18","0,57","70,01","89,40","7,61","7,04","7,22","-2,79","6,96","6,45","-0,89","15,06","24,04","9,76"
63,48017,Bermeo,45.0,"2,91","8,21","9,98","44,20","2,94","3,22","0,88","3,00","100,00","42,77","-3,28","172,75","13,02","7,61","498,13","45,00","76,64","45,71","3,56","0,60","398,95","96,91","142,75","4,52","36,62","66,00","27,29","68,19","22,65","16,93","5,70","7,19","70,18","5,83","13,80","1,69","7,04","1,69","0,53","9,24","0,00","36,32","18,12","57,57","18,95","78,68","6,16","16.777,00","51,11","1,60","9,98","9,30","2,29","0,39","62,41","89,30","18,04","9,63","7,51","-3,28","14,63","23,16","-0,29","18,41","34,65","2,70"
64,1016,Bernedo,26.32,"15,94","0,00","469,57","47,50","0,00","0,00","0,00","3,00","98,36","27,47","-7,94","464,64","7,97","0,00","3,85","26,32","99,71","15,48","20,04","0,00","544,18","7,14","126,32","9,09","54,71","69,00","39,84","72,60","27,58","3,85","2,56","52,56","41,03","19,92","11,90","7,25","18,35","7,25","1,04","89,29","0,00","273,38","20,70","51,35","16,77","100,00","5,75","504,00","59,00","0,00","469,57","-1,98","0,65","19,06","58,17","112,30","2,40","34,78","3,97","-7,94","19,84","29,77","-13,25","26,05","27,15","63,49"
65,48018,Berriatua,75.0,"16,29","0,00","313,86","33,00","7,79","5,49","0,00","3,00","100,00","20,24","-6,45","169,87","4,89","3,26","64,91","75,00","96,12","15,63","0,00","0,00","299,13","54,24","0,00","5,26","40,00","67,80","23,62","71,41","22,08","9,60","23,20","16,00","51,20","7,33","15,79","215,45","8,09","215,45","0,92","27,40","0,00","0,00","16,32","53,64","18,84","96,51","12,49","1.241,00","69,29","0,00","313,86","20,95","1,45","0,94","72,59","118,30","4,40","10,90","4,03","-6,45","8,71","27,30","0,73","15,98","21,82","5,95"
66,48019,Berriz,60.0,"5,32","0,00","77,84","48,70","0,00","5,16","0,00","3,00","98,90","86,16","-3,83","157,11","6,38","3,40","157,82","60,00","84,15","39,59","2,12","2,13","276,91","74,31","0,00","3,97","43,85","69,80","24,04","69,49","19,94","10,00","23,00","5,50","61,50","4,89","17,27","137,83","10,45","137,83","0,71","2,98","0,00","0,00","20,60","56,94","17,62","94,61","6,43","4.695,00","74,20","0,42","77,84","4,05","2,60","0,71","62,42","100,00","29,62","32,16","7,24","-3,83","0,56","14,06","-1,34","12,09","19,70","14,67"
