,Código municipio,Municipio,2009_1,2017_2,2009_3,2009_4,2016_5,2009_6,2017_7,2009_8,2016_9,2013_10,2015_11,2017_12,2017_13,2017_14,2017_15,2017_16,2009_17,2001,2017_19,2016_20,2017_21,2005_22,2005_23,2016_24,2017_25,2005,2011_27,2017_28,2017_29,2017_30,2017_31,2017_32,2017_33,2017_34,2017_35,2017_36,2016_37,2013_38,2016_39,2016_40,2017_41,2016_42,2016_43,2016_44,2016_45,2016_46,2011_47,2017_48,2017_49,2011_50,2015_51,2009_52,2017_53,2017_54,2016_55,2016_56,2016_57,2009_58,2009_59,2017_60,2017_61,2006,2007,2017,2011_65,2016_66,2009_67
114,48045,Güeñes,26.32,"6,44","0,00","865,13","66,20","6,18","6,75","26,26","3,00","100,00","109,98","-2,84","172,92","8,24","4,35","161,15","26,32","89,87","53,61","4,51","1,50","316,41","38,66","105,80","4,55","39,09","66,60","28,03","63,47","19,64","14,54","5,73","5,95","73,79","6,00","15,50","20,76","9,18","20,76","0,63","3,74","6,43","19,80","20,05","59,38","18,53","92,57","5,83","6.686,00","78,80","1,20","865,13","1,05","2,55","0,53","65,80","83,10","2,96","4,33","8,08","-2,84","8,24","10,85","7,77","14,48","32,73","8,65"
115,1056,Harana/Valle de Arana,100.0,"8,51","0,00","229,73","30,70","0,00","0,00","0,00","3,00","98,36","3,88","-8,62","317,50","4,26","0,00","5,94","100,00","100,00","100,00","0,00","0,00","796,25","49,02","150,00","0,00","76,61","66,50","21,28","93,33","40,95","10,53","5,26","50,00","34,21","8,51","6,03","0,00","38,61","0,00","1,23","68,97","0,00","105,26","14,22","34,05","6,90","100,00","0,86","232,00","65,74","0,00","229,73","0,00","0,78","29,40","56,19","123,30","6,79","50,68","0,00","-8,62","12,14","31,49","-25,88","29,03","29,80","58,82"
116,20040,Hernani,71.43,"13,34","0,00","203,84","40,30","1,56","2,60","1,40","3,00","100,00","108,88","-2,50","163,95","10,58","6,55","501,45","71,43","83,96","32,62","3,55","1,50","406,99","89,75","116,43","3,40","19,00","70,20","33,59","65,55","19,79","16,39","13,49","2,33","67,78","5,64","14,84","49,27","5,10","49,27","0,65","7,15","0,00","35,37","21,07","63,08","20,20","77,65","6,15","20.003,00","69,57","1,47","203,84","6,75","6,16","2,48","65,36","82,20","10,89","15,56","6,70","-2,50","7,30","12,27","4,62","10,78","24,52","9,59"
117,20041,Hernialde,66.67,"3,14","0,00","94,83","44,60","0,00","0,00","0,00","3,00","99,18","23,26","0,00","175,13","0,00","0,00","73,94","66,67","98,51","70,00","0,00","0,00","179,15","23,35","0,00","0,00","52,75","71,10","22,01","58,29","19,05","30,00","5,00","25,00","40,00","6,29","15,87","264,38","0,00","264,38","0,95","0,00","0,00","0,00","15,36","54,27","20,14","100,00","2,86","315,00","86,98","0,00","94,83","12,70","0,63","0,00","49,06","133,50","14,29","5,75","6,35","0,00","4,50","6,66","-5,69","12,21","24,43","18,87"
118,20036,Hondarribia,25.0,"6,35","0,00","171,89","41,20","0,61","3,30","3,64","3,00","100,00","99,80","-0,41","176,46","8,53","5,35","572,88","25,00","92,31","45,44","3,54","1,76","241,23","33,99","135,02","4,81","42,00","72,90","25,53","69,93","21,37","12,54","3,79","4,81","78,86","7,76","14,96","98,76","4,74","98,76","0,69","75,55","4,16","56,55","16,68","70,04","29,25","89,78","5,30","17.049,00","72,04","1,42","171,89","-0,47","10,49","3,53","39,95","97,10","5,18","11,42","7,92","-0,41","1,34","3,20","5,07","8,65","22,26","5,13"
119,20042,Ibarra,57.14,"2,85","0,00","237,05","45,00","4,60","6,50","0,00","3,00","99,18","109,17","-1,19","154,31","7,36","3,32","816,96","57,14","86,57","30,62","4,72","0,00","298,64","52,48","0,00","3,67","17,16","71,10","24,44","74,12","22,57","16,09","18,39","5,36","60,15","3,08","15,82","106,75","4,70","106,75","0,66","0,00","0,00","0,00","21,02","56,25","18,45","98,96","7,04","4.191,00","85,28","0,00","237,05","4,53","9,84","1,56","43,08","84,40","16,00","5,52","7,16","-1,19","1,41","1,67","-1,92","11,17","17,14","17,43"
120,48048,Ibarrangelu,66.67,"24,77","0,00","192,18","35,30","32,57","6,93","0,00","3,00","100,00","21,70","-19,97","169,24","3,10","0,00","45,65","66,67","100,00","84,95","15,60","0,00","239,60","32,59","0,00","6,67","50,66","65,10","105,26","59,56","23,04","7,32","2,44","12,20","78,05","23,22","11,37","235,40","15,65","235,40","0,80","139,78","0,00","0,00","15,94","75,34","40,60","98,18","1,84","651,00","84,36","0,00","192,18","7,68","1,70","0,28","72,37","118,10","4,49","17,92","3,07","-19,97","16,52","21,54","9,78","13,91","23,38","48,39"
121,20043,Idiazabal,70.0,"38,19","0,00","247,68","52,70","4,42","6,19","2,21","3,00","99,18","34,01","0,43","152,63","8,25","4,34","78,63","70,00","97,67","22,78","4,34","8,68","225,84","44,33","25,00","5,13","36,20","66,40","14,32","79,86","21,22","11,54","15,38","12,64","60,44","3,47","19,14","68,90","8,67","68,90","0,86","18,66","0,00","24,54","20,05","60,84","20,99","98,86","5,38","2.304,00","73,28","0,43","247,68","1,74","2,00","0,41","65,43","104,60","13,42","18,58","6,94","0,43","1,85","10,00","5,35","24,13","30,00","8,65"
122,48094,Igorre,71.43,"3,79","0,00","190,14","44,20","2,36","3,96","2,12","3,00","98,90","72,43","0,00","171,32","13,73","8,29","249,03","71,43","90,24","20,89","2,38","4,70","261,18","41,31","0,00","3,82","41,79","74,90","27,00","62,25","18,63","10,81","10,54","7,03","71,62","6,16","16,21","182,08","11,77","182,08","0,71","2,35","0,00","0,00","22,02","60,89","20,26","93,96","9,60","4.251,00","66,78","0,48","190,14","4,23","3,91","1,76","67,55","93,50","15,98","20,05","8,23","0,00","0,80","6,90","4,52","14,27","19,67","11,24"
123,20044,Ikaztegieta,33.33,"8,28","0,00","300,00","81,20","42,55","13,67","40,43","3,00","99,18","34,65","0,00","155,51","0,00","2,07","233,17","33,33","97,18","30,11","0,00","0,00","748,15","36,37","100,00","11,11","52,75","65,30","26,92","67,13","18,83","8,16","28,57","10,20","53,06","4,14","16,11","20,94","0,00","20,94","0,69","0,00","50,21","0,00","19,17","63,51","18,48","100,00","6,69","478,00","85,56","0,00","300,00","8,37","5,46","0,98","45,37","105,40","11,49","21,28","6,28","0,00","0,70","6,43","5,05","16,67","20,00","27,78"
124,20045,Irun,16.13,"7,79","46,12","139,49","37,30","1,97","1,77","3,10","3,00","100,00","88,90","-3,01","176,78","14,06","9,22","1.476,96","16,13","74,97","45,81","3,90","3,23","318,36","42,77","121,53","3,41","42,00","72,10","43,71","66,67","21,02","15,40","6,36","0,74","77,49","5,65","14,45","125,87","4,74","125,87","0,67","14,26","0,79","28,38","19,47","63,32","20,23","57,12","9,07","61.855,00","48,06","1,72","139,49","1,52","13,65","1,10","50,53","83,60","2,26","1,69","7,05","-3,01","1,57","1,82","2,38","10,18","24,47","6,06"
125,20046,Irura,42.86,"18,29","0,00","234,62","27,00","0,00","5,45","0,00","3,00","99,18","158,81","10,42","149,45","5,54","4,99","628,62","42,86","78,41","25,02","5,60","5,49","221,55","31,61","0,00","4,35","52,75","77,10","23,28","60,33","10,04","13,66","20,50","0,62","65,22","3,33","23,42","142,81","0,00","142,81","0,75","0,00","0,00","0,00","24,91","69,59","22,69","100,00","8,17","1.823,00","85,96","0,56","234,62","5,49","10,00","1,72","66,21","90,50","0,31","0,63","15,91","10,42","0,05","4,88","43,54","13,81","12,33","9,04"
126,1027,Iruraiz-Gauna,31.82,"57,47","0,00","542,07","33,90","0,00","0,00","88,06","3,00","100,00","19,29","-13,21","167,08","1,92","1,92","11,26","31,82","100,00","90,29","0,00","0,00","234,50","17,13","0,00","11,11","47,43","64,70","9,58","53,62","17,17","5,97","4,48","64,18","25,37","3,83","12,26","27,10","0,00","27,10","1,06","0,00","0,00","0,00","23,67","61,74","20,91","100,00","3,21","530,00","84,17","0,00","542,07","1,89","1,70","57,31","35,52","157,50","1,36","17,61","3,77","-13,21","5,02","18,51","9,73","22,01","36,52","131,58"
127,1901,Iruña Oka/Iruña de Oca,50.0,"18,37","0,00","103,94","31,20","0,00","4,03","0,00","3,00","100,00","81,44","0,92","312,00","3,67","2,75","61,52","50,00","97,73","20,17","3,06","6,13","431,76","24,07","178,38","4,30","7,04","79,60","34,59","56,10","11,52","11,79","13,01","7,32","67,89","3,67","19,91","267,87","6,44","267,87","1,04","2,45","0,00","98,40","20,77","61,57","15,92","91,21","6,50","3.264,00","78,74","0,31","103,94","18,69","6,23","26,59","51,66","114,50","0,76","6,73","6,13","0,92","2,53","11,93","26,17","18,53","19,44","9,40"
128,48049,Ispaster,25.0,"7,00","0,00","187,13","51,10","0,00","0,00","46,41","3,00","100,00","12,14","0,00","177,34","2,80","2,80","30,87","25,00","100,00","66,67","0,00","0,00","235,93","67,23","25,00","11,11","42,00","69,20","5,60","77,39","22,38","8,33","8,33","27,08","56,25","11,20","18,27","457,93","0,00","457,93","0,82","86,40","0,00","25,32","16,69","59,39","23,11","100,00","4,67","706,00","86,90","0,00","187,13","9,92","0,70","0,92","79,49","131,90","5,77","4,49","9,92","0,00","19,82","25,61","12,24","25,40","24,28","23,53"
129,20047,Itsasondo,50.0,"16,92","0,00","234,49","44,40","0,00","11,41","7,56","3,00","99,18","33,42","4,67","128,01","3,08","0,00","71,81","50,00","97,94","23,92","15,20","0,00","243,42","38,17","0,00","11,11","23,90","62,00","18,46","73,51","19,16","19,05","21,43","7,14","52,38","4,62","18,85","119,73","0,00","119,73","0,77","70,09","0,00","0,00","19,82","56,64","17,52","97,92","7,32","642,00","86,97","0,00","234,49","10,90","1,45","0,34","78,19","94,60","21,49","39,33","12,46","4,67","0,72","10,00","5,25","16,31","40,00","17,24"
130,48910,Iurreta,100.0,"19,24","0,00","238,98","43,50","2,62","8,59","13,12","3,00","98,90","53,23","-6,01","176,78","8,40","8,94","194,06","100,00","89,62","23,61","2,69","13,67","209,01","44,92","0,00","5,41","47,06","66,60","48,50","69,12","23,84","12,57","21,51","5,87","60,06","4,61","13,29","-67,79","2,64","-67,79","0,91","0,00","0,00","0,00","18,48","53,34","16,56","89,80","7,35","3.658,00","80,79","1,34","238,98","4,10","5,33","0,48","55,86","86,00","9,09","13,12","7,65","-6,01","0,49","10,99","-4,84","13,22","32,34","4,58"
131,48050,Izurtza,100.0,"12,77","0,00","355,56","49,10","0,00","28,37","0,00","3,00","98,90","54,55","-4,33","178,91","4,26","8,51","52,98","100,00","98,57","18,23","0,00","43,29","200,57","63,83","0,00","0,00","77,34","63,20","97,87","46,20","17,75","10,00","35,00","5,00","50,00","8,51","12,12","781,44","0,00","781,44","1,16","0,00","0,00","0,00","24,78","68,26","24,78","100,00","3,90","231,00","78,33","0,00","355,56","86,58","4,50","1,15","68,58","122,00","19,08","92,59","0,00","-4,33","2,18","11,79","-5,71","13,91","48,72","68,97"
132,48022,Karrantza Harana/Valle de Carranza,83.33,"6,61","0,00","96,91","68,00","0,00","3,08","0,00","3,00","100,00","38,41","-5,15","835,89","9,18","5,14","19,69","83,33","99,86","81,44","3,66","3,68","350,88","34,92","81,82","4,35","27,84","65,30","41,87","69,18","27,49","6,74","3,11","50,26","39,90","12,12","10,42","190,35","10,74","190,35","0,91","65,51","0,00","88,35","17,30","49,32","13,09","93,69","2,47","2.717,00","50,93","0,37","96,91","1,84","0,26","0,14","39,07","110,50","16,81","14,36","9,20","-5,15","11,60","34,88","-3,52","23,00","47,46","7,87"
133,48907,Kortezubi,50.0,"6,71","0,00","95,47","43,20","0,00","9,84","0,00","3,00","100,00","21,28","2,25","173,43","4,47","2,24","37,65","50,00","99,38","54,29","0,00","0,00","221,56","39,94","0,00","0,00","70,30","66,60","58,17","72,48","20,45","0,00","2,63","36,84","60,53","8,95","17,30","123,52","0,00","123,52","0,80","22,47","0,00","0,00","19,63","65,97","28,27","96,67","2,47","445,00","86,26","0,00","95,47","13,48","0,27","2,28","67,77","135,10","12,82","11,93","4,49","2,25","11,26","16,28","10,42","18,18","41,78","17,86"
134,1019,Kripan,87.5,"0,00","0,00","641,03","47,40","0,00","35,95","0,00","3,00","100,00","0,00","0,00","168,49","0,00","0,00","14,71","87,50","98,68","100,00","0,00","0,00","333,11","37,13","0,00","0,00","10,68","64,20","91,89","84,00","26,09","0,00","6,25","78,12","15,62","5,41","14,13","65,34","53,19","65,34","0,79","0,00","0,00","0,00","18,13","50,29","13,45","81,82","2,17","184,00","68,06","0,00","641,03","5,43","1,18","59,63","22,70","109,50","13,51","102,56","5,43","0,00","13,16","39,94","0,00","28,23","17,09","28,57"
135,1020,Kuartango,100.0,"64,86","0,00","523,94","36,30","28,17","17,73","0,00","3,00","100,00","22,36","-2,69","269,29","0,00","2,70","4,42","100,00","100,00","100,00","0,00","0,00","499,71","19,66","0,00","0,00","76,79","64,50","24,32","58,30","24,73","2,44","2,44","53,66","41,46","5,41","10,48","792,68","0,00","792,68","1,22","21,51","0,00","0,00","21,39","58,13","18,67","100,00","2,42","372,00","85,21","0,00","523,94","13,44","0,79","17,98","53,40","148,80","1,42","28,17","8,06","-2,69","7,88","22,97","3,91","16,20","35,14","107,14"
136,1028,Labastida/Bastida,50.0,"12,35","0,00","501,70","38,00","0,00","7,48","0,00","3,00","98,36","32,28","1,38","366,71","6,86","1,37","37,97","50,00","83,98","59,51","6,85","6,88","400,56","11,49","0,00","7,32","57,56","63,90","34,32","68,87","18,98","8,52","14,20","32,39","44,89","16,47","16,64","15,93","6,72","15,93","0,83","104,54","0,00","0,00","18,76","57,11","16,87","96,36","10,18","1.454,00","58,27","0,00","501,70","2,06","2,61","39,02","25,70","105,40","19,98","110,13","8,94","1,38","2,44","28,75","-1,42","12,07","16,80","12,88"
137,1030,Lagrán,53.33,"23,95","0,00","1.252,81","64,80","0,00","0,00","0,00","3,00","98,36","15,15","-12,05","326,54","0,00","0,00","3,66","53,33","99,22","100,00","0,00","0,00","312,34","17,24","0,00","0,00","84,23","67,50","11,98","82,42","36,75","8,00","4,00","48,00","40,00","11,98","6,63","93,02","0,00","93,02","1,02","30,12","0,00","0,00","22,89","50,00","12,65","100,00","0,60","166,00","69,86","0,00","1.252,81","-12,05","0,63","16,13","71,00","101,40","1,18","16,85","0,00","-12,05","21,44","30,23","-14,43","6,70","19,63","333,33"
138,1032,Lanciego/Lantziego,100.0,"11,82","0,00","362,07","35,30","0,00","7,35","0,00","3,00","100,00","18,87","-11,89","369,54","4,43","1,48","27,66","100,00","99,64","65,28","14,68","0,00","689,23","8,31","0,00","4,76","33,72","63,60","26,59","78,04","24,96","8,84","24,49","40,14","26,53","8,86","14,86","63,64","14,68","63,64","0,78","5,94","0,00","0,00","10,75","46,71","13,64","91,49","12,78","673,00","50,62","0,00","362,07","13,37","1,84","60,83","6,25","103,10","11,72","43,10","4,46","-11,89","9,63","43,16","-2,04","23,94","16,27","12,50"
139,48051,Lanestosa,75.0,"3,75","0,00","720,59","41,70","0,00","0,00","0,00","1,00","100,00","4,95","-18,66","433,45","3,75","3,75","235,09","75,00","99,30","56,86","0,00","0,00","245,01","30,39","100,00","0,00","27,84","62,90","3,75","57,65","24,63","15,38","3,85","30,77","50,00","14,98","9,33","123,14","37,59","123,14","0,80","0,00","93,28","0,00","13,64","45,83","14,02","100,00","3,73","268,00","60,22","0,00","720,59","-7,46","14,65","0,00","41,23","111,10","1,34","7,35","7,46","-18,66","0,00","43,73","-8,84","13,78","37,57","45,45"
140,1902,Lantarón,100.0,"34,68","0,00","12,54","45,20","0,00","5,62","0,00","2,00","98,36","13,85","-3,34","239,78","1,12","3,36","13,28","100,00","100,00","22,71","0,00","11,12","293,27","10,65","0,00","0,00","53,72","63,90","31,32","59,68","22,58","6,14","21,05","39,47","33,33","10,07","11,23","289,87","0,00","289,87","1,02","44,49","0,00","0,00","23,83","56,57","13,73","90,38","5,90","899,00","69,81","1,13","12,54","4,45","3,13","54,12","27,81","106,00","2,46","51,20","6,67","-3,34","6,60","28,33","-6,74","26,56","54,31","103,45"
141,1033,Lapuebla de Labarca,0.0,"4,67","0,00","420,32","41,10","0,00","0,00","0,00","3,00","100,00","84,75","0,00","362,22","5,84","1,17","143,41","0,00","98,44","55,37","11,74","0,00","522,21","7,98","0,00","6,90","48,35","63,10","32,71","66,80","20,95","2,98","26,79","49,40","20,83","10,51","14,90","69,22","23,23","69,22","0,82","26,78","0,00","0,00","11,68","49,42","15,53","72,22","10,24","859,00","46,99","0,00","420,32","-6,98","7,20","60,60","5,51","109,60","1,13","5,77","15,13","0,00","13,09","40,90","-2,61","22,22","42,58","9,26"
142,48052,Larrabetzu,75.0,"13,22","0,00","287,95","43,90","0,00","5,56","0,00","3,00","99,45","76,76","2,95","174,93","4,41","0,00","94,52","75,00","97,69","28,35","4,88","0,00","277,45","40,82","0,00","6,06","41,29","72,90","26,92","67,77","17,05","8,39","9,68","10,97","70,97","6,85","18,67","171,51","9,89","171,51","0,78","5,90","0,00","0,00","15,74","71,36","33,43","100,00","2,16","2.035,00","84,40","0,00","287,95","3,44","1,24","0,98","64,84","110,70","16,67","14,08","9,83","2,95","1,34","4,03","16,82","17,12","31,13","15,87"
143,20048,Larraul,100.0,"8,10","0,00","335,97","52,20","0,00","6,65","0,00","3,00","99,18","19,05","4,02","203,88","0,00","0,00","44,70","100,00","100,00","42,31","0,00","0,00","270,85","49,98","0,00","0,00","45,12","70,40","0,00","66,00","10,44","17,24","6,90","27,59","48,28","4,05","22,09","152,02","0,00","152,02","0,88","0,00","0,00","0,00","20,09","59,35","20,09","100,00","0,40","249,00","86,44","0,00","335,97","16,06","0,61","0,36","60,14","172,30","26,32","39,53","12,05","4,02","5,37","11,93","19,71","18,10","24,53","15,62"
144,20902,Lasarte-Oria,100.0,"5,73","29,81","236,90","51,90","0,00","2,14","2,07","3,00","100,00","98,27","-0,22","165,43","8,92","5,51","3.121,31","100,00","67,67","43,70","3,86","0,55","319,03","87,18","131,88","3,08","27,50","75,00","17,35","71,83","23,89","18,22","5,00","1,19","75,59","5,45","14,01","64,15","5,53","64,15","0,60","9,69","0,00","15,90","19,90","56,52","17,86","88,07","7,00","18.166,00","77,43","1,27","236,90","7,76","16,92","1,72","27,84","79,30","29,83","16,86","8,53","-0,22","1,01","11,03","3,26","9,14","15,13","10,46"
145,1036,Laudio/Llodio,45.16,"3,47","0,00","170,90","38,40","3,26","1,41","3,26","3,00","100,00","94,27","-0,22","160,00","10,40","7,43","484,58","45,16","77,04","31,03","3,84","1,10","422,59","24,96","115,38","4,60","50,19","72,60","29,49","69,74","24,75","10,19","8,34","3,52","77,94","5,06","12,57","96,51","7,05","96,51","0,59","2,10","0,88","13,81","19,96","58,38","19,08","67,26","4,29","18.133,00","55,56","1,59","170,90","3,14","5,70","2,54","69,00","86,60","14,93","13,03","8,77","-0,22","4,26","13,05","-1,44","12,38","24,04","8,70"
146,48053,Laukiz,60.0,"5,91","0,00","65,83","35,70","0,00","3,91","0,00","3,00","100,00","88,24","-2,52","172,19","1,69","1,69","146,91","60,00","100,00","77,17","8,47","0,00","197,18","41,12","0,00","4,17","66,88","70,80","27,00","72,97","19,16","14,94","1,15","6,90","77,01","7,59","16,13","71,86","0,00","71,86","0,92","20,17","0,00","0,00","13,83","79,12","40,92","99,02","3,70","1.190,00","85,59","0,00","65,83","8,40","6,30","0,49","36,54","176,70","4,43","22,54","7,56","-2,52","6,48","9,32","19,36","10,00","14,31","5,32"
147,20049,Lazkao,66.67,"3,96","66,87","217,28","51,60","1,87","2,52","3,55","3,00","99,18","112,41","0,18","152,11","7,75","3,60","479,64","66,67","90,72","48,70","3,61","1,80","213,55","26,45","135,19","8,11","32,60","71,00","21,08","68,97","18,47","18,53","14,71","3,24","63,53","5,05","17,29","110,38","7,32","110,38","0,69","10,61","0,00","105,16","21,61","59,67","19,86","94,78","8,58","5.559,00","76,76","0,72","217,28","4,86","6,94","0,43","63,68","88,00","6,34","10,28","8,99","0,18","2,27","10,04","6,84","12,06","15,67","5,77"
148,20050,Leaburu,66.67,"16,48","0,00","12,66","38,50","0,00","9,90","0,00","3,00","99,18","102,70","2,75","206,13","0,00","0,00","108,68","66,67","98,44","37,64","0,00","0,00","427,21","86,02","0,00","0,00","52,75","60,60","32,97","72,86","20,39","27,03","18,92","2,70","51,35","5,49","18,18","294,54","0,00","294,54","0,97","0,00","0,00","0,00","18,24","48,11","11,64","93,10","8,26","363,00","81,58","2,75","12,66","19,28","2,99","0,30","54,19","101,20","20,34","30,38","5,51","2,75","2,15","3,85","-5,47","19,35","49,74","28,99"
149,20051,Legazpi,92.0,"2,60","36,72","206,70","53,40","1,15","4,64","5,74","3,00","99,20","43,93","-4,62","153,48","11,23","6,03","200,33","92,00","71,51","29,79","4,71","1,19","338,35","67,33","116,22","4,39","40,20","76,50","17,14","74,92","24,89","14,34","11,75","4,18","69,72","4,37","13,83","116,34","6,97","116,34","0,66","6,28","0,95","49,05","18,27","57,86","19,64","83,60","3,63","8.438,00","57,58","1,06","206,70","0,59","2,92","0,31","79,13","85,10","10,40","13,99","7,23","-4,62","9,88","3,31","-2,12","13,62","32,33","12,48"
150,20052,Legorreta,22.22,"15,30","0,00","265,37","34,40","0,00","4,63","20,05","3,00","99,18","34,82","-2,09","201,09","8,34","2,09","166,63","22,22","92,73","32,70","6,93","6,98","316,33","58,79","130,00","4,65","26,20","61,60","26,43","75,83","22,33","12,50","12,50","3,41","71,59","7,65","15,42","176,05","6,81","176,05","0,68","6,98","6,98","0,00","20,00","55,67","19,09","97,52","7,61","1.433,00","80,31","0,00","265,37","0,70","2,86","1,16","71,74","93,70","3,56","6,68","9,07","-2,09","0,58","7,75","-0,42","16,81","32,39","8,93"
151,1058,Legutio,75.0,"42,28","0,00","222,63","45,50","0,00","5,33","0,00","3,00","100,00","45,03","2,22","501,16","5,64","2,25","39,17","75,00","100,00","24,41","5,72","0,00","351,58","9,30","0,00","5,17","44,45","73,60","49,04","57,76","17,17","6,79","37,86","5,71","49,64","7,33","16,83","57,58","11,74","57,58","0,99","21,11","0,00","0,00","20,11","60,78","21,42","97,56","5,94","1.800,00","73,21","0,00","222,63","32,22","6,84","3,79","46,51","109,30","0,42","7,91","8,33","2,22","0,87","13,34","13,42","15,76","20,02","21,01"
152,20068,Leintz-Gatzaga,20.0,"55,79","0,00","267,18","38,30","0,00","0,00","133,59","3,00","98,90","16,26","8,66","107,42","4,29","0,00","15,71","20,00","98,36","100,00","0,00","0,00","238,56","48,90","0,00","0,00","20,56","59,50","12,88","59,31","19,48","0,00","5,00","25,00","70,00","21,46","13,42","324,88","0,00","324,88","0,88","294,37","0,00","0,00","27,93","68,47","21,62","100,00","5,19","231,00","83,20","0,00","267,18","8,66","0,16","0,07","82,99","102,10","21,74","19,08","8,66","8,66","6,21","9,84","-7,60","20,14","22,22","54,05"
153,48054,Leioa,42.5,"7,12","79,96","109,44","46,80","0,66","2,73","0,73","3,00","99,45","132,85","1,51","171,76","11,28","8,99","3.754,15","42,50","62,73","28,14","2,92","1,28","366,69","42,13","130,70","6,72","42,59","76,30","27,43","61,61","18,32","11,14","4,21","0,55","84,10","5,38","14,99","111,53","5,21","111,53","0,63","6,92","0,51","37,10","16,60","71,30","31,50","70,50","4,61","31.197,00","79,06","1,33","109,44","3,49","32,41","5,66","5,78","84,90","13,52","11,96","8,78","1,51","3,04","6,11","6,78","8,75","8,97","8,96"
154,48057,Lekeitio,100.0,"2,36","38,52","160,93","39,50","6,72","2,86","0,81","3,00","100,00","60,43","-5,26","172,55","15,68","9,16","3.971,43","100,00","79,33","65,78","4,18","0,00","266,95","66,42","81,11","7,28","42,00","64,90","35,39","72,10","24,09","11,89","4,88","3,82","79,41","9,58","13,53","-6,60","6,84","-6,60","0,50","18,54","0,14","51,12","17,84","62,85","25,69","86,52","5,06","7.228,00","66,37","1,11","160,93","8,02","29,51","0,55","11,54","82,00","4,03","3,23","5,67","-5,26","17,88","29,03","-2,30","11,02","27,34","5,04"
155,48055,Lemoa,14.29,"6,80","0,00","322,69","32,20","3,10","2,53","3,41","3,00","98,90","70,65","1,98","173,11","7,08","3,68","229,03","14,29","88,44","30,32","2,84","2,83","283,08","62,53","0,00","4,26","50,16","72,10","37,69","60,05","16,78","14,29","16,79","1,43","67,50","3,68","17,06","132,29","11,39","132,29","0,78","0,00","0,00","0,00","23,49","62,11","19,70","96,43","7,22","3.534,00","81,59","0,28","322,69","2,83","5,18","0,26","65,91","87,90","9,59","23,25","10,19","1,98","0,19","2,71","19,07","17,18","35,56","9,05"
156,48056,Lemoiz,25.0,"14,62","0,00","248,29","42,80","0,00","1,54","0,00","3,00","100,00","71,43","4,83","170,30","2,44","0,00","66,97","25,00","96,33","77,78","8,20","0,00","214,26","40,13","0,00","2,22","21,63","68,50","30,87","55,18","14,56","10,84","0,00","24,10","65,06","9,75","17,14","98,41","0,00","98,41","0,69","15,29","0,00","0,00","18,12","76,32","33,79","98,84","1,93","1.243,00","86,30","0,00","248,29","0,80","4,75","0,97","59,05","95,00","1,52","11,73","11,26","4,83","12,24","19,32","25,43","10,39","21,93","12,90"
157,1034,Leza,60.0,"43,27","0,00","754,24","44,00","0,00","0,00","0,00","3,00","100,00","16,13","-9,85","381,39","9,62","4,81","21,19","60,00","100,00","84,38","0,00","0,00","303,43","10,21","0,00","0,00","78,85","68,50","33,65","86,24","28,57","2,78","27,78","36,11","33,33","19,23","13,79","0,90","48,31","0,90","0,83","49,26","0,00","0,00","18,37","51,53","12,76","83,33","12,32","203,00","67,35","0,00","754,24","-44,33","1,38","58,98","19,21","99,50","9,03","59,32","14,78","-9,85","13,31","32,19","-11,74","36,97","40,35","37,04"
158,48081,Lezama,100.0,"14,21","0,00","161,14","29,30","0,00","3,25","0,00","3,00","99,45","63,65","5,02","173,94","7,11","5,85","146,00","100,00","93,80","33,83","4,18","0,00","222,37","29,46","0,00","3,85","35,87","71,40","42,64","66,32","18,79","13,08","8,88","11,21","66,82","7,53","15,82","118,58","4,11","118,58","0,80","19,67","0,00","0,00","17,23","68,13","30,40","100,00","3,89","2.390,00","83,14","0,42","161,14","8,37","2,05","1,34","56,32","115,80","3,53","6,40","11,72","5,02","2,48","10,81","-0,87","17,24","23,05","7,63"
159,20053,Lezo,88.24,"9,18","0,00","187,88","37,10","1,67","4,94","3,34","3,00","100,00","94,60","-2,49","179,67","5,67","4,51","711,33","88,24","86,80","32,56","3,36","3,32","312,72","60,14","87,50","4,70","48,60","66,90","28,70","56,01","16,71","22,12","16,55","2,88","58,45","6,84","14,39","86,49","8,32","86,49","0,84","8,63","0,00","7,94","23,12","61,66","16,21","96,82","3,90","6.025,00","81,24","1,01","187,88","0,00","10,54","1,42","41,09","76,70","8,95","11,36","6,14","-2,49","0,72","12,09","0,99","9,70","15,42","8,81"
160,20054,Lizartza,20.0,"13,33","0,00","251,13","71,30","0,00","8,12","0,00","3,00","99,18","60,32","-5,03","166,15","1,67","0,00","49,22","20,00","98,67","35,02","0,00","0,00","247,82","40,21","0,00","10,53","52,75","59,00","10,00","75,07","21,61","12,50","22,92","16,67","47,92","8,33","16,75","12,34","15,62","12,34","0,85","48,58","0,00","0,00","16,90","45,37","14,06","100,00","5,86","597,00","78,04","0,00","251,13","11,73","1,29","0,33","73,95","100,00","3,31","7,56","5,03","-5,03","4,40","5,96","-2,13","26,33","23,68","10,20"
