,Código municipio,Municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009,2011_partic,estado_animo,satisfaccion_ocio,valor_vida,satisfaccion_vida
178,20056,Mutriku,84.62,"9,40","0,00","171,28","35,70","9,96","2,81","0,00","3,00","98,90","0,00","0,00","157,31","13,05","8,03","176,56","84,62","89,42","48,94","3,98","4,02","258,97","27,23","97,92","5,42","36,10","66,20","21,00","55,11","17,75","18,10","10,68","14,33","71,22","7,23","13,36","365,10","7,97","365,10","0,59","199,96","0,00","53,33","16,86","52,50","17,75","94,53","4,66","4.979,00","72,08","1,00","171,28","9,84","1,37","0,46","68,05","90,30","5,19","3,98","11,80","0,00","2,89","7,56","3,75","2,42","9,76","4,24",2,2,1,1,2
179,48067,Muxika,100.0,"35,37","0,00","191,00","44,40","0,00","8,39","0,00","3,00","98,90","0,00","-5,44","196,87","5,43","6,11","29,46","100,00","100,00","31,59","6,82","6,79","270,75","42,12","85,00","6,00","65,29","64,00","55,10","61,69","23,29","18,69","12,15","17,89","69,16","8,83","11,95","111,97","0,00","111,97","0,80","38,88","0,00","118,34","13,77","55,98","20,99","97,37","2,92","1.473,00","82,08","0,00","191,00","4,75","0,35","0,32","75,22","123,58","0,57","0,68","10,88","-5,44","7,04","11,96","7,21","3,58","26,85","16,04",1,1,2,2,1
180,48909,Nabarniz,50.0,"8,58","0,00","170,94","67,20","42,74","3,28","0,00","1,00","98,90","0,00","4,29","174,04","0,00","0,00","18,93","50,00","100,00","47,06","0,00","0,00","208,62","55,92","0,00","0,00","41,51","67,00","12,88","58,22","20,35","25,00","0,00","25,00","75,00","17,32","12,55","321,99","0,00","321,99","0,59","0,00","0,00","0,00","16,11","54,98","19,43","100,00","0,87","231,00","84,82","4,27","170,94","-4,33","0,61","0,49","68,69","169,97","2,70","8,55","8,58","4,29","17,83","22,59","-0,43","19,81","44,20","100,00",1,1,2,2,1
181,1041,Navaridas,50.0,"0,00","0,00","568,72","57,40","0,00","0,00","94,79","2,00","99,73","0,00","4,76","395,73","4,78","0,00","23,48","50,00","100,00","60,00","0,00","0,00","487,77","4,30","0,00","0,00","57,08","62,40","42,86","83,33","25,84","11,54","65,38","45,83","23,08","14,35","13,88","169,35","47,39","169,35","0,81","94,79","0,00","0,00","13,57","44,22","14,07","94,74","7,66","209,00","47,62","4,74","568,72","-28,71","0,81","76,18","4,49","115,47","1,39","4,74","9,52","4,76","15,84","34,72","-2,79","9,29","32,89","66,67",2,2,2,2,2
182,20063,Oiartzun,100.0,"24,39","0,00","238,06","33,70","2,01","2,36","7,04","3,00","99,73","0,00","3,02","213,42","14,25","12,73","164,90","100,00","86,94","32,49","4,02","6,06","339,64","66,93","98,53","7,42","48,60","72,50","57,05","54,59","14,50","20,64","12,70","5,04","66,67","7,88","16,12","328,46","8,04","328,46","1,01","65,15","0,40","42,55","16,55","59,78","20,44","97,51","2,44","9.894,00","67,55","0,90","238,06","0,81","3,61","0,38","55,45","102,76","8,76","19,10","9,37","3,02","1,93","12,52","9,27","10,40","12,33","9,86",2,2,1,1,2
183,1042,Okondo,16.67,"14,52","0,00","257,17","32,40","8,96","4,12","0,00","3,00","100,00","41,54","-9,07","135,02","2,76","0,92","36,35","16,67","96,91","38,89","8,96","0,00","398,32","14,21","95,45","1,96","65,17","69,80","39,02","53,75","16,28","28,57","10,99","21,30","60,44","8,28","15,18","-59,28","8,96","-59,28","0,76","0,00","0,00","123,60","20,56","56,15","16,43","100,00","3,59","1.087,00","76,46","0,90","257,17","8,28","1,10","1,00","77,32","117,79","21,65","63,62","8,17","-9,07","12,99","20,67","30,81","8,67","15,36","25,16",1,2,2,2,2
184,20058,Olaberria,100.0,"20,88","0,00","754,22","47,00","10,55","5,66","0,00","3,00","96,71","0,00","1,04","855,54","13,43","17,56","140,29","100,00","94,97","15,30","10,55","30,99","294,56","80,12","0,00","8,11","30,10","65,70","59,50","78,27","27,69","11,54","19,23","12,50","69,23","11,36","11,57","1.373,87","0,00","1.373,87","1,16","83,33","0,00","0,00","18,82","47,04","13,94","100,00","7,02","968,00","65,07","2,11","754,22","-4,13","7,46","1,59","52,61","109,26","3,88","21,10","7,31","1,04","0,73","7,83","-0,92","20,97","17,14","17,86",1,2,1,1,2
185,48073,Ondarroa,23.08,"4,27","78,47","87,85","45,10","4,52","2,49","0,00","3,00","98,90","0,00","-2,59","182,49","15,36","9,19","2.060,28","23,08","75,00","62,64","4,52","1,12","308,19","106,18","90,74","6,71","40,00","62,70","22,84","59,62","21,78","12,52","6,19","4,92","81,30","6,28","11,40","156,95","10,16","156,95","0,49","6,44","0,00","27,33","13,65","48,41","15,26","77,88","6,20","8.921,00","58,27","1,02","87,85","0,11","13,26","1,15","54,27","78,07","21,78","14,11","7,99","-2,59","5,44","28,42","-10,91","11,14","18,64","5,97",2,1,2,2,1
186,20076,Ordizia,52.94,"8,83","36,99","160,89","40,60","4,10","2,34","1,13","3,00","96,71","6,56","-0,10","153,84","16,13","9,97","1.707,37","52,94","77,49","46,73","4,10","0,00","372,26","72,98","87,50","4,23","51,70","69,80","38,17","62,47","18,31","31,92","3,79","1,08","64,29","5,45","15,42","296,87","9,22","296,87","0,56","0,00","0,00","40,13","17,88","59,43","19,28","67,45","12,58","9.732,00","71,88","1,13","160,89","13,36","11,33","0,70","55,61","84,51","10,06","6,66","9,24","-0,10","0,88","10,11","7,10","15,80","21,87","3,91",2,2,1,1,2
187,20905,Orendain,50.0,"5,35","0,00","403,14","34,60","104,71","0,00","0,00","3,00","96,71","0,00","21,39","334,31","0,00","0,00","29,05","50,00","98,04","100,00","0,00","0,00","407,51","132,43","0,00","12,50","38,20","66,90","10,70","67,89","21,86","0,00","12,50","55,00","87,50","10,93","14,75","-20,18","0,00","-20,18","0,71","0,00","0,00","0,00","13,94","49,70","18,79","100,00","1,64","183,00","84,52","5,24","403,14","5,46","0,84","0,48","67,78","132,77","9,43","26,18","32,09","21,39","5,55","9,75","20,39","32,39","14,56","30,30",1,2,1,1,2
188,20060,Orexa,100.0,"8,20","0,00","390,24","45,30","81,30","0,00","0,00","1,00","96,71","0,00","32,79","277,61","8,26","0,00","20,86","100,00","100,00","70,59","0,00","0,00","379,29","119,36","0,00","0,00","45,47","59,70","8,20","57,14","13,22","0,00","10,00","42,86","90,00","16,53","20,66","63,97","0,00","63,97","0,81","0,00","0,00","0,00","15,31","52,04","15,31","100,00","0,00","121,00","77,78","0,00","390,24","-16,53","0,67","0,00","78,28","129,29","66,67","211,38","32,79","32,79","9,68","11,24","53,16","43,48","24,14","0,00",1,2,1,1,2
189,20061,Orio,100.0,"9,24","0,00","215,08","29,30","1,94","2,74","7,19","3,00","98,90","13,53","6,68","158,45","13,13","6,37","512,86","100,00","79,09","72,72","3,89","1,99","234,08","43,46","8,33","3,90","41,10","72,60","33,81","54,03","14,96","25,42","7,26","6,56","67,31","8,16","16,08","-543,80","9,71","-543,80","0,56","167,09","0,00","15,36","17,34","58,13","18,27","96,28","5,39","5.026,00","75,05","1,36","215,08","11,74","4,29","1,84","27,96","94,04","19,52","15,93","12,19","6,68","0,19","16,67","16,69","7,39","9,16","9,48",1,2,1,1,2
190,20062,Ormaiztegi,33.33,"18,93","0,00","341,17","39,20","0,00","3,52","68,23","3,00","96,71","0,00","0,76","156,78","8,31","1,51","191,74","33,33","86,67","17,13","7,58","0,00","239,02","28,57","0,00","3,28","56,40","69,00","37,85","54,56","15,50","14,41","15,32","4,35","70,27","6,80","16,10","134,88","15,16","134,88","0,81","18,95","0,00","0,00","19,88","62,55","17,31","98,97","8,01","1.323,00","62,99","0,00","341,17","5,29","4,84","0,72","72,75","102,76","5,09","12,89","11,36","0,76","2,70","4,34","12,50","16,22","19,30","9,57",1,2,1,1,2
191,48075,Orozko,90.0,"18,70","0,00","317,26","37,90","4,16","4,21","0,00","1,00","100,00","0,00","4,15","172,86","4,57","2,91","23,46","90,00","89,42","39,85","4,16","8,30","226,21","42,47","98,29","6,49","48,71","69,60","34,07","62,55","19,14","19,30","12,28","23,87","68,42","8,30","16,48","-270,82","16,63","-270,82","0,80","23,70","30,77","93,07","16,80","58,56","21,79","94,19","4,07","2.409,00","72,98","0,83","317,26","2,08","0,53","0,64","71,24","110,18","8,78","19,96","12,46","4,15","4,76","14,35","22,72","36,31","19,66","14,56",1,1,2,2,1
192,48083,Ortuella,33.33,"8,26","0,00","243,03","41,40","2,37","1,49","4,15","3,00","98,08","0,00","-5,07","183,38","10,56","5,63","1.106,49","33,33","91,08","27,39","3,56","1,17","445,75","58,15","80,00","3,15","37,64","61,50","37,86","52,77","18,18","24,12","11,14","1,32","64,74","6,81","12,37","159,21","7,11","159,21","0,70","4,51","0,00","76,48","20,29","53,12","13,74","93,92","1,21","8.520,00","82,74","1,07","243,03","1,17","8,53","2,60","11,95","73,22","10,96","8,54","7,08","-5,07","0,14","6,37","-3,08","12,00","24,89","9,61",2,1,2,2,1
193,48072,Otxandio,66.67,"4,80","0,00","285,26","54,50","0,00","4,63","19,70","2,00","99,70","36,42","-0,80","239,73","7,31","2,44","99,35","66,67","100,00","25,79","7,88","8,12","294,09","46,59","55,00","3,12","44,45","63,90","30,38","57,95","20,54","13,64","16,67","14,29","69,70","8,93","12,58","-199,35","7,88","-199,35","0,58","3,15","0,00","78,74","19,15","56,57","20,45","96,91","7,14","1.232,00","74,32","0,00","285,26","6,49","2,81","0,48","34,27","91,51","5,16","14,18","9,59","-0,80","4,76","18,71","21,26","16,60","27,70","24,10",1,1,2,2,1
194,1043,Oyón-Oion,80.0,"4,69","0,00","200,25","32,00","3,08","2,58","0,00","2,00","99,73","2,50","10,32","339,27","4,44","2,86","69,69","80,00","86,25","32,54","3,08","3,17","363,83","11,52","89,58","5,63","41,03","72,70","37,21","60,06","15,52","21,63","25,08","16,02","53,29","4,76","17,59","276,04","24,65","276,04","0,74","19,72","6,16","57,14","15,33","50,58","15,33","92,56","9,65","3.150,00","50,42","0,31","200,25","23,81","3,35","57,48","8,58","94,75","1,32","6,16","17,20","10,32","2,29","44,84","37,80","14,26","16,59","9,98",2,2,2,2,2
195,20059,Oñati,45.45,"8,14","27,53","167,66","39,00","3,65","2,82","1,00","3,00","96,44","0,00","2,47","156,92","12,39","8,54","100,70","45,45","84,13","20,60","3,65","1,84","307,62","63,38","85,56","5,83","31,77","80,20","12,81","60,24","19,97","15,30","12,27","13,28","72,43","4,86","13,55","316,64","8,21","316,64","0,64","25,74","0,00","40,52","15,04","56,63","22,62","65,91","4,16","10.896,00","32,97","0,73","167,66","3,58","1,26","0,09","74,42","95,98","10,02","12,50","11,62","2,47","9,04","8,19","2,14","9,50","15,67","9,87",2,2,1,1,2
196,1044,Peñacerrada-Urizaharra,71.43,"17,06","0,00","824,32","44,00","0,00","10,69","0,00","2,00","98,08","0,00","3,41","181,79","0,00","0,00","5,08","71,43","98,84","100,00","0,00","0,00","222,75","14,16","0,00","0,00","80,37","64,20","47,78","48,72","21,72","6,25","6,25","39,39","87,50","13,79","7,59","223,45","33,78","223,45","0,74","138,51","0,00","0,00","20,57","54,96","16,31","100,00","3,79","290,00","83,33","0,00","824,32","6,90","0,62","22,68","59,51","107,90","2,56","30,41","6,83","3,41","14,97","22,94","12,40","5,38","24,60","41,67",2,2,2,2,2
197,48077,Plentzia,77.78,"9,54","0,00","117,66","36,00","4,66","1,77","0,93","3,00","98,90","8,92","2,56","188,21","9,76","6,28","682,86","77,78","91,16","67,65","2,33","2,32","315,85","34,42","0,00","1,48","69,62","73,60","38,86","53,86","15,67","11,53","1,87","4,15","86,60","10,69","14,48","117,28","9,32","117,28","0,65","23,07","0,00","0,00","13,56","75,46","36,74","87,76","5,79","4.302,00","84,93","0,93","117,66","4,18","4,51","1,59","38,73","100,04","9,15","6,06","10,47","2,56","12,75","16,02","24,23","0,60","19,23","4,62",2,1,2,2,1
198,48078,Portugalete,79.49,"2,44","20,62","67,91","40,60","0,00","1,30","0,52","3,00","98,08","3,23","-2,31","183,28","15,59","10,19","15.032,81","79,49","74,93","56,31","3,76","0,21","326,73","55,72","95,60","3,08","35,43","65,90","36,91","58,17","22,25","17,90","3,40","0,21","78,70","7,38","10,88","62,31","7,94","62,31","0,47","4,37","0,00","41,67","16,37","54,11","19,63","70,35","3,01","48.105,00","79,54","2,13","67,91","2,81","37,91","4,06","0,00","74,89","19,37","4,91","7,11","-2,31","2,19","6,94","-9,65","7,42","14,17","4,17",2,1,2,2,1
199,1047,Ribera Baja/Erribera Beitia,83.33,"35,97","0,00","586,34","39,80","0,00","0,00","3,07","1,00","98,08","0,00","9,59","23,26","2,50","3,34","43,25","83,33","96,62","31,53","7,67","16,69","430,20","22,30","55,88","10,87","52,47","69,50","71,94","51,65","11,69","29,49","6,41","16,04","64,10","6,68","18,78","372,62","7,67","372,62","0,71","144,28","0,00","228,19","22,88","62,48","17,59","98,28","7,93","1.198,00","82,55","0,77","586,34","42,57","2,48","56,90","13,39","111,26","2,77","14,58","13,59","9,59","1,46","21,20","143,00","8,08","29,73","27,78",2,2,2,2,2
200,1051,Salvatierra/Agurain,37.5,"9,72","0,00","221,29","30,00","0,00","3,67","0,00","3,00","99,73","28,40","5,17","240,05","12,29","6,25","127,01","37,50","96,26","33,35","2,05","2,08","560,17","26,89","80,00","3,49","52,03","73,00","35,79","48,04","13,56","16,12","12,02","5,56","71,86","6,87","14,29","464,96","18,49","464,96","0,65","5,55","0,00","82,83","16,26","50,31","13,75","80,00","9,66","4.801,00","63,87","0,21","221,29","8,75","3,58","62,49","19,50","90,08","37,64","104,79","13,86","5,17","1,02","21,20","22,07","12,79","11,87","5,52",2,2,2,2,2
201,1052,Samaniego,66.67,"24,69","0,00","501,52","36,20","0,00","12,95","0,00","1,00","99,73","0,00","-18,52","373,86","9,40","3,13","30,09","66,67","100,00","49,28","0,00","0,00","1.507,81","5,41","87,50","28,57","60,16","66,00","37,04","69,68","22,88","12,20","48,78","32,79","39,02","9,40","13,17","204,28","30,40","204,28","0,75","103,34","0,00","578,31","13,03","47,88","11,73","100,00","13,17","319,00","47,14","3,04","501,52","31,35","1,72","58,21","15,85","127,53","7,69","42,55","6,17","-18,52","10,11","33,11","4,25","5,23","15,79","22,22",1,2,2,2,2
202,1053,San Millán/Donemiliaga,73.91,"36,21","0,00","463,45","81,90","0,00","5,57","19,31","2,00","99,73","0,00","-5,57","281,41","0,00","4,22","8,33","73,91","99,63","45,64","0,00","28,13","598,65","9,81","100,00","8,33","52,03","65,70","55,71","66,90","24,89","20,51","7,69","64,42","71,79","7,03","11,39","-624,42","0,00","-624,42","1,05","158,62","0,00","151,90","18,21","47,50","13,35","98,31","0,98","711,00","81,66","0,00","463,45","11,25","1,46","38,45","40,43","159,74","9,54","164,14","6,96","-5,57","5,70","23,59","4,41","9,78","51,31","147,37",2,2,2,2,2
203,48082,Santurtzi,38.89,"4,87","22,69","85,79","37,20","0,42","1,52","0,00","3,00","98,08","1,99","-1,11","183,09","12,05","7,92","6.908,53","38,89","71,41","55,23","3,61","0,43","450,27","117,00","60,55","3,02","33,76","67,40","27,02","55,35","19,73","19,77","3,73","0,52","76,50","6,49","11,99","56,78","5,52","56,78","0,49","6,18","0,40","51,81","16,27","53,10","17,22","78,31","3,61","46.978,00","77,70","1,68","85,79","6,00","50,43","1,32","7,65","74,77","5,66","4,12","7,95","-1,11","2,91","9,02","-3,17","7,70","17,13","2,95",2,1,2,2,1
204,20070,Segura,40.0,"3,51","0,00","167,70","30,40","6,87","8,19","11,68","3,00","96,71","0,00","2,81","157,78","9,35","1,44","151,20","40,00","96,23","52,16","6,87","0,00","245,40","37,18","100,00","3,77","33,60","65,50","21,08","62,31","19,55","12,37","10,31","18,75","77,32","5,03","14,38","438,75","6,87","438,75","0,67","10,31","0,00","188,41","17,00","56,66","20,90","100,00","6,18","1.391,00","83,92","0,69","167,70","2,16","1,49","1,09","66,41","109,16","14,60","13,75","16,16","2,81","2,36","11,15","10,13","26,87","11,00","4,65",1,2,1,1,2
205,48084,Sestao,31.25,"12,84","0,00","130,54","47,20","0,34","1,13","0,75","3,00","98,08","0,00","-3,30","182,01","12,04","6,99","8.421,71","31,25","84,98","40,07","3,76","0,68","435,26","93,87","74,62","2,97","37,68","60,00","55,06","59,14","22,38","21,54","3,75","0,21","74,71","6,75","11,17","105,20","5,47","105,20","0,47","0,41","0,14","29,06","15,39","48,18","13,73","88,02","5,10","29.476,00","79,48","2,53","130,54","5,94","71,14","0,00","0,00","69,05","11,65","9,92","8,38","-3,30","3,12","3,81","-11,45","7,66","25,57","1,80",2,1,2,2,1
206,48904,Sondika,90.0,"8,84","0,00","296,12","34,90","0,00","2,62","5,76","3,00","98,08","53,85","-0,44","213,92","9,48","5,07","657,39","90,00","90,21","36,00","2,21","0,00","280,53","38,45","98,28","2,05","52,71","71,50","64,52","67,38","21,56","15,30","15,86","0,47","68,84","10,58","15,15","106,41","26,58","106,41","0,75","21,48","6,20","30,74","15,22","61,77","23,58","99,20","4,67","4.536,00","84,25","0,66","296,12","2,43","13,90","3,19","25,65","89,78","10,43","22,15","8,40","-0,44","0,81","5,42","17,70","10,09","18,77","7,08",2,1,2,2,1
207,48085,Sopela,76.92,"5,87","0,00","174,02","28,90","0,80","1,46","2,00","3,00","98,90","0,00","6,27","175,07","10,03","6,80","1.471,31","76,92","88,43","63,24","3,19","0,81","290,66","28,94","96,08","2,07","50,06","76,50","36,89","44,40","10,61","12,64","4,90","0,71","82,46","6,31","16,00","246,84","6,39","246,84","0,66","53,40","0,00","75,00","14,44","75,39","34,96","96,72","4,12","12.359,00","85,23","1,20","174,02","0,73","13,30","2,14","19,64","87,09","18,35","16,36","12,46","6,27","8,09","10,54","24,62","8,56","4,17","4,97",2,1,2,2,1
208,48086,Sopuerta,70.0,"13,84","0,00","150,08","50,20","3,92","2,15","0,00","2,00","100,00","37,84","1,58","547,70","7,59","3,59","58,50","70,00","98,94","43,19","3,92","3,99","361,81","28,83","95,63","4,23","47,61","61,60","39,95","54,28","20,81","15,06","8,43","12,57","76,51","7,59","10,94","498,99","3,92","498,99","0,72","23,51","29,78","286,52","24,45","59,04","17,28","83,25","5,07","2.504,00","74,19","0,39","150,08","4,39","1,08","0,09","65,65","98,71","76,14","137,54","10,68","1,58","6,51","15,77","12,34","6,66","35,63","31,14",1,1,2,2,1
209,20065,Soraluze-Placencia de las Armas,66.67,"19,52","0,00","379,81","41,10","2,50","3,51","5,00","3,00","96,44","0,00","-0,25","156,00","10,53","3,76","280,99","66,67","87,53","39,62","5,00","0,00","327,33","48,79","97,73","3,70","35,80","64,40","27,28","58,02","20,85","16,99","18,53","5,88","64,48","4,76","11,25","-102,24","10,00","-102,24","0,59","0,00","0,00","52,38","15,96","48,80","14,02","95,81","5,84","3.990,00","63,56","1,25","379,81","7,27","2,58","0,07","66,69","78,27","11,20","10,24","11,01","-0,25","4,31","9,99","-7,53","17,48","28,56","10,44",2,2,1,1,2
210,48076,Sukarrieta,75.0,"2,85","0,00","539,77","39,80","56,82","34,24","0,00","2,00","98,90","0,00","0,00","191,62","0,00","0,00","152,17","75,00","93,39","35,64","0,00","0,00","315,43","20,81","0,00","0,00","41,51","72,70","136,75","60,55","25,43","4,17","8,33","9,52","87,50","22,86","9,14","-11,12","0,00","-11,12","0,70","0,00","0,00","0,00","13,15","80,12","39,76","100,00","3,14","350,00","86,96","0,00","539,77","-5,71","7,17","0,00","36,96","113,13","24,24","113,64","8,55","0,00","15,39","20,41","6,38","0,97","14,90","57,14",1,1,2,2,1
211,20071,Tolosa,100.0,"3,87","47,94","160,27","47,70","4,42","2,01","5,64","2,00","96,71","1,34","-1,55","157,05","23,28","17,35","476,09","100,00","76,60","50,55","4,42","1,66","423,26","64,92","95,41","5,60","52,97","71,50","46,98","62,87","19,82","14,32","6,70","3,18","78,97","6,87","14,02","54,42","10,50","54,42","0,56","9,95","0,94","55,66","16,88","60,06","22,39","69,20","4,22","18.044,00","66,08","1,33","160,27","4,27","2,85","0,29","61,82","89,72","25,09","14,98","9,57","-1,55","1,34","2,66","-0,38","13,84","29,40","7,78",2,2,1,1,2
212,48087,Trucios-Turtzioz,57.14,"3,72","0,00","47,97","53,00","0,00","17,27","0,00","3,00","100,00","107,38","-5,59","260,46","3,76","0,00","17,16","57,14","98,80","45,45","0,00","0,00","406,18","30,09","86,11","12,50","34,77","65,20","42,83","52,87","22,74","17,95","10,26","31,48","71,79","9,40","8,27","169,42","18,45","169,42","0,74","0,00","0,00","300,00","17,84","49,22","14,12","100,00","4,51","532,00","69,81","1,85","47,97","9,40","0,56","0,00","55,55","110,12","37,14","119,93","3,72","-5,59","17,72","26,98","-2,21","8,40","36,11","46,51",1,1,2,2,1
213,48088,Ubide,40.0,"0,00","0,00","479,04","41,80","0,00","0,00","0,00","3,00","99,73","0,00","0,00","186,81","0,00","0,00","55,52","40,00","100,00","100,00","0,00","0,00","306,64","60,04","0,00","0,00","65,44","71,50","36,59","47,71","21,74","21,43","7,14","35,71","71,43","24,84","7,45","448,03","0,00","448,03","0,66","35,93","0,00","114,29","20,62","55,00","17,50","94,12","8,07","161,00","75,58","0,00","479,04","12,42","2,10","0,00","54,14","101,30","1,64","5,99","6,10","0,00","0,95","17,62","-4,17","0,98","20,90","153,85",1,1,2,2,1
214,48065,Ugao-Miraballes,100.0,"5,94","0,00","61,73","34,40","0,00","3,44","7,41","3,00","100,00","0,00","-1,73","183,00","13,40","7,45","774,81","100,00","65,38","34,80","2,47","0,00","274,39","49,07","0,00","3,67","38,78","70,60","29,46","53,25","17,97","20,99","11,33","2,06","67,68","6,95","12,58","602,76","14,81","602,76","0,62","0,00","0,00","0,00","14,92","53,94","17,09","99,02","3,62","4.029,00","80,90","2,22","61,73","6,45","6,48","1,54","60,38","79,14","110,98","92,35","8,66","-1,73","2,49","7,50","-3,10","11,69","14,28","9,60",2,1,2,2,1
215,48089,Urduliz,44.44,"5,03","0,00","259,21","29,40","2,92","3,80","1,75","3,00","98,90","0,00","2,07","183,92","8,69","5,09","427,95","44,44","94,10","29,78","2,92","3,00","273,85","38,39","90,16","0,88","44,90","74,50","52,37","51,87","15,61","21,62","10,14","3,68","68,24","6,89","14,14","479,85","5,84","479,85","0,69","2,34","0,00","114,45","16,21","63,90","26,98","99,38","2,91","3.338,00","87,09","0,88","259,21","5,09","7,67","1,54","31,03","98,52","7,69","13,44","12,13","2,07","8,43","11,47","14,20","17,28","12,97","16,13",2,1,2,2,1
216,48074,Urduña/Orduña,55.56,"4,72","0,00","173,79","34,30","2,35","3,87","4,23","3,00","100,00","0,00","-0,94","181,87","13,74","7,11","125,97","55,56","97,15","50,99","2,35","0,00","455,61","64,36","84,04","7,21","33,11","65,30","38,22","54,75","19,36","11,68","8,76","15,46","79,56","7,35","12,27","-43,68","7,05","-43,68","0,54","27,24","9,16","67,07","18,47","58,65","18,34","88,79","5,62","4.220,00","75,78","0,47","173,79","4,74","3,11","1,76","40,03","89,73","31,83","77,97","10,85","-0,94","10,67","22,65","8,88","19,21","15,40","9,35",1,1,2,2,1
217,1054,Urkabustaiz,33.33,"29,98","0,00","23,60","44,40","0,00","10,65","0,00","1,00","99,73","0,00","13,78","339,53","4,18","1,67","19,77","33,33","97,54","28,61","7,87","0,00","252,48","10,38","0,00","6,25","42,84","68,00","32,41","52,75","14,63","14,08","12,68","33,04","73,24","10,03","16,14","51,36","15,74","51,36","0,83","44,06","0,00","0,00","18,81","63,89","22,54","100,00","6,69","1.196,00","82,02","0,79","23,60","6,69","1,53","1,64","53,40","118,13","6,05","44,06","16,21","13,78","3,39","18,15","42,38","12,96","26,76","9,43",1,2,2,2,2
218,20072,Urnieta,59.64,"5,05","0,00","284,78","27,40","0,00","3,54","2,28","3,00","99,73","0,00","5,21","453,13","9,45","4,89","275,11",60.61,"87,36","36,08","3,25","1,63","308,48","39,99","77,27","5,53","35,20","71,20","31,27","51,59","11,65","21,93","11,29","5,25","66,78","6,85","18,40","13,95","6,51","13,95","0,72","18,39","2,28","10,81","19,36","58,97","18,90","84,75","4,27","6.135,00","79,80","0,98","284,78","-0,16","1,76","1,52","56,86","91,89",19.96,36.58,"12,38","5,21","4,03","13,40","14,12","13,73","4,83","7,11",2,2,1,1,2
219,20077,Urretxu,100.0,"8,65","0,00","246,37","35,20","0,00","1,39","4,31","3,00","96,70","7,59","3,46","146,77","16,20","11,86","874,94","100,00","81,49","52,46","2,87","0,00","311,16","49,81","0,00","8,15","17,10","76,30","35,33","60,86","18,36","16,50","10,07","2,49","73,43","7,09","15,57","134,18","2,87","134,18","0,57","4,74","0,00","0,00","17,10","56,18","19,22","84,22","4,43","6.912,00","77,68","0,86","246,37","8,68","2,81","0,13","62,78","90,74","4,95","1,58","12,55","3,46","8,33","1,76","8,32","9,96","15,09","9,93",2,2,1,1,2
220,20073,Usurbil,73.08,"32,01","265,75","343,76","33,50","1,66","3,28","0,00","3,00","99,73","0,00","7,54","233,41","17,74","13,35","237,71","73,08","84,50","23,35","3,33","8,45","328,33","53,81","0,00","5,15","50,00","72,10","53,80","54,22","15,46","19,10","13,08","5,50","67,82","8,62","15,76","88,73","9,98","88,73","0,74","17,30","0,00","0,00","17,35","56,33","19,68","86,27","3,62","5.919,00","70,36","0,83","343,76","2,87","5,68","5,54","58,59","94,80","16,40","38,58","14,25","7,54","0,59","11,85","12,06","1,16","14,75","10,07",2,2,1,1,2
221,1055,Valdegovía/Gaubea,81.82,"28,13","0,00","36,17","64,50","0,00","7,04","90,42","3,00","98,08","0,00","-4,54","334,84","6,38","0,91","4,60","81,82","99,87","63,33","9,04","0,00","690,14","54,14","80,00","15,79","63,19","67,60","50,82","64,62","28,14","14,46","8,43","33,33","77,11","20,04","8,29","143,58","18,08","143,58","0,79","294,76","0,00","32,26","17,74","51,58","16,78","98,44","5,74","1.098,00","72,26","0,90","36,17","8,20","0,81","20,53","60,75","127,81","6,73","117,54","8,17","-4,54","15,56","31,04","18,70","12,66","36,86","196,08",1,2,2,2,2
222,48080,Valle de Trápaga-Trapagaran,20.0,"8,67","0,00","152,39","44,90","1,62","0,99","0,00","3,00","98,08","0,00","-1,86","183,17","13,52","9,63","942,98","20,00","87,37","25,53","3,25","2,43","382,52","76,22","100,00","2,95","52,00","67,80","47,34","53,05","18,62","19,59","13,04","1,00","67,37","8,99","12,49","110,49","6,50","110,49","0,73","1,62","1,38","4,25","19,38","55,44","16,13","89,18","1,82","12.353,00","77,47","1,14","152,39","1,46","17,50","0,84","17,10","76,00","4,36","8,12","8,67","-1,86","1,30","5,53","-2,03","10,39","22,51","6,30",2,1,2,2,1
223,20075,Villabona,50.0,"13,96","48,42","131,05","32,90","1,72","3,39","7,21","1,00","96,71","0,00","3,45","155,18","15,22","8,99","326,72","50,00","69,36","48,97","3,44","3,46","298,25","73,16","100,00","4,95","52,75","70,60","34,81","54,38","15,56","19,70","6,85","6,78","73,45","5,88","15,51","123,90","13,74","123,90","0,59","5,50","0,00","34,33","18,77","52,13","15,04","92,53","4,93","5.783,00","83,20","1,20","131,05","1,21","2,47","0,17","61,02","88,46","27,69","20,78","11,03","3,45","0,15","6,81","6,25","10,51","11,29","9,63",2,2,1,1,2
