,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67
158,100.0,11.07,0.0,161.14,37.8,0.0,3.34,0.0,3.0,99.45,32.32,1.64,175.8,4.51,1.64,149.54,100.0,93.8,34.84,4.16,0.0,222.37,29.46,0.0,4.11,35.87,71.4,29.92,58.86,16.79,13.78,10.2,14.8,61.22,6.56,15.93,63.64,4.11,63.64,0.78,18.67,0.0,0.0,16.57,66.45,29.1,100.0,4.29,2448.0,83.14,0.0,161.14,-1.23,2.06,1.21,56.61,115.6,3.53,6.4,8.2,1.64,2.48,10.81,12.19,17.24,21.41,7.63
159,88.24,20.73,0.0,187.88,36.8,1.67,4.33,3.34,3.0,100.0,0.0,0.0,182.07,5.97,4.15,714.76,88.24,86.8,40.21,3.34,3.3,312.72,60.14,25.0,5.42,48.6,66.9,33.83,52.11,14.59,21.61,18.59,3.69,56.11,6.63,14.9,21.82,8.32,21.82,0.72,8.13,0.0,9.31,21.71,59.34,15.19,96.82,3.24,6054.0,81.24,1.0,187.88,-1.33,12.1,0.12,40.24,76.6,8.95,11.36,7.46,0.0,0.72,12.09,0.68,9.7,14.65,8.81
160,20.0,10.95,0.0,251.13,44.8,0.0,12.64,0.0,3.0,99.18,0.0,-3.13,246.24,3.13,0.0,52.51,20.0,98.67,37.24,0.0,0.0,247.82,40.21,0.0,8.7,52.75,59.0,15.65,61.27,18.52,10.34,25.86,22.41,41.38,6.26,15.7,0.0,15.62,0.0,0.81,63.66,0.0,0.0,15.33,43.5,14.0,100.0,10.68,637.0,78.04,0.0,251.13,-4.69,1.3,0.08,72.56,99.6,3.31,7.56,9.39,-3.13,4.4,5.96,6.7,26.33,18.16,10.2
161,75.0,6.98,0.0,180.88,37.0,0.0,4.86,0.0,3.0,99.45,0.0,-5.34,177.85,9.44,10.67,165.49,75.0,95.84,19.61,4.18,8.05,531.76,38.62,61.93,7.69,46.64,77.5,98.11,71.43,21.01,10.84,15.04,2.88,71.24,8.62,14.29,235.37,0.0,235.37,0.97,19.67,0.0,330.21,15.46,69.5,31.46,97.3,7.77,2484.0,86.07,0.0,180.88,-2.46,9.93,2.68,31.31,121.1,7.62,46.81,7.8,-5.34,2.18,5.34,16.67,11.9,31.54,6.04
162,33.33,32.18,0.0,297.8,45.4,0.0,10.22,0.0,3.0,98.9,0.0,3.3,327.5,3.3,3.3,52.47,33.33,100.0,27.01,8.23,8.25,353.78,87.52,0.0,6.82,50.7,67.7,67.66,58.43,18.89,5.29,39.21,13.22,42.29,11.55,13.28,73.51,0.0,73.51,1.05,42.93,0.0,0.0,19.83,54.09,18.18,100.0,3.14,1212.0,73.84,0.0,297.8,-2.48,1.9,0.13,66.37,160.7,12.93,44.84,12.38,3.3,3.2,12.11,8.31,13.6,24.81,6.76
163,84.62,8.63,0.0,73.74,38.1,2.02,6.63,6.06,3.0,100.0,0.0,0.8,174.79,12.44,9.43,110.15,84.62,89.04,47.98,4.02,8.03,290.29,69.98,94.92,4.4,40.0,70.8,22.88,59.63,19.43,12.31,12.31,11.03,64.36,6.22,14.41,45.81,10.04,45.81,0.69,12.68,3.82,41.32,20.2,56.55,19.02,72.52,12.32,4982.0,67.31,0.6,73.74,6.02,1.09,0.08,82.96,93.9,20.89,16.16,11.24,0.8,9.69,22.25,5.71,16.51,18.84,6.26
164,40.0,8.45,0.0,138.39,58.9,22.32,3.87,22.32,3.0,100.0,0.0,8.45,176.25,1.06,0.0,59.4,40.0,100.0,72.88,0.0,0.0,276.22,58.53,0.0,0.0,54.47,65.3,32.73,58.0,18.35,5.56,7.41,16.67,70.37,10.56,15.19,-1400.0,0.0,-1400.0,0.78,13.1,0.0,0.0,16.61,73.0,38.83,100.0,2.32,948.0,89.24,0.0,138.39,1.06,1.38,1.08,71.39,112.1,15.66,29.02,13.73,8.45,7.03,15.28,29.51,22.68,37.69,22.9
165,66.67,11.72,0.0,283.24,40.0,0.0,16.49,0.0,3.0,98.9,0.0,-3.91,178.56,1.95,0.0,29.43,66.67,97.03,37.57,0.0,0.0,263.67,16.0,0.0,4.55,27.39,63.0,44.92,54.79,18.96,8.33,22.92,16.67,52.08,7.81,13.54,109.62,0.0,109.62,0.89,0.0,0.0,0.0,20.48,53.59,18.52,93.33,8.7,517.0,79.72,0.0,283.24,-33.2,0.69,0.06,68.64,115.2,10.1,19.27,13.67,-3.91,3.68,13.3,14.13,16.48,17.24,16.95
166,77.78,21.11,0.0,275.55,36.9,0.0,4.04,0.0,3.0,100.0,0.0,11.06,156.51,8.04,3.02,78.36,77.78,93.37,19.81,4.94,0.0,284.76,37.13,0.0,4.04,34.9,71.2,22.61,66.75,16.46,11.36,23.3,11.93,53.41,6.03,20.49,69.47,5.01,69.47,0.53,11.4,0.0,0.0,21.57,59.71,18.6,100.0,6.16,1981.0,75.23,0.0,275.55,3.52,0.85,0.04,84.47,99.4,29.78,27.92,15.08,11.06,0.73,0.42,30.76,18.37,18.42,12.2
167,100.0,2.67,0.0,130.77,61.0,0.0,0.0,0.0,3.0,100.0,0.0,0.0,119.56,0.0,0.0,16.2,100.0,100.0,100.0,0.0,0.0,318.73,42.04,0.0,0.0,53.52,62.8,45.45,68.81,21.74,16.67,0.0,43.33,40.0,5.35,16.58,-142.97,0.0,-142.97,0.83,21.0,0.0,0.0,22.82,62.76,24.32,96.3,1.36,368.0,87.13,0.0,130.77,0.0,0.39,0.22,87.54,133.2,5.95,12.82,8.02,0.0,11.95,16.98,7.6,20.0,44.65,17.24
168,100.0,11.16,0.0,334.11,47.2,23.2,0.0,69.61,3.0,100.0,0.0,2.23,176.82,2.23,0.0,63.58,100.0,98.48,84.15,0.0,0.0,247.97,63.56,0.0,0.0,26.97,64.0,37.95,57.14,19.55,5.13,7.69,23.08,64.1,26.79,13.18,91.05,0.0,91.05,0.82,2136.0,0.0,0.0,20.68,66.18,23.84,100.0,4.09,440.0,90.16,0.0,334.11,13.39,1.55,0.42,60.56,113.9,16.56,58.0,8.93,2.23,16.77,29.67,26.44,11.02,19.05,16.39
169,25.0,5.37,0.0,79.77,37.9,0.0,12.02,0.0,3.0,100.0,0.0,-2.68,200.61,1.34,1.34,59.74,25.0,99.44,64.22,0.0,0.0,271.28,56.11,100.0,11.54,54.47,65.2,16.11,59.87,19.46,16.67,2.78,16.67,63.89,10.74,14.77,12.63,0.0,12.63,0.83,37.19,0.0,483.87,20.74,64.24,28.02,95.16,2.15,745.0,84.94,0.0,79.77,1.34,0.49,0.16,68.28,135.4,86.96,56.98,5.37,-2.68,8.13,16.37,39.25,14.06,23.68,32.26
170,87.5,0.0,0.0,461.85,58.7,0.0,32.05,0.0,3.0,100.0,0.0,-21.1,363.94,4.22,0.0,27.23,87.5,100.0,86.84,0.0,0.0,489.19,7.73,0.0,0.0,50.31,63.7,42.19,73.72,29.83,2.94,8.82,55.88,32.35,4.22,7.14,-1031.0,42.37,-1031.0,0.95,0.0,0.0,0.0,16.54,56.39,18.8,96.15,2.94,238.0,68.37,0.0,461.85,12.66,2.08,66.78,5.86,105.6,4.88,32.13,0.0,-21.1,2.65,46.33,-15.0,37.88,35.96,52.63
171,0.0,7.11,0.0,219.57,59.7,23.87,18.89,0.0,3.0,100.0,0.0,-7.11,182.34,2.37,2.37,29.55,0.0,100.0,100.0,0.0,0.0,199.21,55.36,0.0,0.0,54.47,60.7,23.7,55.27,22.48,6.25,3.12,37.5,53.12,9.48,11.24,258.88,0.0,258.88,0.89,41.36,0.0,0.0,17.75,60.5,21.25,100.0,3.98,427.0,89.02,0.0,219.57,0.0,0.71,0.72,65.33,156.0,6.14,16.71,4.74,-7.11,7.47,10.18,1.18,17.62,42.91,27.03
172,33.33,2.62,0.0,171.31,51.0,0.0,6.67,0.0,1.0,100.0,0.0,-9.42,121.54,7.33,2.62,489.59,33.33,86.3,39.74,5.29,5.18,323.15,51.26,64.29,5.56,34.61,66.5,44.48,63.61,23.33,15.54,4.73,5.41,74.32,12.04,11.87,11.08,10.57,11.08,0.56,312.53,0.0,155.21,12.91,69.65,32.36,100.0,5.24,1929.0,77.69,0.0,171.31,-5.76,8.78,0.0,48.81,89.8,9.46,15.48,6.28,-9.42,16.95,22.04,5.01,16.04,23.91,13.64
173,70.59,14.38,12.34,81.08,31.6,4.84,1.75,4.24,3.0,100.0,1.56,2.93,174.86,11.62,8.39,383.12,70.59,87.24,36.61,3.5,1.17,285.03,47.82,87.43,5.77,43.73,74.7,32.75,58.08,14.51,11.54,10.01,4.59,73.87,5.46,17.47,37.9,6.45,37.9,0.64,10.87,1.77,61.1,15.79,66.92,29.18,88.46,7.65,17022.0,65.2,1.41,81.08,2.17,11.52,0.83,44.76,105.6,1.37,4.24,10.09,2.93,5.18,13.41,19.16,13.36,11.89,9.05
174,100.0,4.31,0.0,349.4,48.4,48.19,9.11,96.39,3.0,100.0,0.0,-4.31,172.67,0.0,0.0,18.86,100.0,98.58,75.41,0.0,0.0,345.52,101.3,37.37,6.25,42.0,65.9,15.09,61.27,22.05,7.14,0.0,21.43,71.43,12.93,11.79,50.75,0.0,50.75,0.81,51.52,63.93,780.22,20.85,58.77,18.72,100.0,1.97,458.0,81.82,0.0,349.4,6.47,0.32,0.25,80.58,125.9,49.18,72.29,15.09,-4.31,15.0,20.37,19.9,17.82,38.37,40.0
175,33.33,19.29,0.0,139.61,34.3,0.0,0.0,77.92,1.0,100.0,0.0,-12.86,115.09,3.22,3.22,58.35,33.33,98.89,38.82,0.0,0.0,171.41,44.74,0.0,0.0,45.02,70.7,25.72,49.52,13.5,18.75,6.25,6.25,68.75,9.65,14.79,360.82,0.0,360.82,0.75,129.87,0.0,0.0,18.28,73.13,31.34,100.0,3.54,311.0,91.16,0.0,139.61,-3.22,3.38,0.16,38.85,170.9,9.26,64.94,6.43,-12.86,12.76,17.78,17.8,19.74,17.42,20.83
176,100.0,19.96,44.07,75.02,38.7,2.73,2.76,10.91,3.0,99.45,111.08,0.0,174.61,8.14,4.33,364.59,100.0,91.1,29.41,3.95,0.0,372.5,103.23,89.69,4.28,47.61,68.8,91.65,54.85,17.32,16.17,5.74,6.17,71.91,7.75,14.76,396.7,5.25,396.7,0.65,15.25,0.0,172.73,24.7,62.55,17.06,66.67,3.45,7620.0,70.57,1.18,75.02,-1.84,11.67,1.09,39.32,84.6,9.62,30.01,9.06,0.0,0.41,9.8,15.93,10.4,22.39,20.75
177,100.0,11.67,0.0,302.42,41.3,80.65,0.0,241.94,3.0,99.18,0.0,7.78,143.44,0.0,0.0,29.23,100.0,100.0,100.0,0.0,0.0,529.9,138.03,0.0,8.33,61.3,67.3,35.02,78.72,19.05,10.0,0.0,50.0,40.0,11.67,21.43,295.41,0.0,295.41,0.88,146.34,0.0,0.0,20.59,55.39,16.18,100.0,1.59,252.0,85.26,0.0,302.42,3.89,0.38,0.8,69.32,125.5,47.62,80.65,7.78,7.78,3.82,8.73,58.49,16.15,30.67,40.0
178,84.62,6.27,0.0,171.28,33.9,9.96,3.04,0.0,3.0,100.0,0.0,-0.38,154.25,9.89,6.47,189.38,84.62,89.42,55.63,3.76,1.91,258.97,27.23,100.0,4.57,36.1,66.2,24.53,60.18,18.66,11.95,11.01,15.72,61.32,7.04,15.18,47.18,7.56,47.18,0.61,110.16,0.0,50.79,18.67,54.63,17.94,94.53,6.16,5225.0,72.08,1.13,171.28,3.04,1.56,0.46,67.55,87.7,5.19,3.98,7.23,-0.38,2.89,7.56,9.56,11.31,9.51,4.24
179,100.0,22.07,0.0,191.0,45.0,0.0,6.44,0.0,3.0,100.0,0.0,-0.69,121.52,2.76,3.45,29.42,100.0,100.0,44.38,6.9,6.86,270.75,42.12,60.0,6.38,65.29,64.0,38.62,66.9,22.58,10.32,11.9,25.4,52.38,7.59,14.41,88.99,0.0,88.99,0.82,38.59,0.0,119.76,15.66,60.08,23.41,97.37,3.09,1457.0,82.08,0.0,191.0,-5.52,0.55,0.32,75.6,127.0,0.57,0.68,8.97,-0.69,7.04,11.96,11.9,11.28,30.48,16.04
180,50.0,4.24,0.0,170.94,63.6,42.74,4.99,0.0,1.0,100.0,0.0,-12.71,155.43,0.0,0.0,19.74,50.0,100.0,58.14,0.0,0.0,208.62,55.92,0.0,0.0,41.51,67.0,8.47,57.82,19.83,17.65,5.88,17.65,58.82,16.95,13.36,-9.23,0.0,-9.23,0.72,0.0,0.0,0.0,16.51,64.15,25.47,100.0,2.16,232.0,84.82,0.0,170.94,16.95,0.53,0.49,70.66,179.6,2.7,8.55,8.47,-12.71,17.83,22.59,2.65,30.5,43.62,100.0
181,50.0,13.7,0.0,568.72,60.6,0.0,0.0,94.79,3.0,100.0,0.0,-9.13,360.26,4.57,0.0,24.89,50.0,100.0,79.17,0.0,0.0,487.77,4.3,0.0,0.0,57.08,62.4,59.36,63.97,21.08,3.92,31.37,45.1,19.61,22.83,12.56,341.16,46.73,341.16,0.91,93.9,0.0,0.0,13.51,45.05,14.41,94.74,17.94,223.0,47.62,0.0,568.72,-36.53,1.31,76.18,4.38,116.1,1.39,4.74,0.0,-9.13,15.84,34.72,7.73,15.49,33.56,66.67
182,100.0,27.85,0.0,238.06,35.7,2.01,2.82,7.04,3.0,100.0,0.0,-1.5,240.67,13.52,11.52,168.01,100.0,86.94,35.53,3.94,8.0,339.64,66.93,95.71,7.32,48.6,72.5,56.1,61.91,17.12,16.15,11.22,6.22,66.41,6.91,16.45,2.3,8.02,2.3,0.94,64.76,0.4,40.12,18.1,61.99,21.44,97.51,2.83,9995.0,67.55,1.6,238.06,1.1,3.95,0.38,55.83,101.9,8.76,19.1,7.41,-1.5,1.93,12.52,6.25,11.96,13.69,9.86
183,16.67,14.73,0.0,257.17,32.9,8.96,3.96,0.0,2.0,100.0,41.24,10.4,160.84,4.33,1.73,37.91,16.67,96.91,42.65,8.65,0.0,398.32,14.21,72.73,6.98,65.17,69.8,33.8,52.19,15.4,18.69,11.21,23.36,46.73,6.07,16.01,2.36,8.64,2.36,0.8,0.0,0.0,124.29,23.31,60.26,17.83,100.0,3.66,1149.0,76.46,0.0,257.17,1.73,1.08,1.0,76.02,117.2,21.65,63.62,15.6,10.4,12.99,20.67,19.19,10.89,15.16,25.16
184,100.0,51.58,0.0,754.22,47.7,10.55,7.04,0.0,2.0,99.18,0.0,3.16,548.83,16.84,18.95,135.34,100.0,94.97,17.26,10.73,31.85,294.56,80.12,0.0,15.79,30.1,65.7,61.05,82.56,29.83,0.77,19.23,13.08,66.92,11.58,12.42,534.51,0.0,534.51,1.26,84.31,0.0,0.0,20.63,50.7,15.38,100.0,5.2,942.0,65.07,0.0,754.22,12.63,8.91,1.59,51.01,109.7,3.88,21.1,11.58,3.16,0.73,7.83,4.67,35.23,43.97,17.86
185,23.08,3.71,78.47,87.85,46.1,4.52,3.05,0.0,3.0,100.0,0.0,-4.75,179.74,14.25,7.76,2034.0,23.08,75.0,47.16,4.69,1.15,308.19,106.18,100.0,5.43,40.0,62.7,27.92,64.71,23.62,8.4,7.27,7.11,77.22,5.79,11.44,78.45,7.0,78.45,0.53,2.15,0.0,26.67,15.32,50.75,16.26,77.88,6.35,8687.0,58.27,1.17,87.85,0.81,11.83,1.15,53.58,78.2,21.78,14.11,6.49,-4.75,5.44,28.42,-11.0,13.52,23.54,5.97
186,52.94,6.23,36.99,160.89,41.7,4.1,2.74,1.13,3.0,99.18,6.02,-0.72,150.7,14.72,9.2,1737.0,52.94,77.49,43.65,4.06,0.0,372.26,72.98,98.61,4.76,51.7,69.8,44.05,66.53,19.41,24.83,4.02,1.25,69.9,4.8,15.96,138.88,9.18,138.88,0.56,0.0,0.0,38.77,19.17,61.37,20.42,67.45,13.15,9767.0,71.88,1.33,160.89,0.2,11.96,0.7,53.86,84.6,10.06,6.66,8.79,-0.72,0.88,10.11,8.98,14.13,22.86,3.91
187,50.0,0.0,0.0,403.14,32.8,104.71,27.83,0.0,3.0,99.18,0.0,-5.18,293.22,0.0,0.0,29.91,50.0,98.04,100.0,0.0,0.0,407.51,132.43,0.0,11.11,38.2,66.9,20.73,76.15,21.35,0.0,5.56,61.11,33.33,10.36,19.79,85.08,0.0,85.08,0.66,0.0,0.0,0.0,19.63,58.9,21.47,100.0,1.56,192.0,84.52,0.0,403.14,0.0,0.83,0.48,62.06,147.7,9.43,26.18,5.18,-5.18,5.55,9.75,19.25,32.67,18.58,30.3
188,100.0,0.0,0.0,390.24,43.9,81.3,0.0,0.0,3.0,99.18,0.0,0.0,275.35,0.0,0.0,20.75,100.0,100.0,100.0,0.0,0.0,379.29,119.36,0.0,0.0,45.47,59.7,16.26,69.44,13.11,7.69,7.69,46.15,38.46,0.0,26.23,0.0,0.0,0.0,0.75,0.0,0.0,0.0,18.48,53.26,13.04,100.0,0.82,122.0,77.78,0.0,390.24,-8.13,0.6,0.0,78.79,131.2,66.67,211.38,0.0,0.0,9.68,11.24,46.99,22.81,19.64,0.0
189,100.0,7.49,0.0,215.08,30.2,1.94,2.44,7.19,3.0,100.0,12.47,1.25,153.29,11.41,5.17,571.84,100.0,79.09,68.41,3.45,0.0,234.08,43.46,16.67,4.48,41.1,72.6,21.57,60.72,16.09,18.16,6.37,6.37,69.1,8.02,17.87,316.08,8.78,316.08,0.57,163.19,0.0,14.1,19.37,60.17,19.1,96.28,6.86,5524.0,75.05,1.23,215.08,0.36,4.6,1.84,31.12,93.0,19.52,15.93,8.91,1.25,0.19,16.67,19.96,19.77,10.74,9.48
190,33.33,28.27,0.0,341.17,40.8,0.0,2.95,68.23,3.0,99.18,0.0,5.35,155.87,8.4,1.53,190.98,33.33,86.67,16.06,7.67,0.0,239.02,28.57,0.0,5.56,56.4,69.0,38.2,61.58,16.84,8.6,19.35,5.38,66.67,6.88,16.77,45.18,15.33,45.18,0.78,18.94,0.0,0.0,22.66,63.49,17.9,98.97,8.31,1312.0,62.99,0.0,341.17,-4.58,5.04,0.72,70.29,103.4,5.09,12.89,7.64,5.35,2.7,4.34,9.88,15.93,21.79,9.57
191,90.0,16.46,0.0,317.26,36.4,4.16,4.36,0.0,1.0,100.0,0.0,1.53,168.98,3.83,2.68,25.57,90.0,89.42,38.35,3.83,7.65,226.21,42.47,97.48,4.6,48.71,69.6,36.75,67.72,19.06,8.56,12.61,28.83,50.0,6.51,17.3,-3.36,15.33,-3.36,0.71,23.26,29.82,87.76,18.21,61.74,22.27,94.19,6.28,2613.0,72.98,0.0,317.26,-3.83,0.72,0.64,71.24,109.8,8.78,19.96,9.95,1.53,4.76,14.35,18.56,27.28,22.03,14.56
192,33.33,7.73,0.0,243.03,42.2,2.37,1.97,4.15,3.0,99.45,0.0,-2.26,176.56,8.92,4.76,1050.0,33.33,91.08,33.02,3.57,1.19,445.75,58.15,83.33,4.41,37.64,61.5,42.12,57.04,19.76,17.28,12.52,1.41,68.78,6.07,12.87,1.88,4.76,1.88,0.69,4.52,0.0,74.21,22.18,55.23,13.6,93.92,2.12,8397.0,82.74,1.07,243.03,1.19,17.47,2.6,11.82,74.5,10.96,8.54,7.26,-2.26,0.14,6.37,-4.18,11.41,27.47,9.61
193,66.67,3.09,0.0,285.26,54.2,0.0,6.13,19.7,2.0,100.0,36.42,-3.86,232.64,6.96,1.55,104.45,66.67,100.0,36.45,7.86,7.75,294.09,46.59,80.0,4.41,44.45,63.9,20.09,64.04,20.76,11.25,12.5,13.75,62.5,7.73,15.72,84.44,7.71,84.44,0.61,3.13,0.0,74.91,20.21,58.17,21.7,96.91,6.66,1291.0,74.32,0.0,285.26,0.77,2.77,0.48,33.95,91.8,5.16,14.18,11.59,-3.86,4.76,18.71,25.95,19.59,27.05,24.1
194,80.0,3.34,0.0,200.25,32.7,3.08,3.61,0.0,3.0,100.0,2.41,5.78,318.94,6.08,3.04,72.8,80.0,86.25,41.97,3.01,3.05,363.83,11.52,80.0,5.11,41.03,72.7,39.22,66.87,15.55,12.79,18.28,20.63,48.3,4.26,20.31,-38.66,15.16,-38.66,0.76,19.49,6.05,0.0,16.02,51.91,15.11,92.56,12.29,3279.0,50.42,0.0,200.25,5.47,4.08,57.48,7.57,97.8,1.32,6.16,14.59,5.78,2.29,44.84,27.89,16.61,16.15,9.98
195,45.45,6.76,27.53,167.66,39.5,3.65,3.19,1.0,3.0,98.9,0.0,2.58,154.36,10.41,7.03,104.17,45.45,84.13,24.2,3.55,1.79,307.62,63.38,87.78,5.73,31.77,80.2,13.25,68.32,21.31,11.02,10.77,16.28,61.93,4.63,14.93,69.8,7.98,69.8,0.65,25.56,0.0,38.33,16.92,59.38,24.02,65.91,4.68,11202.0,32.97,1.24,167.66,0.98,1.55,0.09,74.07,94.6,10.02,12.5,11.92,2.58,9.04,8.19,4.2,12.81,19.8,9.87
196,71.43,33.46,0.0,824.32,44.2,0.0,12.08,0.0,2.0,98.36,0.0,0.0,179.38,0.0,0.0,4.72,71.43,98.84,100.0,0.0,0.0,222.75,14.16,0.0,0.0,80.37,64.2,22.3,58.24,25.28,2.94,8.82,38.24,50.0,14.87,8.18,-518.32,37.17,-518.32,0.94,142.86,0.0,0.0,22.01,57.84,15.67,100.0,4.46,269.0,83.33,0.0,824.32,-11.15,0.64,22.68,58.86,112.1,2.56,30.41,3.72,0.0,14.97,22.94,1.51,17.43,22.27,41.67
197,77.78,12.43,0.0,117.66,37.8,4.66,2.07,0.93,3.0,100.0,8.9,1.61,180.15,9.2,5.29,740.55,77.78,91.16,70.06,2.31,0.0,315.85,34.42,0.0,4.46,69.62,73.6,64.89,56.37,15.71,12.63,1.71,4.78,80.89,8.28,15.64,24.02,9.21,24.02,0.71,15.08,0.0,0.0,14.88,77.6,37.53,87.76,5.36,4347.0,84.93,1.38,117.66,2.76,18.86,1.59,41.43,100.4,9.15,6.06,8.05,1.61,12.75,16.02,15.52,13.67,23.3,4.62
198,79.49,4.68,20.62,67.91,42.7,0.0,1.54,0.52,3.0,99.45,3.18,-3.65,177.57,13.63,8.46,14806.0,79.49,74.93,54.65,3.85,0.42,326.73,55.72,96.62,3.45,35.43,65.9,39.05,64.37,24.5,14.14,3.15,0.21,82.5,7.38,11.23,204.21,5.73,204.21,0.48,4.84,0.08,41.36,18.17,56.44,20.1,70.35,4.15,47233.0,79.54,1.59,67.91,-1.55,38.87,4.06,5.0,75.3,19.37,4.91,6.95,-3.65,2.19,6.94,-7.25,6.57,21.95,4.17
199,83.33,34.18,0.0,586.34,40.3,0.0,0.0,3.07,3.0,98.36,0.0,-2.23,58.26,1.49,2.97,52.52,83.33,96.62,27.75,7.36,22.49,430.2,22.3,100.0,5.77,52.47,69.5,44.58,57.13,12.22,15.84,6.93,15.84,61.39,5.94,19.87,-120.64,7.36,-120.64,0.71,143.07,0.0,210.19,22.07,63.03,16.73,98.28,11.62,1334.0,82.55,0.0,586.34,14.12,3.48,56.9,13.14,112.5,2.77,14.58,5.94,-2.23,1.46,21.2,55.84,11.89,28.83,27.78
200,37.5,6.84,0.0,221.29,28.4,0.0,3.25,0.0,2.0,100.0,104.77,3.22,181.09,9.85,5.03,131.86,37.5,96.26,32.81,2.01,4.0,560.17,26.89,92.0,3.11,52.03,73.0,44.03,52.75,13.85,11.64,10.45,6.87,71.04,4.83,16.92,78.11,12.12,78.11,0.67,5.53,0.0,74.18,18.86,52.53,14.53,80.0,11.59,4995.0,63.87,0.0,221.29,4.42,5.76,62.49,19.76,91.0,37.64,104.79,11.66,3.22,1.02,21.2,23.52,16.66,9.89,5.52
201,66.67,22.73,0.0,501.52,38.3,0.0,13.42,0.0,3.0,100.0,0.0,-16.23,332.92,6.49,0.0,30.47,66.67,100.0,42.99,0.0,0.0,1507.0,5.41,95.83,22.22,60.16,66.0,19.48,67.18,23.01,3.23,27.42,41.94,27.42,12.99,12.58,175.2,34.48,175.2,0.83,101.19,0.0,623.38,16.84,53.33,12.63,100.0,13.8,326.0,47.14,0.0,501.52,-68.18,2.4,58.21,16.98,124.8,7.69,42.55,9.74,-16.23,10.11,33.11,2.84,10.36,16.15,22.22
202,73.91,42.18,0.0,463.45,80.1,0.0,6.5,19.31,3.0,100.0,0.0,-4.08,323.74,1.36,4.08,8.74,73.91,99.63,54.96,0.0,40.38,598.65,9.81,95.83,3.45,52.03,65.7,36.73,67.72,22.07,6.6,1.89,66.04,25.47,8.16,15.07,35.56,0.0,35.56,1.01,158.62,0.0,150.0,17.68,51.41,17.09,98.31,2.69,743.0,81.66,0.0,463.45,8.16,2.23,38.45,40.12,162.6,9.54,164.14,5.44,-4.08,5.7,23.59,8.47,19.67,51.4,147.37
203,38.89,1.75,22.69,85.79,39.3,0.42,1.79,0.0,3.0,99.45,1.92,-2.09,177.46,10.5,6.47,5386.0,38.89,71.41,49.78,3.89,0.43,450.27,117.0,91.5,3.62,33.76,67.4,26.58,60.21,21.17,15.46,3.65,0.57,80.32,5.81,12.73,2.99,4.5,2.99,0.49,6.18,0.66,22.04,17.81,55.0,17.6,78.31,4.57,47020.0,77.7,1.65,85.79,-3.39,45.85,1.32,9.71,75.3,5.66,4.12,7.17,-2.09,2.91,9.02,-0.3,8.39,23.25,2.95
204,40.0,5.42,0.0,167.7,32.0,6.87,8.48,11.68,3.0,99.18,0.0,4.06,157.02,6.77,0.68,158.39,40.0,96.23,58.24,6.78,0.0,245.4,37.18,94.23,4.62,33.6,65.5,16.93,64.21,17.79,10.99,6.59,20.88,61.54,4.74,16.63,44.34,6.76,44.34,0.68,10.08,0.0,196.23,20.84,60.26,22.08,100.0,8.01,1473.0,83.92,0.0,167.7,6.09,2.08,1.09,66.3,106.9,14.6,13.75,12.86,4.06,2.36,11.15,19.37,21.33,12.79,4.65
205,31.25,3.79,0.0,130.54,49.6,0.34,1.28,0.75,3.0,99.45,7.49,-3.9,176.56,10.89,6.11,7936.0,31.25,84.98,39.28,3.92,0.7,435.26,93.87,98.96,2.71,37.68,60.0,55.74,64.22,23.79,17.75,3.54,0.22,78.5,6.11,11.83,115.26,4.6,115.26,0.48,5.53,0.17,27.91,17.09,50.59,14.2,88.02,6.57,28651.0,79.48,2.44,130.54,-3.09,65.65,0.0,0.0,69.1,11.65,9.92,7.24,-3.9,3.12,3.81,-9.12,8.81,35.13,1.8
206,90.0,16.63,0.0,296.12,35.8,0.0,2.81,5.76,3.0,99.45,48.84,-5.25,271.72,8.1,4.38,665.2,90.0,90.21,35.12,2.21,0.0,280.53,38.45,100.0,1.44,52.71,71.5,38.95,72.74,21.65,12.04,17.66,0.96,69.34,9.19,16.0,231.08,19.61,231.08,0.74,21.4,6.16,30.49,17.3,64.42,24.66,99.2,4.68,4550.0,84.25,0.0,296.12,-0.44,15.92,3.19,25.65,89.9,10.43,22.15,7.22,-5.25,0.81,5.42,9.85,12.51,27.76,7.08
207,76.92,6.61,0.0,174.02,30.7,0.8,1.64,2.0,3.0,100.0,0.0,6.91,166.12,8.37,5.38,1561.0,76.92,88.43,56.51,3.78,0.77,290.66,28.94,97.06,4.31,50.06,76.5,37.18,50.06,12.25,11.55,5.16,1.35,81.94,5.45,16.75,74.39,3.83,74.39,0.68,52.71,0.0,67.55,16.06,76.93,35.88,96.72,4.34,12977.0,85.23,1.45,174.02,-3.61,13.48,2.14,20.0,87.9,18.35,16.36,12.06,6.91,8.09,10.54,19.12,6.81,4.92,4.97
