,2009_1,2013_2,2009_3,2009_4,2013_5,2009_6,2013_7,2009_8,2013_9,2013_10,2013_11,2013_12,2014_13,2013_14,2013_15,2013_16,2009_17,2001,2013_19,2014_20,2013_21,2005_22,2005_23,2011_24,2013_25,2005_26,2011_27,2013_28,2013_29,2013_30,2013_31,2013_32,2013_33,2013_34,2013_35,2013_36,2013_37,2013_38,2013_39,2013_40,2010_41,2011_42,2011_43,2013_44,2013_45,2013_46,2011_47,2013_48,2013_49,2011_50,2013_51,2009_52,2013_53,2013_54,2005_55,2010_56,2013_57,2009_58,2009_59,2013_60,2013_61,2006,2007,2013_64,2011,2013,2009_67
108,80.0,2.91,21.12,92.05,37.0,1.84,1.65,0.37,3.0,100.0,11.35,-0.3,119.25,17.17,12.83,1976.0,80.0,75.81,55.94,4.18,1.78,337.09,36.87,92.11,4.68,32.67,73.8,51.87,65.44,20.96,13.37,7.82,2.77,76.03,6.36,14.4,29.43,8.33,29.43,0.61,8.7,0.0,43.62,14.28,61.37,26.76,77.79,10.04,16863.0,61.89,1.25,92.05,-7.66,16.52,2.83,45.58,91.2,14.56,13.01,9.15,-0.3,8.86,13.88,9.12,14.49,19.16,4.55
109,71.43,16.63,0.0,211.96,38.4,11.21,4.54,0.0,3.0,100.0,0.0,-0.74,152.8,10.35,4.07,246.2,71.43,87.38,43.02,3.59,3.72,264.5,35.9,0.0,4.26,14.7,60.4,29.93,61.42,18.13,4.9,19.58,19.23,56.29,15.89,14.89,149.42,11.01,149.42,0.71,111.03,0.0,0.0,16.99,58.28,21.61,98.65,8.6,2686.0,59.38,0.0,211.96,9.24,2.68,12.92,25.94,95.6,34.02,62.06,9.24,-0.74,1.13,19.17,7.7,20.84,19.9,9.43
110,40.0,5.83,28.13,82.45,39.2,0.25,1.24,1.86,3.0,99.45,2.73,0.6,176.25,11.61,7.93,6754.0,40.0,61.47,56.18,3.3,0.63,338.75,73.92,91.49,3.43,47.08,74.5,33.35,60.27,20.35,7.74,2.37,0.47,89.43,4.72,12.76,56.28,7.04,56.28,0.61,2.92,0.55,29.4,12.09,81.3,44.03,83.64,6.22,79839.0,75.77,1.46,82.45,-3.4,40.99,1.68,6.22,105.8,11.91,6.6,8.19,0.6,10.02,8.3,-4.53,9.77,16.02,3.5
111,75.0,9.35,0.0,159.2,28.8,0.0,0.0,149.25,2.0,100.0,0.0,0.0,179.32,14.02,14.02,35.3,75.0,100.0,30.92,0.0,0.0,760.04,173.33,0.0,0.0,42.0,66.1,18.69,65.38,17.21,9.09,45.45,4.55,40.91,14.02,19.53,299.12,0.0,299.12,0.93,63.41,0.0,0.0,19.25,63.64,26.2,95.0,4.65,215.0,81.4,0.0,159.2,4.67,1.72,0.0,73.17,115.0,2.34,19.9,14.02,0.0,18.3,29.67,53.57,10.99,17.05,33.33
112,42.86,13.42,0.0,706.9,48.7,11.49,3.48,0.0,3.0,100.0,0.0,-3.5,178.68,6.42,2.92,41.82,42.86,99.05,58.91,5.85,0.0,313.8,65.14,88.37,2.08,39.09,65.3,32.09,62.13,21.55,9.2,5.52,20.25,65.03,5.83,13.45,24.06,5.85,24.06,0.88,47.27,11.54,61.5,18.5,63.0,24.65,100.0,3.84,1717.0,79.34,0.0,706.9,0.0,0.78,0.93,81.9,120.7,291.67,402.3,7.0,-3.5,12.64,15.58,12.0,21.79,32.66,25.97
113,75.0,5.68,0.0,417.95,36.4,0.0,3.92,2.73,3.0,100.0,2.23,0.0,174.88,7.27,3.73,557.36,75.0,93.56,47.53,3.53,0.0,264.37,27.71,0.0,3.14,59.86,75.3,40.63,56.27,15.18,15.62,2.1,3.0,79.28,6.21,16.62,75.05,5.3,75.05,0.67,73.98,0.0,0.0,15.76,76.85,37.07,100.0,4.85,5607.0,82.73,1.77,417.95,1.95,17.44,0.98,37.94,92.1,29.25,52.52,7.81,0.0,11.95,15.57,20.53,12.18,11.54,4.43
114,26.32,7.5,0.0,865.13,41.8,6.18,4.44,26.26,3.0,100.0,3.8,1.53,175.57,9.19,5.05,157.19,26.32,89.87,49.77,4.56,1.53,316.41,38.66,100.0,3.94,39.09,66.6,28.18,61.76,19.32,14.19,6.33,6.99,72.49,5.67,15.19,38.71,9.18,38.71,0.61,3.91,0.0,20.67,18.81,56.85,18.01,92.57,6.52,6522.0,78.8,1.22,865.13,-4.9,2.53,0.53,66.33,83.0,2.96,4.33,9.65,1.53,8.24,10.85,9.43,14.48,24.77,8.65
115,100.0,15.38,0.0,229.73,47.5,0.0,0.0,0.0,3.0,98.36,0.0,-3.85,653.2,3.85,0.0,6.66,100.0,100.0,100.0,0.0,0.0,796.25,49.02,0.0,0.0,76.61,66.5,38.46,89.78,38.85,13.64,4.55,52.27,29.55,7.69,6.54,-13.86,38.61,-13.86,1.17,55.75,0.0,0.0,11.72,31.64,6.25,100.0,0.77,260.0,65.74,0.0,229.73,-23.08,0.77,29.51,56.04,124.3,6.79,50.68,3.85,-3.85,12.14,31.49,-22.62,29.03,27.53,58.82
116,71.43,9.4,0.0,203.84,36.3,1.56,2.49,1.4,3.0,100.0,43.8,-0.26,167.71,10.06,6.62,485.31,71.43,83.96,34.28,3.57,1.55,406.99,89.75,95.0,4.24,19.0,70.2,33.01,63.26,18.88,17.93,13.13,3.04,65.9,5.6,15.32,47.67,5.1,47.67,0.64,4.61,0.0,33.63,20.13,61.34,19.43,77.65,4.64,19354.0,69.57,1.53,203.84,1.85,5.6,1.63,65.05,82.3,10.89,15.56,7.03,-0.26,7.3,12.27,3.24,10.78,17.95,9.59
117,66.67,2.85,0.0,94.83,38.9,0.0,0.0,0.0,2.0,99.18,0.0,-2.85,179.6,0.0,0.0,84.21,66.67,98.51,100.0,0.0,0.0,179.15,23.35,0.0,0.0,52.75,71.1,28.49,51.72,15.62,26.09,0.0,34.78,39.13,5.7,15.62,53.97,0.0,53.97,0.93,0.0,0.0,0.0,15.18,50.17,20.46,100.0,5.68,352.0,86.98,0.0,94.83,11.4,0.6,0.0,47.38,133.5,14.29,5.75,2.85,-2.85,4.5,6.66,19.73,12.21,22.9,18.87
118,25.0,11.4,0.0,171.89,39.6,0.61,2.77,3.64,2.0,100.0,14.33,-1.6,182.14,8.79,5.7,564.54,25.0,92.31,44.5,3.54,2.38,241.23,33.99,100.0,4.12,42.0,72.9,24.87,64.29,19.01,12.88,3.87,5.77,77.49,8.13,15.68,306.59,4.74,306.59,0.72,73.34,4.3,18.42,16.12,69.04,28.64,89.78,6.13,16795.0,72.04,1.12,171.89,1.78,10.18,2.5,40.87,96.6,5.18,11.42,6.29,-1.6,1.34,3.2,8.4,8.65,18.55,5.13
119,57.14,4.22,0.0,237.05,40.0,4.6,6.14,0.0,3.0,99.18,0.0,1.64,154.86,8.21,3.05,831.97,57.14,86.57,45.25,4.68,0.0,298.64,52.48,0.0,3.68,17.16,71.1,26.28,63.03,19.28,15.72,19.73,5.69,58.86,3.52,15.18,27.03,4.7,27.03,0.66,0.0,0.0,0.0,20.56,53.09,16.84,98.96,6.19,4268.0,85.28,0.0,237.05,2.82,10.14,1.8,45.0,84.5,16.0,5.52,10.09,1.64,1.41,1.67,-2.42,11.17,13.74,17.43
120,66.67,15.72,0.0,192.18,37.9,32.57,6.06,0.0,3.0,100.0,0.0,-1.57,119.39,4.72,1.57,44.35,66.67,100.0,100.0,15.62,0.0,239.6,32.59,0.0,9.09,50.66,65.1,144.65,59.6,24.05,2.04,2.04,16.33,79.59,29.87,10.28,318.02,15.65,318.02,0.75,168.24,0.0,0.0,14.6,70.63,38.54,98.18,1.11,632.0,84.36,0.0,192.18,6.29,1.62,0.0,62.82,117.4,4.49,17.92,7.86,-1.57,16.52,21.54,17.04,13.91,18.59,48.39
121,70.0,28.66,0.0,247.68,44.7,4.42,5.73,2.21,3.0,99.18,0.0,6.51,157.88,7.82,3.91,78.38,70.0,97.67,28.0,4.33,4.35,225.84,44.33,0.0,5.66,36.2,66.4,24.75,70.3,20.23,11.64,19.58,12.7,56.08,3.91,17.36,91.3,8.67,91.3,0.83,23.25,0.0,0.0,19.73,59.05,20.13,98.86,5.52,2299.0,73.28,0.0,247.68,-5.21,2.05,0.17,65.12,104.6,13.42,18.58,13.03,6.51,1.85,10.0,11.93,24.13,27.35,8.65
122,71.43,2.36,0.0,190.14,38.8,2.36,3.53,2.12,3.0,98.9,0.0,3.54,173.07,13.69,8.02,247.74,71.43,90.24,21.96,2.36,2.36,261.18,41.31,0.0,3.7,41.79,74.9,39.88,52.4,16.17,11.76,12.03,7.49,68.72,7.31,14.83,77.41,11.77,77.41,0.68,17.32,0.0,0.0,21.37,58.56,19.72,93.96,9.13,4229.0,66.78,0.0,190.14,-3.54,4.19,1.85,67.11,93.6,15.98,20.05,9.91,3.54,0.8,6.9,5.86,14.27,14.1,11.24
123,33.33,17.24,0.0,300.0,40.7,42.55,13.98,40.43,3.0,99.18,0.0,2.16,155.58,2.16,4.31,229.7,33.33,97.18,29.86,0.0,0.0,748.15,36.37,100.0,14.29,52.75,65.3,30.17,62.24,18.75,5.45,30.91,7.27,56.36,10.78,14.66,103.66,0.0,103.66,0.76,0.0,59.7,0.0,18.89,62.71,16.95,100.0,3.02,464.0,85.56,0.0,300.0,-4.31,5.59,1.0,46.5,103.8,11.49,21.28,6.47,2.16,0.7,6.43,20.21,16.67,20.79,27.78
124,16.13,8.55,46.12,139.49,37.8,1.97,1.0,3.1,3.0,100.0,20.22,0.29,179.19,15.31,10.4,1459.0,16.13,74.97,48.27,3.9,2.95,318.36,42.77,94.13,3.19,42.0,72.1,45.31,61.8,19.21,15.93,6.14,1.0,76.94,5.69,14.72,-4.25,4.74,-4.25,0.67,14.42,0.33,35.65,18.82,62.08,19.81,57.12,8.4,61113.0,48.06,1.72,139.49,0.02,14.34,1.1,48.9,83.7,2.26,1.69,8.83,0.29,1.57,1.82,5.3,10.18,19.86,6.06
125,42.86,64.75,0.0,234.62,23.5,0.0,5.02,0.0,3.0,99.18,0.0,10.79,153.59,4.2,3.0,574.14,42.86,78.41,32.11,5.92,6.01,221.55,31.61,0.0,3.64,52.75,77.1,34.77,58.87,9.25,14.11,25.15,1.23,59.51,4.8,23.6,204.88,0.0,204.88,0.73,0.0,0.0,0.0,25.45,70.33,22.97,100.0,6.07,1665.0,85.96,0.0,234.62,4.2,10.1,1.67,63.67,90.1,0.31,0.63,14.39,10.79,0.05,4.88,60.1,13.81,12.2,9.04
126,31.82,66.15,0.0,542.07,48.7,0.0,0.0,88.06,3.0,100.0,0.0,-7.78,189.3,1.95,1.95,11.0,31.82,100.0,100.0,0.0,0.0,234.5,17.13,0.0,0.0,47.43,64.7,38.91,59.08,18.96,4.48,7.46,67.16,20.9,3.89,14.7,43.45,0.0,43.45,1.0,0.0,0.0,0.0,22.85,57.31,17.64,100.0,3.09,517.0,84.17,0.0,542.07,-7.78,1.58,55.5,35.99,156.4,1.36,17.61,1.95,-7.78,5.02,18.51,12.88,22.01,35.16,131.58
127,50.0,17.72,0.0,103.94,36.0,0.0,3.63,0.0,3.0,100.0,0.0,3.22,333.06,4.19,2.9,58.42,50.0,97.73,24.25,3.15,9.68,431.76,24.07,91.89,3.36,7.04,79.6,31.25,53.16,10.77,16.87,12.76,7.41,62.96,3.54,20.29,-13.08,6.44,-13.08,0.94,2.7,0.0,115.62,19.65,60.34,17.0,91.21,6.29,3100.0,78.74,0.0,103.94,0.64,6.54,28.29,51.99,114.6,0.76,6.73,8.7,3.22,2.53,11.93,54.54,18.53,18.91,9.4
128,25.0,11.24,0.0,187.13,40.7,0.0,0.0,46.41,3.0,100.0,0.0,0.0,180.06,4.21,2.81,31.26,25.0,100.0,57.06,0.0,0.0,235.93,67.23,0.0,3.57,42.0,69.2,22.47,62.87,19.58,5.17,8.62,39.66,46.55,9.83,17.2,122.18,0.0,122.18,0.83,57.44,0.0,0.0,17.01,57.3,23.11,100.0,5.87,715.0,86.9,0.0,187.13,4.21,0.27,0.84,79.82,131.8,5.77,4.49,9.83,0.0,19.82,25.61,16.64,25.4,18.09,23.53
129,50.0,31.44,0.0,234.49,45.7,0.0,10.87,7.56,3.0,99.18,0.0,-4.49,125.57,2.99,0.0,74.75,50.0,97.94,23.55,14.81,0.0,243.42,38.17,0.0,5.88,23.9,62.0,49.4,77.93,19.43,18.92,21.62,13.51,45.95,2.99,20.63,66.2,0.0,66.2,0.74,67.87,0.0,0.0,20.0,55.4,16.81,97.92,7.77,669.0,86.97,0.0,234.49,11.98,1.45,0.11,78.43,95.7,21.49,39.33,4.49,-4.49,0.72,10.0,18.62,16.31,35.8,17.24
130,100.0,15.97,0.0,238.98,44.2,2.62,7.24,13.12,3.0,98.9,21.56,-0.52,178.78,6.02,7.59,204.56,100.0,89.62,24.14,2.66,10.37,209.01,44.92,0.0,3.33,47.06,66.6,43.73,60.4,21.34,13.42,23.01,6.85,56.71,5.24,12.76,-142.12,2.64,-142.12,0.81,0.0,0.0,0.0,17.59,50.98,15.74,89.8,8.35,3856.0,80.79,1.32,238.98,-7.07,4.12,1.21,57.0,85.2,9.09,13.12,8.38,-0.52,0.49,10.99,-6.99,13.22,17.93,4.58
131,100.0,0.0,0.0,355.56,49.2,0.0,22.37,0.0,3.0,98.9,0.0,10.83,188.43,0.0,7.22,63.99,100.0,98.57,19.91,0.0,35.84,200.57,63.83,0.0,0.0,77.34,63.2,75.81,56.74,16.85,10.2,36.73,16.33,36.73,7.22,7.89,509.84,0.0,509.84,0.99,0.0,0.0,0.0,29.09,67.27,22.55,100.0,18.28,279.0,78.33,0.0,355.56,-32.49,4.43,1.16,69.53,120.3,19.08,92.59,18.05,10.83,2.18,11.79,6.08,13.91,48.72,68.97
132,83.33,6.46,0.0,96.91,61.8,0.0,2.57,0.0,2.0,100.0,0.0,-7.18,456.62,8.26,4.31,20.11,83.33,99.86,71.73,3.64,0.0,350.88,34.92,79.31,5.77,27.84,65.3,31.96,62.38,26.05,7.65,3.95,52.59,35.8,10.41,9.12,73.62,10.74,73.62,0.9,65.86,0.0,80.56,16.1,46.78,12.12,93.69,2.81,2775.0,50.93,0.36,96.91,-5.03,0.27,0.15,38.69,110.7,16.81,14.36,3.95,-7.18,11.6,34.88,-4.61,23.0,45.87,7.87
133,50.0,13.25,0.0,95.47,64.1,0.0,7.33,0.0,3.0,100.0,0.0,-4.42,115.03,4.42,2.21,37.65,50.0,99.38,76.42,0.0,0.0,221.56,39.94,0.0,0.0,70.3,66.6,39.74,69.2,21.12,2.08,4.17,52.08,41.67,11.04,16.18,125.59,0.0,125.59,0.73,23.26,0.0,0.0,19.28,64.52,25.71,96.67,3.6,445.0,86.26,0.0,95.47,2.21,0.27,1.42,65.83,133.9,12.82,11.93,4.42,-4.42,11.26,16.28,19.95,18.18,37.91,17.86
134,87.5,0.0,0.0,641.03,40.4,0.0,31.71,0.0,3.0,100.0,0.0,-20.73,175.02,0.0,0.0,15.84,87.5,98.68,100.0,0.0,0.0,333.11,37.13,0.0,0.0,10.68,64.2,15.54,78.38,22.22,3.12,6.25,75.0,15.62,0.0,16.67,105.28,53.19,105.28,0.74,0.0,0.0,0.0,18.86,48.0,12.57,81.82,1.52,198.0,68.06,0.0,641.03,-10.36,1.19,60.08,22.96,109.7,13.51,102.56,5.18,-20.73,13.16,39.94,3.66,28.23,12.07,28.57
135,100.0,78.43,0.0,523.94,53.0,28.17,15.12,0.0,3.0,100.0,0.0,8.4,308.19,0.0,2.8,4.24,100.0,100.0,100.0,0.0,0.0,499.71,19.66,0.0,0.0,76.79,64.5,25.21,50.0,23.81,0.0,0.0,56.41,43.59,11.2,8.12,397.9,0.0,397.9,1.18,22.79,0.0,0.0,21.43,56.21,17.08,100.0,3.08,357.0,85.21,0.0,523.94,-5.6,0.79,17.88,54.03,147.3,1.42,28.17,11.2,8.4,7.88,22.97,-2.72,16.2,33.68,107.14
136,50.0,19.55,0.0,501.7,45.9,0.0,7.37,0.0,2.0,98.36,0.0,4.72,315.74,9.44,3.37,38.55,50.0,83.98,48.99,6.8,6.78,400.56,11.49,0.0,6.0,57.56,63.9,26.3,63.64,17.62,11.05,13.68,31.58,43.68,16.18,17.01,1595.0,6.72,1595.0,0.79,75.51,0.0,0.0,17.28,53.13,14.42,96.36,9.55,1476.0,58.27,0.0,501.7,23.6,2.59,38.51,25.73,105.1,19.98,110.13,10.79,4.72,2.44,28.75,13.36,12.07,16.3,12.88
137,53.33,12.05,0.0,1252.0,41.4,0.0,0.0,0.0,2.0,98.36,0.0,-24.1,649.59,0.0,0.0,3.75,53.33,99.22,100.0,0.0,0.0,312.34,17.24,0.0,0.0,84.23,67.5,42.17,84.78,38.82,3.7,0.0,48.15,48.15,24.1,5.29,133.43,0.0,133.43,0.98,0.0,0.0,0.0,18.24,44.71,12.94,100.0,4.12,170.0,69.86,0.0,1252.0,6.02,0.66,16.1,70.11,100.2,1.18,16.85,0.0,-24.1,21.44,30.23,-10.99,6.7,17.84,333.33
138,100.0,8.78,0.0,362.07,37.3,0.0,6.22,0.0,3.0,100.0,0.0,-1.46,324.02,8.78,2.93,28.15,100.0,99.64,82.14,14.73,0.0,689.23,8.31,0.0,8.7,33.72,63.6,45.39,78.39,25.69,7.48,27.21,42.86,22.45,8.78,13.43,549.72,14.68,549.72,0.77,27.86,0.0,0.0,12.18,45.89,12.18,91.49,11.39,685.0,50.62,0.0,362.07,2.93,1.85,61.32,6.03,103.0,11.72,43.1,8.78,-1.46,9.63,43.16,5.71,23.94,15.2,12.5
139,75.0,3.73,0.0,720.59,50.8,0.0,9.63,0.0,1.0,100.0,0.0,-14.93,474.82,3.73,3.73,236.84,75.0,99.3,65.62,0.0,0.0,245.01,30.39,100.0,0.0,27.84,62.9,11.19,65.64,27.41,8.33,5.56,36.11,50.0,18.66,8.89,135.85,37.59,135.85,0.76,0.0,94.7,0.0,13.96,42.26,12.83,100.0,5.19,270.0,60.22,0.0,720.59,-26.12,14.65,0.0,36.67,110.2,1.34,7.35,0.0,-14.93,0.0,43.73,-5.59,13.78,35.05,45.45
140,100.0,34.26,0.0,12.54,70.2,0.0,5.26,0.0,2.0,98.36,0.0,-3.21,266.53,1.07,3.21,13.84,100.0,100.0,19.22,0.0,10.67,293.27,10.65,0.0,0.0,53.72,63.9,35.33,59.35,22.31,6.86,23.53,33.33,36.27,8.57,11.95,1511.0,0.0,1511.0,1.0,66.74,0.0,0.0,23.63,52.97,12.79,90.38,7.36,937.0,69.81,0.0,12.54,23.55,3.08,59.32,30.34,106.1,2.46,51.2,5.35,-3.21,6.6,28.33,0.86,26.56,52.66,103.45
141,0.0,2.37,0.0,420.32,61.9,0.0,0.0,0.0,3.0,100.0,0.0,-2.37,304.33,7.1,1.18,138.23,0.0,98.44,59.46,11.63,0.0,522.21,7.98,0.0,8.0,48.35,63.1,46.15,60.78,20.53,4.73,27.22,46.75,21.3,9.47,13.53,88.14,23.23,88.14,0.86,14.99,0.0,0.0,11.84,47.24,15.39,72.22,6.88,828.0,46.99,0.0,420.32,37.87,7.41,59.33,5.67,109.8,1.13,5.77,4.73,-2.37,13.09,40.9,-4.28,22.22,41.65,9.26
142,75.0,8.91,0.0,287.95,41.6,0.0,5.12,0.0,3.0,99.45,0.0,2.48,177.6,5.45,0.5,93.64,75.0,97.69,33.42,4.89,0.0,277.45,40.82,0.0,5.68,41.29,72.9,35.15,62.45,17.56,14.91,8.07,11.8,65.22,5.94,18.11,42.83,9.89,42.83,0.73,58.0,0.0,0.0,14.93,67.93,32.52,100.0,3.62,2016.0,84.4,0.0,287.95,0.99,1.32,0.0,62.0,109.9,16.67,14.08,11.88,2.48,1.34,4.03,25.45,17.12,28.09,15.87
143,100.0,0.0,0.0,335.97,37.1,0.0,17.47,0.0,3.0,99.18,0.0,0.0,200.83,0.0,0.0,46.33,100.0,100.0,100.0,0.0,0.0,270.85,49.98,0.0,11.11,45.12,70.4,7.69,71.52,11.2,19.44,2.78,33.33,44.44,3.85,25.1,67.38,0.0,67.38,0.73,0.0,0.0,0.0,17.92,58.49,20.28,100.0,4.25,259.0,86.44,0.0,335.97,3.85,0.63,0.34,55.42,172.3,26.32,39.53,7.69,0.0,5.37,11.93,53.25,18.1,24.53,15.62
144,100.0,8.92,29.81,236.9,35.3,0.0,1.97,2.07,3.0,100.0,12.26,1.27,157.55,9.8,6.54,3096.0,100.0,67.67,44.9,3.87,0.55,319.03,87.18,93.65,3.73,27.5,75.0,21.22,63.6,21.44,18.17,5.12,1.52,75.18,5.65,13.97,65.62,5.53,65.62,0.59,9.84,0.0,17.0,19.04,54.89,17.4,88.07,6.52,18024.0,77.43,1.22,236.9,2.44,15.48,1.69,26.1,79.5,29.83,16.86,8.59,1.27,1.01,11.03,2.25,9.14,11.36,10.46
145,45.16,7.63,0.0,170.9,37.2,3.26,1.17,3.26,3.0,100.0,26.9,-0.16,156.22,10.5,7.53,494.66,45.16,77.04,28.03,3.83,1.08,422.59,24.96,92.5,3.99,50.19,72.6,27.94,62.6,22.51,11.19,7.85,4.15,76.81,4.93,12.41,51.19,7.05,51.19,0.59,3.41,0.86,15.76,19.19,56.75,18.51,67.26,4.96,18510.0,55.56,1.19,170.9,-1.14,5.78,3.3,70.13,86.5,14.93,13.03,8.66,-0.16,4.26,13.05,-1.91,12.38,13.96,8.7
146,60.0,5.27,0.0,65.83,34.2,0.0,3.75,0.0,3.0,100.0,0.0,4.39,181.67,3.51,1.76,141.73,60.0,100.0,75.29,8.73,0.0,197.18,41.12,0.0,4.35,66.88,70.8,37.75,68.33,18.29,15.05,2.15,18.28,64.52,9.66,16.55,15.01,0.0,15.01,0.94,10.54,0.0,0.0,13.53,77.06,37.62,99.02,4.97,1148.0,85.59,0.0,65.83,-13.17,6.44,2.96,38.64,177.4,4.43,22.54,12.29,4.39,6.48,9.32,15.49,10.0,12.9,5.32
147,66.67,2.74,66.87,217.28,37.4,1.87,2.13,3.55,3.0,99.18,0.0,-1.64,148.83,10.04,5.11,472.52,66.67,90.72,47.57,3.67,1.82,213.55,26.45,71.3,6.57,32.6,71.0,24.11,64.35,17.79,15.51,14.97,6.15,63.37,5.48,16.9,23.08,7.32,23.08,0.66,8.69,0.0,114.29,21.21,56.81,17.64,94.78,7.27,5486.0,76.76,0.73,217.28,1.83,6.95,0.26,65.26,88.1,6.34,10.28,9.68,-1.64,2.27,10.04,8.33,12.06,16.22,5.77
148,66.67,10.87,0.0,12.66,51.7,0.0,8.72,0.0,2.0,99.18,0.0,-2.72,176.02,0.0,0.0,108.06,66.67,98.44,43.79,0.0,0.0,427.21,86.02,0.0,0.0,52.75,60.6,43.48,77.45,23.48,20.93,11.63,18.6,48.84,5.43,17.68,72.95,0.0,72.95,0.96,20.89,0.0,0.0,15.92,44.27,12.42,93.1,8.84,362.0,81.58,0.0,12.66,-5.43,1.4,0.0,56.18,102.1,20.34,30.38,8.15,-2.72,2.15,3.85,-3.47,19.35,47.57,28.99
149,92.0,1.39,36.72,206.7,41.1,1.15,3.96,5.74,3.0,99.2,15.05,-4.06,156.19,11.02,6.73,205.23,92.0,71.51,28.96,4.69,2.32,338.35,67.33,89.38,3.91,40.2,76.5,20.29,68.51,22.73,15.23,12.84,4.77,67.16,4.52,13.63,61.4,6.97,61.4,0.64,6.1,0.93,53.54,17.16,55.03,18.19,83.6,4.12,8638.0,57.58,1.05,206.7,0.46,2.82,0.19,80.24,85.1,10.4,13.99,7.42,-4.06,9.88,3.31,-1.05,13.62,26.36,12.48
150,22.22,22.3,0.0,265.37,40.7,0.0,5.24,20.05,3.0,99.18,0.0,-6.08,226.46,6.76,2.03,173.78,22.22,92.73,35.71,6.94,13.41,316.33,58.79,100.0,5.36,26.2,61.6,41.89,63.49,20.39,15.89,9.35,15.89,58.88,9.46,14.55,5.05,6.81,5.05,0.67,13.11,6.74,0.0,20.13,55.43,18.31,97.52,8.52,1491.0,80.31,0.0,265.37,22.3,2.97,0.35,73.26,93.3,3.56,6.68,8.11,-6.08,0.58,7.75,8.75,16.81,23.84,8.93
151,75.0,31.29,0.0,222.63,39.5,0.0,3.58,0.0,3.0,100.0,9.43,7.53,469.41,4.63,3.48,38.06,75.0,100.0,23.67,5.83,0.0,351.58,9.3,0.0,5.56,44.45,73.6,49.83,46.48,14.18,8.05,38.39,5.57,47.99,9.27,14.81,119.94,11.74,119.94,0.96,35.34,0.0,0.0,18.71,60.9,22.45,97.56,9.26,1749.0,73.21,0.0,222.63,3.48,6.74,4.05,46.64,109.6,0.42,7.91,13.33,7.53,0.87,13.34,21.29,15.76,19.64,21.01
152,20.0,43.82,0.0,267.18,41.4,0.0,0.0,133.59,3.0,98.9,0.0,0.0,78.95,3.98,0.0,17.48,20.0,98.36,100.0,0.0,0.0,238.56,48.9,0.0,0.0,20.56,59.5,19.92,60.25,18.6,0.0,8.7,30.43,60.87,19.92,15.12,159.52,0.0,159.52,0.78,250.0,0.0,0.0,26.75,64.61,18.11,100.0,6.98,258.0,83.2,0.0,267.18,-19.92,0.16,0.0,82.72,102.5,21.74,19.08,7.97,0.0,6.21,9.84,4.45,20.14,19.44,54.05
153,42.5,6.88,79.96,109.44,31.4,0.66,1.77,0.73,3.0,99.45,73.05,2.19,176.08,11.77,9.16,3686.0,42.5,62.73,30.28,2.93,1.31,366.69,42.13,86.6,5.58,42.59,76.3,26.68,53.74,15.23,12.69,5.19,0.5,81.61,5.25,15.32,86.42,5.21,86.42,0.62,7.62,0.46,69.18,15.88,69.67,30.23,70.5,5.41,30637.0,79.06,1.47,109.44,-1.96,32.82,6.0,6.24,85.1,13.52,11.96,9.75,2.19,3.04,6.11,6.04,8.75,7.46,8.96
154,100.0,4.9,38.52,160.93,45.6,6.72,2.54,0.81,3.0,100.0,0.0,-2.32,178.46,16.62,9.54,4051.0,100.0,79.33,68.73,4.15,0.0,266.95,66.42,70.0,6.84,42.0,64.9,22.07,69.6,23.26,14.17,4.38,3.33,78.12,9.67,14.06,8.23,6.84,8.23,0.51,29.42,0.13,52.17,16.72,60.23,24.96,86.52,5.3,7374.0,66.37,1.1,160.93,1.77,40.38,0.53,10.53,82.0,4.03,3.23,8.31,-2.32,17.88,29.03,0.27,11.02,20.81,5.04
155,14.29,8.3,0.0,322.69,39.1,3.1,2.8,3.41,3.0,98.9,42.27,3.72,177.87,7.44,4.01,225.21,14.29,88.44,32.21,2.85,2.88,283.08,62.53,0.0,3.6,50.16,72.1,66.4,54.72,17.24,14.68,14.98,6.42,63.91,4.58,14.96,303.17,11.39,303.17,0.75,0.0,0.0,0.0,22.37,59.22,18.6,96.43,8.23,3475.0,81.59,0.0,322.69,2.86,5.11,0.25,63.1,88.0,9.59,23.25,13.17,3.72,0.19,2.71,25.59,17.18,33.97,9.05
156,25.0,8.62,0.0,248.29,31.0,0.0,2.8,0.0,3.0,100.0,0.0,-2.59,172.48,2.59,0.0,61.23,25.0,96.33,84.83,8.23,0.0,214.26,40.13,0.0,2.38,21.63,68.5,59.48,57.92,17.85,9.3,0.0,26.74,63.95,8.62,15.66,-18.98,0.0,-18.98,0.7,18.23,0.0,0.0,17.01,72.5,31.88,98.84,2.02,1137.0,86.3,0.0,248.29,1.72,4.68,1.38,79.64,95.1,1.52,11.73,12.07,-2.59,12.24,19.32,28.04,10.39,12.28,12.9
157,60.0,33.33,0.0,754.24,64.8,0.0,0.0,0.0,3.0,100.0,0.0,14.29,330.09,0.0,0.0,25.27,60.0,100.0,100.0,0.0,0.0,303.43,10.21,0.0,0.0,78.85,68.5,33.33,67.72,24.41,3.12,31.25,34.38,31.25,23.81,13.62,132.13,48.31,132.13,0.87,46.95,0.0,0.0,18.37,52.04,15.82,83.33,12.21,213.0,67.35,0.0,754.24,-52.38,1.6,55.35,18.89,98.9,9.03,59.32,19.05,14.29,13.31,32.19,1.43,36.97,36.17,37.04
