,Código municipio,2009_1,2009_2,2009_3,2009_4,2010_5,2009_6,2009_7,2009_8,2009_9,2009_10,2009_11,2009_12,2011_13,2009_14,2009_15,2009_16,2009_17,2001_18,2009_19,2009_20,2009_21,2005_22,2005_23,2009_24,2009_25,2005_26,2011_27,2009_28,2009_29,2009_30,2009_31,2009_32,2012,2009_34,2009_35,2009_36,2009_37,2009_38,2009_39,2009_40,2009_41,2009_42,2009_43,2010_44,2010_45,2010_46,2011_47,2009_48,2009_48.1,2011_50,2009_51,2009_52,2009_53,2009_54,2005_55,2005,2006_57,2009_58,2009_59,2009_60,2009_61,2006_62,2007,2009_64,2001_65,2010,2009
146,48053,60.0,7.3,0.0,65.83,34.2,0.0,3.52,0.0,3.0,98.9,0.0,10.04,185.11,3.7,1.85,133.58,60.0,100.0,72.22,9.02,0.0,197.18,41.12,0.0,2.94,66.88,70.8,26.46,59.35,16.36,13.79,2.3,13.27,83.91,12.94,17.38,107.13,0.0,107.13,0.94,10.82,0.0,0.0,11.88,75.94,38.17,99.02,5.64,1082.0,85.59,0.0,65.83,1.85,6.96,2.96,37.41,179.16,4.43,22.54,10.95,10.04,6.48,9.32,14.38,4.75,11.03,5.32
147,20049,66.67,4.11,66.87,217.28,36.6,1.87,2.17,3.55,3.0,96.71,0.0,3.36,102.73,9.34,5.23,469.65,66.67,90.72,43.4,3.74,1.87,213.55,26.45,88.89,5.46,32.6,71.0,18.87,59.25,17.05,23.33,14.64,5.64,62.03,4.86,15.84,283.26,7.48,283.26,0.74,8.79,0.0,119.47,18.71,54.84,17.23,94.78,6.61,5354.0,76.76,0.56,217.28,-2.61,7.61,0.26,65.09,89.09,6.34,10.28,14.39,3.36,2.27,10.04,9.87,14.78,17.75,5.77
148,20050,66.67,10.23,0.0,12.66,48.2,0.0,0.0,0.0,1.0,96.71,0.0,7.67,157.89,0.0,0.0,113.53,66.67,98.44,38.12,0.0,0.0,427.21,86.02,0.0,0.0,52.75,60.6,30.69,65.67,20.98,30.56,19.44,17.07,50.0,2.59,15.54,185.35,0.0,185.35,0.91,20.25,0.0,0.0,17.51,43.62,11.57,93.1,3.11,386.0,81.58,2.53,12.66,5.18,1.74,0.0,56.18,99.12,20.34,30.38,23.02,7.67,2.15,3.85,8.43,16.46,42.63,28.99
149,20051,92.0,2.64,36.72,206.7,39.6,1.15,3.31,5.74,3.0,96.7,36.65,2.87,157.09,14.34,8.38,208.49,92.0,71.51,25.53,4.59,1.15,338.35,67.33,94.69,3.92,40.2,76.5,17.9,59.29,20.96,19.72,9.33,3.68,70.95,4.93,12.64,770.38,6.88,770.38,0.63,6.08,0.92,56.21,14.51,53.18,17.6,83.6,3.82,8715.0,57.58,0.8,206.7,3.21,2.81,0.19,81.08,84.72,10.4,13.99,9.64,2.87,9.88,3.31,-3.85,8.64,22.78,12.48
150,20052,22.22,19.4,0.0,265.37,38.5,0.0,5.01,20.05,3.0,96.71,0.0,6.02,219.24,8.7,2.68,173.72,22.22,92.73,29.9,6.68,13.39,316.33,58.79,100.0,7.41,26.2,61.6,54.18,59.79,18.94,21.0,9.0,11.88,70.0,8.7,14.19,133.76,6.68,133.76,0.66,13.37,6.68,0.0,18.91,52.84,17.12,97.52,6.96,1494.0,80.31,0.0,265.37,8.7,3.27,0.35,72.91,95.38,3.56,6.68,16.05,6.02,0.58,7.75,5.06,18.17,17.21,8.93
151,1058,75.0,40.15,0.0,222.63,43.2,0.0,1.92,0.0,3.0,99.73,10.07,1.82,430.42,5.48,3.04,35.8,75.0,100.0,19.99,6.08,0.0,351.58,9.3,0.0,6.06,44.45,73.6,62.04,45.91,13.51,8.96,41.49,4.32,49.55,7.91,14.3,486.92,12.17,486.92,0.98,36.5,0.0,0.0,16.66,57.2,20.68,97.56,8.83,1643.0,73.21,0.61,222.63,9.74,6.72,4.05,46.75,106.53,0.42,7.91,8.52,1.82,0.87,13.34,23.26,12.71,21.73,21.01
152,20068,20.0,71.97,0.0,267.18,39.3,0.0,0.0,133.59,3.0,96.44,0.0,0.0,76.12,3.76,0.0,18.1,20.0,98.36,100.0,0.0,0.0,238.56,48.9,0.0,0.0,20.56,59.5,45.45,59.28,20.3,4.76,14.29,20.0,80.95,26.32,12.78,231.22,0.0,231.22,0.71,259.54,0.0,0.0,21.85,60.08,15.97,100.0,7.89,266.0,83.2,0.0,267.18,0.0,0.16,0.0,83.47,103.76,21.74,19.08,15.15,0.0,6.21,9.84,1.53,23.88,17.99,54.05
153,48054,42.5,6.6,79.96,109.44,29.6,0.66,1.53,0.73,3.0,98.08,48.41,3.41,183.65,13.73,11.14,3538.0,42.5,62.73,31.79,2.97,1.0,366.69,42.13,84.81,5.1,42.59,76.3,29.47,46.56,12.6,14.05,5.77,0.48,80.17,6.18,14.9,-26.97,7.6,-26.97,0.61,7.67,0.26,76.98,14.91,68.16,29.33,70.5,5.56,30079.0,79.06,0.83,109.44,1.43,31.51,6.0,5.76,84.78,13.52,11.96,10.47,3.41,3.04,6.11,8.8,8.14,6.89,8.96
154,48057,100.0,8.05,38.52,160.93,43.1,6.72,2.15,0.81,3.0,98.9,0.0,-4.69,183.22,17.92,10.97,3935.0,100.0,79.33,71.45,4.03,2.67,266.95,66.42,77.53,4.5,42.0,64.9,34.33,63.75,22.34,15.34,4.44,3.01,80.22,9.76,12.89,219.7,6.72,219.7,0.47,29.31,0.0,52.51,15.17,57.85,24.01,86.52,4.23,7477.0,66.37,1.21,160.93,4.95,31.37,0.53,9.47,82.18,4.03,3.23,8.45,-4.69,17.88,29.03,0.46,16.2,14.55,5.04
155,48055,14.29,10.34,0.0,322.69,39.4,3.1,2.86,3.41,3.0,96.44,106.22,1.88,185.19,8.87,6.33,199.87,14.29,88.44,31.08,3.1,6.33,283.08,62.53,0.0,3.48,50.16,72.1,63.28,54.96,18.68,17.68,21.04,4.92,61.28,5.7,13.39,374.18,12.4,374.18,0.78,0.0,0.0,0.0,19.81,56.2,18.23,96.43,6.4,3158.0,81.59,0.31,322.69,10.77,4.95,0.25,64.11,89.2,9.59,23.25,10.34,1.88,0.19,2.71,26.98,16.92,28.22,9.05
156,48056,25.0,11.7,0.0,248.29,35.9,0.0,2.98,0.0,3.0,98.9,0.0,0.97,185.05,3.89,0.0,74.49,25.0,96.33,100.0,9.78,0.0,214.26,40.13,0.0,2.94,21.63,68.5,41.91,60.12,19.65,8.77,1.75,21.69,89.47,11.67,14.01,-1199.0,0.0,-1199.0,0.66,18.57,0.0,0.0,17.25,68.0,28.42,98.84,3.6,1028.0,86.3,0.0,248.29,4.86,5.72,1.38,77.61,96.82,1.52,11.73,9.75,0.97,12.24,19.32,14.48,6.03,12.93,12.9
157,1034,60.0,17.32,0.0,754.24,61.4,0.0,0.0,0.0,2.0,99.73,0.0,-4.33,253.1,0.0,0.0,22.73,60.0,100.0,100.0,0.0,0.0,303.43,10.21,0.0,0.0,78.85,68.5,51.95,65.44,26.67,0.0,57.14,30.0,42.86,13.33,10.67,-2293.0,127.12,-2293.0,0.75,42.37,0.0,0.0,18.55,47.96,11.76,83.33,11.56,225.0,67.35,4.24,754.24,31.11,1.57,55.35,18.28,104.06,9.03,59.32,17.32,-4.33,13.31,32.19,14.8,15.27,35.15,37.04
158,48081,100.0,4.43,0.0,161.14,35.4,0.0,3.09,0.0,3.0,98.08,34.48,4.43,181.92,6.9,3.65,149.39,100.0,93.8,28.2,4.0,0.0,222.37,29.46,0.0,5.33,35.87,71.4,38.26,54.93,15.78,12.99,17.51,13.85,69.49,7.3,15.25,-34.62,4.0,-34.62,0.73,18.79,0.0,0.0,14.48,64.5,28.42,100.0,5.15,2465.0,83.14,0.4,161.14,7.3,2.75,1.21,57.82,113.93,3.53,6.4,11.28,4.43,2.48,10.81,16.88,19.11,18.35,7.63
159,20053,88.24,23.02,0.0,187.88,35.0,1.67,3.77,3.34,3.0,99.73,0.0,2.5,204.68,6.83,5.66,706.24,88.24,86.8,36.62,3.34,5.0,312.72,60.14,0.0,3.7,48.6,66.9,38.86,48.96,13.28,25.0,17.66,2.79,57.34,7.5,14.93,-341.66,5.01,-341.66,0.7,4.84,0.0,0.0,19.55,57.32,14.9,96.82,2.57,6003.0,81.24,1.34,187.88,2.0,8.94,0.12,39.65,77.0,8.95,11.36,9.34,2.5,0.72,12.09,2.99,11.64,13.78,8.81
160,20054,20.0,16.9,0.0,251.13,41.9,0.0,12.39,0.0,3.0,96.71,0.0,13.82,244.71,3.12,0.0,51.28,20.0,98.67,32.54,0.0,0.0,247.82,40.21,0.0,8.0,52.75,59.0,16.9,54.83,17.32,21.82,20.0,17.24,58.18,7.8,14.04,343.4,15.13,343.4,0.77,62.03,0.0,0.0,10.56,41.06,13.63,100.0,6.86,641.0,78.04,0.0,251.13,6.24,1.21,0.08,71.92,100.99,3.31,7.56,16.9,13.82,4.4,5.96,6.83,33.64,13.65,10.2
161,48903,75.0,8.73,0.0,180.88,35.9,0.0,4.55,0.0,3.0,98.08,0.0,-7.9,178.28,11.35,11.35,149.67,75.0,95.84,18.85,3.97,4.37,531.76,38.62,65.49,14.06,46.64,77.5,102.24,68.51,18.6,11.55,17.73,2.02,70.72,10.48,13.8,368.45,0.0,368.45,1.01,19.44,0.0,432.12,12.41,66.77,31.43,97.3,9.3,2290.0,86.07,0.79,180.88,24.89,10.12,2.68,30.59,128.1,7.62,46.81,4.57,-7.9,2.18,5.34,20.65,9.61,28.99,6.04
162,48058,33.33,57.63,0.0,297.8,42.3,0.0,11.81,0.0,2.0,96.44,0.0,5.93,335.08,3.4,1.7,50.34,33.33,100.0,24.85,8.46,8.49,353.78,87.52,0.0,6.25,50.7,67.7,43.22,52.2,17.74,7.14,49.11,8.26,43.75,13.58,12.48,269.62,0.0,269.62,1.02,43.15,0.0,0.0,16.96,51.81,17.15,100.0,2.89,1178.0,73.84,8.46,297.8,1.7,1.75,0.13,66.54,156.35,12.93,44.84,13.56,5.93,3.2,12.11,6.9,12.2,22.18,6.76
163,48060,84.62,6.87,0.0,73.74,35.4,2.02,5.37,6.06,3.0,98.9,0.0,4.24,181.82,13.95,10.92,108.94,84.62,89.04,47.33,4.04,8.09,290.29,69.98,89.83,6.12,40.0,70.8,37.18,53.73,18.62,14.18,12.19,8.24,73.63,7.07,12.33,142.84,12.12,142.84,0.67,17.58,3.84,42.6,17.47,52.8,18.34,72.52,12.86,4947.0,67.31,0.81,73.74,3.03,0.84,0.08,76.73,93.75,20.89,16.16,10.91,4.24,9.69,22.25,5.28,21.6,11.93,6.26
164,48061,40.0,30.1,0.0,138.39,57.9,22.32,0.0,22.32,3.0,98.9,0.0,1.11,183.01,3.34,1.11,56.84,40.0,100.0,76.92,0.0,0.0,276.22,58.53,27.27,0.0,54.47,65.3,55.74,54.03,16.82,11.67,8.33,22.58,80.0,11.14,14.25,979.34,0.0,979.34,0.74,13.39,0.0,70.06,16.35,70.29,34.71,100.0,2.56,898.0,89.24,0.0,138.39,-2.23,1.05,1.08,70.63,110.47,15.66,29.02,7.8,1.11,7.03,15.28,52.46,8.64,37.17,22.9
165,48059,66.67,13.78,0.0,283.24,39.9,0.0,26.8,0.0,3.0,96.44,0.0,0.0,182.74,4.03,4.03,28.18,66.67,97.03,33.5,0.0,0.0,263.67,16.0,0.0,0.0,27.39,63.0,25.59,49.85,18.75,17.31,21.15,14.58,61.54,6.05,10.69,-2107.0,0.0,-2107.0,0.9,0.0,0.0,0.0,15.58,49.89,16.84,93.33,9.68,496.0,79.72,0.0,283.24,18.15,0.56,0.06,70.34,115.94,10.1,19.27,13.78,0.0,3.68,13.3,4.2,13.57,16.92,16.95
166,20901,77.78,27.33,0.0,275.55,34.2,0.0,4.58,0.0,3.0,98.9,0.0,1.58,158.59,8.39,3.67,78.16,77.78,93.37,18.48,5.27,0.0,284.76,37.13,0.0,2.0,34.9,71.2,35.21,55.04,16.41,12.05,27.71,9.15,60.24,7.34,16.52,394.43,5.27,394.43,0.49,11.59,0.0,0.0,20.63,58.24,18.01,100.0,5.19,1907.0,75.23,0.0,275.55,1.57,0.73,0.04,83.69,95.28,29.78,27.92,9.98,1.58,0.73,0.42,42.0,16.01,15.59,12.2
167,48062,100.0,18.13,0.0,130.77,58.5,0.0,0.0,0.0,3.0,98.9,0.0,5.18,163.53,0.0,0.0,17.05,100.0,100.0,100.0,0.0,0.0,318.73,42.04,0.0,0.0,53.52,62.8,49.22,63.95,20.16,21.05,5.26,40.0,73.68,7.85,14.66,130.3,0.0,130.3,0.71,28.21,0.0,0.0,16.33,59.77,24.49,96.3,2.09,382.0,87.13,0.0,130.77,-5.24,0.38,0.22,87.32,126.95,5.95,12.82,5.18,5.18,11.95,16.98,14.71,12.82,39.65,17.24
168,48063,100.0,9.22,0.0,334.11,44.9,23.2,0.0,69.61,3.0,98.9,0.0,0.0,189.69,2.29,0.0,60.69,100.0,98.48,85.92,0.0,0.0,247.97,63.56,0.0,0.0,26.97,64.0,89.86,52.8,17.16,13.89,8.33,17.14,77.78,34.32,13.27,218.46,0.0,218.46,0.68,2171.0,0.0,0.0,18.56,63.4,23.45,100.0,3.2,437.0,90.16,0.0,334.11,16.02,2.1,0.42,60.69,109.68,16.56,58.0,6.91,0.0,16.77,29.67,29.67,3.59,12.8,16.39
169,48064,25.0,13.04,0.0,79.77,38.2,0.0,11.19,0.0,3.0,98.9,0.0,-4.35,208.45,1.47,0.0,55.57,25.0,99.44,59.09,0.0,0.0,271.28,56.11,93.33,0.0,54.47,65.2,26.09,56.94,19.76,17.65,8.82,15.38,73.53,10.32,13.42,265.05,0.0,265.05,0.81,38.46,0.0,543.48,19.31,60.91,24.02,95.16,1.33,678.0,84.94,0.0,79.77,2.95,0.38,0.16,67.87,128.64,86.96,56.98,8.7,-4.35,8.13,16.37,37.53,11.93,20.14,32.26
170,1039,87.5,0.0,0.0,461.85,53.1,0.0,27.28,0.0,2.0,99.73,0.0,-11.76,335.09,7.66,0.0,30.0,87.5,100.0,71.43,0.0,0.0,489.19,7.73,0.0,0.0,50.31,63.7,43.14,77.55,29.12,15.38,23.08,48.28,61.54,0.0,8.81,118.99,40.16,118.99,0.77,0.0,0.0,0.0,14.46,47.11,15.7,96.15,3.07,261.0,68.37,4.02,461.85,-15.33,1.89,66.78,5.86,105.79,4.88,32.13,7.84,-11.76,2.65,46.33,-10.62,30.43,34.09,52.63
171,48066,0.0,14.49,0.0,219.57,57.4,23.87,18.82,0.0,3.0,98.9,0.0,-9.66,183.81,0.0,0.0,26.91,0.0,100.0,75.0,0.0,0.0,199.21,55.36,0.0,0.0,54.47,60.7,36.23,53.76,23.72,10.53,5.26,40.62,84.21,9.78,8.07,536.29,0.0,536.29,0.84,40.57,0.0,0.0,16.92,58.97,19.49,100.0,2.69,409.0,89.02,0.0,219.57,2.44,0.75,0.72,62.89,152.72,6.14,16.71,4.83,-9.66,7.47,10.18,6.51,6.52,36.65,27.03
172,48068,33.33,3.62,0.0,171.31,48.3,0.0,5.31,0.0,2.0,98.9,0.0,-7.23,196.3,10.86,4.14,460.24,33.33,86.3,44.42,5.16,5.17,323.15,51.26,70.42,5.36,34.61,66.5,43.9,57.28,21.68,16.78,6.04,4.58,77.18,12.42,11.33,314.54,10.32,314.54,0.5,312.69,0.0,166.28,11.8,67.79,29.81,100.0,6.36,1933.0,77.69,0.0,171.31,9.31,7.55,0.0,43.1,89.33,9.46,15.48,7.75,-7.23,16.95,22.04,8.17,5.69,23.03,13.64
173,48069,70.59,8.92,12.34,81.08,29.5,4.84,1.7,4.24,3.0,98.9,1.6,4.95,182.13,13.7,10.67,365.48,70.59,87.24,34.83,3.63,1.23,285.03,47.82,98.0,5.3,43.73,74.7,47.1,52.34,13.3,14.26,11.33,4.47,74.41,6.11,16.47,130.58,9.08,130.58,0.64,11.01,0.3,65.05,14.42,64.53,28.19,88.46,7.45,16209.0,65.2,0.97,81.08,10.8,11.55,0.83,45.73,105.25,1.37,4.24,12.59,4.95,5.18,13.41,21.0,11.9,8.87,9.05
174,48007,100.0,4.83,0.0,349.4,47.4,48.19,9.0,96.39,3.0,98.9,0.0,-12.08,183.81,0.0,0.0,17.14,100.0,98.58,100.0,0.0,0.0,345.52,101.3,0.0,14.29,42.0,65.9,24.15,65.86,24.21,19.05,0.0,20.69,80.95,12.11,11.38,506.06,0.0,506.06,0.8,53.01,0.0,0.0,20.26,58.46,19.23,100.0,1.94,413.0,81.82,0.0,349.4,9.69,0.25,0.25,80.66,135.72,49.18,72.29,7.25,-12.08,15.0,20.37,6.99,14.16,34.08,40.0
175,48908,33.33,9.71,0.0,139.61,32.4,0.0,0.0,77.92,3.0,98.9,0.0,-9.71,188.69,3.23,3.23,50.82,33.33,98.89,19.67,0.0,0.0,171.41,44.74,0.0,0.0,45.02,70.7,55.02,58.97,16.45,27.27,9.09,0.0,63.64,6.45,17.1,608.34,0.0,608.34,0.63,129.87,0.0,0.0,16.43,71.07,30.0,100.0,2.26,310.0,91.16,0.0,139.61,0.0,3.54,0.16,37.21,173.33,9.26,64.94,6.47,-9.71,12.76,17.78,42.2,23.48,17.39,20.83
176,48071,100.0,16.36,44.07,75.02,37.1,2.73,2.37,10.91,3.0,98.08,54.3,-0.55,181.98,9.42,5.4,328.0,100.0,91.1,30.64,4.09,0.0,372.5,103.23,94.17,4.89,47.61,68.8,69.15,51.15,16.67,20.91,6.11,5.02,72.98,9.98,12.87,72.23,5.46,72.23,0.66,15.41,0.0,184.6,22.78,61.24,17.04,66.67,2.4,7216.0,70.57,1.09,75.02,5.27,10.39,1.09,38.05,83.64,9.62,30.01,10.45,-0.55,0.41,9.8,16.46,7.22,21.01,20.75
177,20057,100.0,4.13,0.0,302.42,40.5,80.65,0.0,241.94,3.0,96.71,0.0,4.13,151.03,4.26,0.0,26.7,100.0,100.0,68.89,0.0,0.0,529.9,138.03,0.0,7.69,61.3,67.3,33.06,70.29,20.43,21.43,7.14,41.94,71.43,17.02,18.3,98.13,0.0,98.13,0.84,96.77,0.0,0.0,15.12,49.27,17.07,100.0,0.0,235.0,85.26,0.0,302.42,4.26,0.48,0.8,69.89,123.91,47.62,80.65,16.53,4.13,3.82,8.73,40.72,38.95,26.28,40.0
178,20056,84.62,9.4,0.0,171.28,35.7,9.96,2.81,0.0,3.0,98.9,0.0,0.0,157.31,13.05,8.03,176.56,84.62,89.42,48.94,3.98,4.02,258.97,27.23,97.92,5.42,36.1,66.2,21.0,55.11,17.75,18.1,10.68,14.33,71.22,7.23,13.36,365.1,7.97,365.1,0.59,199.96,0.0,53.33,16.86,52.5,17.75,94.53,4.66,4979.0,72.08,1.0,171.28,9.84,1.37,0.46,68.05,90.3,5.19,3.98,11.8,0.0,2.89,7.56,3.75,2.42,9.76,4.24
179,48067,100.0,35.37,0.0,191.0,44.4,0.0,8.39,0.0,3.0,98.9,0.0,-5.44,196.87,5.43,6.11,29.46,100.0,100.0,31.59,6.82,6.79,270.75,42.12,85.0,6.0,65.29,64.0,55.1,61.69,23.29,18.69,12.15,17.89,69.16,8.83,11.95,111.97,0.0,111.97,0.8,38.88,0.0,118.34,13.77,55.98,20.99,97.37,2.92,1473.0,82.08,0.0,191.0,4.75,0.35,0.32,75.22,123.58,0.57,0.68,10.88,-5.44,7.04,11.96,7.21,3.58,26.85,16.04
180,48909,50.0,8.58,0.0,170.94,67.2,42.74,3.28,0.0,1.0,98.9,0.0,4.29,174.04,0.0,0.0,18.93,50.0,100.0,47.06,0.0,0.0,208.62,55.92,0.0,0.0,41.51,67.0,12.88,58.22,20.35,25.0,0.0,25.0,75.0,17.32,12.55,321.99,0.0,321.99,0.59,0.0,0.0,0.0,16.11,54.98,19.43,100.0,0.87,231.0,84.82,4.27,170.94,-4.33,0.61,0.49,68.69,169.97,2.7,8.55,8.58,4.29,17.83,22.59,-0.43,19.81,44.2,100.0
181,1041,50.0,0.0,0.0,568.72,57.4,0.0,0.0,94.79,2.0,99.73,0.0,4.76,395.73,4.78,0.0,23.48,50.0,100.0,60.0,0.0,0.0,487.77,4.3,0.0,0.0,57.08,62.4,42.86,83.33,25.84,11.54,65.38,45.83,23.08,14.35,13.88,169.35,47.39,169.35,0.81,94.79,0.0,0.0,13.57,44.22,14.07,94.74,7.66,209.0,47.62,4.74,568.72,-28.71,0.81,76.18,4.49,115.47,1.39,4.74,9.52,4.76,15.84,34.72,-2.79,9.29,32.89,66.67
182,20063,100.0,24.39,0.0,238.06,33.7,2.01,2.36,7.04,3.0,99.73,0.0,3.02,213.42,14.25,12.73,164.9,100.0,86.94,32.49,4.02,6.06,339.64,66.93,98.53,7.42,48.6,72.5,57.05,54.59,14.5,20.64,12.7,5.04,66.67,7.88,16.12,328.46,8.04,328.46,1.01,65.15,0.4,42.55,16.55,59.78,20.44,97.51,2.44,9894.0,67.55,0.9,238.06,0.81,3.61,0.38,55.45,102.76,8.76,19.1,9.37,3.02,1.93,12.52,9.27,10.4,12.33,9.86
183,1042,16.67,14.52,0.0,257.17,32.4,8.96,4.12,0.0,3.0,100.0,41.54,-9.07,135.02,2.76,0.92,36.35,16.67,96.91,38.89,8.96,0.0,398.32,14.21,95.45,1.96,65.17,69.8,39.02,53.75,16.28,28.57,10.99,21.3,60.44,8.28,15.18,-59.28,8.96,-59.28,0.76,0.0,0.0,123.6,20.56,56.15,16.43,100.0,3.59,1087.0,76.46,0.9,257.17,8.28,1.1,1.0,77.32,117.79,21.65,63.62,8.17,-9.07,12.99,20.67,30.81,8.67,15.36,25.16
184,20058,100.0,20.88,0.0,754.22,47.0,10.55,5.66,0.0,3.0,96.71,0.0,1.04,855.54,13.43,17.56,140.29,100.0,94.97,15.3,10.55,30.99,294.56,80.12,0.0,8.11,30.1,65.7,59.5,78.27,27.69,11.54,19.23,12.5,69.23,11.36,11.57,1373.0,0.0,1373.0,1.16,83.33,0.0,0.0,18.82,47.04,13.94,100.0,7.02,968.0,65.07,2.11,754.22,-4.13,7.46,1.59,52.61,109.26,3.88,21.1,7.31,1.04,0.73,7.83,-0.92,20.97,17.14,17.86
185,48073,23.08,4.27,78.47,87.85,45.1,4.52,2.49,0.0,3.0,98.9,0.0,-2.59,182.49,15.36,9.19,2060.0,23.08,75.0,62.64,4.52,1.12,308.19,106.18,90.74,6.71,40.0,62.7,22.84,59.62,21.78,12.52,6.19,4.92,81.3,6.28,11.4,156.95,10.16,156.95,0.49,6.44,0.0,27.33,13.65,48.41,15.26,77.88,6.2,8921.0,58.27,1.02,87.85,0.11,13.26,1.15,54.27,78.07,21.78,14.11,7.99,-2.59,5.44,28.42,-10.91,11.14,18.64,5.97
186,20076,52.94,8.83,36.99,160.89,40.6,4.1,2.34,1.13,3.0,96.71,6.56,-0.1,153.84,16.13,9.97,1707.0,52.94,77.49,46.73,4.1,0.0,372.26,72.98,87.5,4.23,51.7,69.8,38.17,62.47,18.31,31.92,3.79,1.08,64.29,5.45,15.42,296.87,9.22,296.87,0.56,0.0,0.0,40.13,17.88,59.43,19.28,67.45,12.58,9732.0,71.88,1.13,160.89,13.36,11.33,0.7,55.61,84.51,10.06,6.66,9.24,-0.1,0.88,10.11,7.1,15.8,21.87,3.91
187,20905,50.0,5.35,0.0,403.14,34.6,104.71,0.0,0.0,3.0,96.71,0.0,21.39,334.31,0.0,0.0,29.05,50.0,98.04,100.0,0.0,0.0,407.51,132.43,0.0,12.5,38.2,66.9,10.7,67.89,21.86,0.0,12.5,55.0,87.5,10.93,14.75,-20.18,0.0,-20.18,0.71,0.0,0.0,0.0,13.94,49.7,18.79,100.0,1.64,183.0,84.52,5.24,403.14,5.46,0.84,0.48,67.78,132.77,9.43,26.18,32.09,21.39,5.55,9.75,20.39,32.39,14.56,30.3
188,20060,100.0,8.2,0.0,390.24,45.3,81.3,0.0,0.0,1.0,96.71,0.0,32.79,277.61,8.26,0.0,20.86,100.0,100.0,70.59,0.0,0.0,379.29,119.36,0.0,0.0,45.47,59.7,8.2,57.14,13.22,0.0,10.0,42.86,90.0,16.53,20.66,63.97,0.0,63.97,0.81,0.0,0.0,0.0,15.31,52.04,15.31,100.0,0.0,121.0,77.78,0.0,390.24,-16.53,0.67,0.0,78.28,129.29,66.67,211.38,32.79,32.79,9.68,11.24,53.16,43.48,24.14,0.0
189,20061,100.0,9.24,0.0,215.08,29.3,1.94,2.74,7.19,3.0,98.9,13.53,6.68,158.45,13.13,6.37,512.86,100.0,79.09,72.72,3.89,1.99,234.08,43.46,8.33,3.9,41.1,72.6,33.81,54.03,14.96,25.42,7.26,6.56,67.31,8.16,16.08,-543.8,9.71,-543.8,0.56,167.09,0.0,15.36,17.34,58.13,18.27,96.28,5.39,5026.0,75.05,1.36,215.08,11.74,4.29,1.84,27.96,94.04,19.52,15.93,12.19,6.68,0.19,16.67,16.69,7.39,9.16,9.48
190,20062,33.33,18.93,0.0,341.17,39.2,0.0,3.52,68.23,3.0,96.71,0.0,0.76,156.78,8.31,1.51,191.74,33.33,86.67,17.13,7.58,0.0,239.02,28.57,0.0,3.28,56.4,69.0,37.85,54.56,15.5,14.41,15.32,4.35,70.27,6.8,16.1,134.88,15.16,134.88,0.81,18.95,0.0,0.0,19.88,62.55,17.31,98.97,8.01,1323.0,62.99,0.0,341.17,5.29,4.84,0.72,72.75,102.76,5.09,12.89,11.36,0.76,2.7,4.34,12.5,16.22,19.3,9.57
191,48075,90.0,18.7,0.0,317.26,37.9,4.16,4.21,0.0,1.0,100.0,0.0,4.15,172.86,4.57,2.91,23.46,90.0,89.42,39.85,4.16,8.3,226.21,42.47,98.29,6.49,48.71,69.6,34.07,62.55,19.14,19.3,12.28,23.87,68.42,8.3,16.48,-270.82,16.63,-270.82,0.8,23.7,30.77,93.07,16.8,58.56,21.79,94.19,4.07,2409.0,72.98,0.83,317.26,2.08,0.53,0.64,71.24,110.18,8.78,19.96,12.46,4.15,4.76,14.35,22.72,36.31,19.66,14.56
192,48083,33.33,8.26,0.0,243.03,41.4,2.37,1.49,4.15,3.0,98.08,0.0,-5.07,183.38,10.56,5.63,1106.0,33.33,91.08,27.39,3.56,1.17,445.75,58.15,80.0,3.15,37.64,61.5,37.86,52.77,18.18,24.12,11.14,1.32,64.74,6.81,12.37,159.21,7.11,159.21,0.7,4.51,0.0,76.48,20.29,53.12,13.74,93.92,1.21,8520.0,82.74,1.07,243.03,1.17,8.53,2.6,11.95,73.22,10.96,8.54,7.08,-5.07,0.14,6.37,-3.08,12.0,24.89,9.61
193,48072,66.67,4.8,0.0,285.26,54.5,0.0,4.63,19.7,2.0,99.7,36.42,-0.8,239.73,7.31,2.44,99.35,66.67,100.0,25.79,7.88,8.12,294.09,46.59,55.0,3.12,44.45,63.9,30.38,57.95,20.54,13.64,16.67,14.29,69.7,8.93,12.58,-199.35,7.88,-199.35,0.58,3.15,0.0,78.74,19.15,56.57,20.45,96.91,7.14,1232.0,74.32,0.0,285.26,6.49,2.81,0.48,34.27,91.51,5.16,14.18,9.59,-0.8,4.76,18.71,21.26,16.6,27.7,24.1
194,1043,80.0,4.69,0.0,200.25,32.0,3.08,2.58,0.0,2.0,99.73,2.5,10.32,339.27,4.44,2.86,69.69,80.0,86.25,32.54,3.08,3.17,363.83,11.52,89.58,5.63,41.03,72.7,37.21,60.06,15.52,21.63,25.08,16.02,53.29,4.76,17.59,276.04,24.65,276.04,0.74,19.72,6.16,57.14,15.33,50.58,15.33,92.56,9.65,3150.0,50.42,0.31,200.25,23.81,3.35,57.48,8.58,94.75,1.32,6.16,17.2,10.32,2.29,44.84,37.8,14.26,16.59,9.98
